Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Mozambique",,"1823.51","1265.96","30.72","526.83","29","1.58","7.2","12.47","50.22","0.01","31.95","13.94","8.37","70.66",,,"3.64","24.29","33.59","142.94","21.44",,"41.95",,"42",,"29.98",,,"15.03","75.08","25.43","94.56","519.64","55.98",,,,,,"0",,"17.83",,,,,,,"8",,,"0.13",,"0.35","0.86",,"-32.17","-32.17","39.16","40.86","0.21","40.65",,,,,,,,,"-1.7","44.37","0.33","0.31","6.8","0.82","0.26","5.18",,,"3","2.34","22.91",,,,,"0.58","1.84",,"248.93","248.93",,"248.93",,"170.56",,,,,,"23.59","33","0.66","113.03","0.57","0.12",,"0.4","-0.8",,,,"0.03",,,"14.48",,"0.96",,,"2.47",,"0.12","1.44",,,,,,,"2.68","0.18","0.04","1.55","2.76",,,,,"0.2",,"1.25",,"0.15",,,,,"0.69","919.97","459.08","0.69"
"Myanmar",,"1712.05","1244.06","26.75","441.24","18.31","49.63","1.73","0.07","26.78","1.25","25.31","10.02","3.25","51.62",,"0.11",,"2.07","18.05","536.9","35.71","6.43","2.81","12.58","31.1","58.93",,,,"0.01","45.05","47.19","133.74","143.72","81.28",,,,,"0.03","0.15",,,,,"0.01","0.03",,"0","0.04",,,"21.59",,"3.59",,,,,"29.97",,,,"29.97","29.97",,,,,,,,"42.91","0.47","0.47","2.4","2.06","1.3","4.88",,,"2.92",,"16.07",,"2.74",,,"5.97","3.63",,"192.11","192.11",,"192.11",,"94.97","0.88",,,,"7.21",,"38.49","2.68","45.8","0.6","0.45",,,"-1.13",,,,"0.12",,,"3.36",,"0.8",,,,"1","0.05",,,"1.33","1.96",,,,,"0.08",,"0.58",,,,,,"4.34","0.2","2.73","0.34","0.03",,,,,"1.38","914.05","360.44","1.38"
"Namibia",,"159.45","110.87","0.49","48.09","3.14","0.3","0.05","0.03","0.32","0.1",,"1.58","-1.57","46.89",,"0.07",,,"0.02","-6.55","0.22",,,,"0.64",,"0.41",,,"0.05","1.02","0.42","0.56","66.3","11.35",,,,,,"0.01",,,,,,"0",,,,,,"0.03",,"0.44","0.01",,,,"0.44","0.44","0.9","-0.46",,,,,,,,,,"5.33","0.28","0.25",,"0.57","0.13","0.32",,,"0.66",,"1.58",,,,,"0.23","1.32",,,,,,,"30.97","4.12",,,,,,,"1.87","17.51",,"7.52",,"-0.05",,,,,"0.04",,,"0.42",,"0.36",,,,"0.2","0.02",,,,,,,,,,,,,,,,,,,,,"0.7",,"0.71",,,"0.69","105.97","49.22","1.4"
"Nauru",,"37.53","26.75","0.08","10.7",,"23.29",,,,,,,,,,,,,"0.05","0.3",,,,"3.11",,,,,,,,,,,"1.51",,,,,,"0.08",,,,,,,,,,,,,,,,,,,"3.01",,,,"3.01","3.01",,,,,,,,"0.01",,,,,,,,,,,,,,,,,"0.01",,,,,,,"6.16",,,,,,,,"0.65",,,"5.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.34","0.05",
"Nepal",,"1452.26","603.94","5.01","843.31","11.51","13.8","1.86","0.91","8.47","0.02","16.29","18.94","0.05","51.64",,,,"0.44","0.74","107.07","12.03","3.5","0.07","0.78","32.86","0","0",,,"0.13","1.11","32.42","127.39","173.4","54.35",,,,,,"0.27",,"3.24",,,"0",,,"0",,,,"0.23",,"0.01","1.07",,"-8.08","-8.08","160.52",,,,"160.52","160.52",,,,,,,,"36.23","0.32","0.59","10.39","1.15","0.03","5.06",,,"2.3","3.27","8.25",,"-0.01",,,"1.48","3.39",,"545.07","545.07",,"545.07",,"55.21",,,,,,"12.94","15.05","0.88","18.1","0.4","0.42",,"-0.31","7.74",,,"0.95",,,,"2.59",,"0.91","0.13",,,"0.25","0.44",,,,,,,,,,,"4.78",,,,"0.02",,,,,,"0.9",,,,,"0.55","468.77","223.09","0.55"
"Netherlands Antilles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Caledonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicaragua",,"353.76","183.56","11.77","158.43","1.7","0.07","2.33","2.43","6.64","0.02","0","0.45","1.29","12.45",,,,"1.29","0.37","12.54","45.29","12.61","8.26","0","3.82",,"0.02",,,"13.94","2.29","12.39","0.49","44.57","40.75",,,,,,"0",,"2.93",,,,,,,"7.69",,,,,,"0.17",,"-18.72","-18.72","60.76",,,,,,"60.76","60.76",,,,,,"8.67","0.3","0.57","4.17","0.07","0.01",,,,"0.77",,"0.98",,,,,"1.3","0.5",,"58.98","58.98",,"58.98",,"7.99",,,,,,,"1.54",,"6.45",,,,"-0.67","0.67",,,,"0.03",,,"0.89",,,,,,,"0.18",,,,,,,,,,,"0.42",,,,,,"0.18",,,,,,,,,,"78.35","58.23",
"Niger",,"1308.43","528.93","20.02","759.48","21.94","0.02","0.01","22.35","18.43","0.69","17.57","0.34","51.17","103.14",,,,"2.79","23.33","12.36","1.35","43.89","7.08",,"17.8",,"0.1",,,"10.37","6.67","29.29","1.18","158.98","239.2",,,,,,"0.01",,"9.06",,,,,,,,,,"0.02",,"5.54","3.01",,"31.74","31.74","70.49","71.81","0.03","71.78",,,,,,,,,"-1.32","53.58","0.61","0.19","13.33","0.84","0.08","9.32",,,"3.23",,"22.55",,"1.75",,,,"1.68",,"279.11","279.11",,"279.11",,"85.36",,,,,"9.39","18.17","13.67","2.96","41.6",,"0.5",,,"-0.93",,,,,,,"15.76",,"0.01",,,"2.31",,,,,,,,,,,,,"0.13","0.2",,"0.16",,,,,,,"0.15","0.38","2.83",,,,"368.59","290.69","2.83"
"Nigeria",,"3304.95","1724.35","13.05","1567.54","212.11","1.46","1.75","5.18","45.14","0.61","0.13","1.65","85.33","240.1",,"2.13","0.23","3.59","1.73","13.25","7.11",,"12.09","0.62","21.61","0.69","0.02",,,"4.34","24.44","13.47","395.92","841.76","295.65",,,,,,"0.59",,,,,"0","0.04",,"0.08",,,,"0.14",,"0.01","0.4",,,,"65.67","63.66","1.5","62.16",,,,,,,,,"2","104.54","0.82","0.5","33.93","1.07","0.23","2.01",,,"5.58","2.54","54.35",,"0.02",,,,"3.49",,"846.17","846.17",,"846.17",,"255.51",,,,,"6.87",,"75.95","3.3","169.4",,,,,,,,,"0.09",,,"176.6",,"1.34","6.81","0.26","0.14","0.14","4.51",,,,,,,"15.01",,,,,"0.41",,,,,,"1.47","4.5","0.43","0.41",,,,,,"1623.23","779.69",
"Niue",,"18.92","17.51",,"1.4",,"0.45",,,,,,,,,,,,,,"0.96",,,,"16.11",,,,,,,,,,,"0.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.1","0.01",,,,,"0.06",,,,,,,,,,,"0.02",,,,,,,"1.13",,,,,,,,"0.83",,,"0.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.96",,
"North Macedonia",,"170.18","66.97","9.34","93.86",,"0.01","2.33","0.01",,"1.38",,"0.14","0.68","-1.53","0.08","0.41",,,"-0.89","-3.44",,"0.06","0.24",,"3.81","0.06","0.01","0.04","4.57","-0.29","4.53","24.12","3.96","26.68","98.89",,"0.54","0.32",,"0",,,,,,"0.01",,,"0.23",,,,,,"8.07",,,,,"0.08",,,,,,,,,,"0.08",,,"4.04","0.36","0.8","-0.54","0.54",,"0.35",,,"0.4","0.59","1.01",,,,,,"0.54",,"-16.06","-16.06",,"-16.06",,"6.91",,,,,,,,"0.05","-0.33",,"0.25",,,,"6.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.47","15.79",
"Northern Mariana Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan",,"1386.93","995.08","91.14","300.7","132.91","44.09","2.28","0.02","13.3","0.01","0.25","0.13","40.52","72.27",,"2.24",,"0.93","18.39","-137.45","2.76","0.29","-1.1",,"9.64","0.09","0.06",,,"1.94","7.08","11.45","441.56","464.35","130.88",,,,,,,,"-2.43",,,"0","0",,"0.02",,,,"0.24",,"6.42","65.01",,,,"-295.42",,,,"-292.07","-292.07",,,,,,,"-3.35","63.63","0.41","0.89","16.9","2.11","0.25","1.54",,,"3.39",,"33.76",,,,,"1.15","3.23",,"155.26","155.26",,"155.26",,"246.35",,,,,"7.99",,"165.3","5.13","64.06",,"11.26",,"-0.61","-6.78",,,,,,,"131.1",,,,"0.7",,"0.43",,,,,"0.68",,,,,,,,,,,,,,,,,,,,,,,"912.94","586.95",
"Palau",,"84.54","83.51","0","1.02",,"1.2",,"0.02",,,,,,"0",,,,,"0.2","14.82","0.61",,,"0.25",,,,,,,,,,"66.4",,,,,,,,,,,,,,,,,,,"0",,,,,,,"0.59",,,,"0.59","0.59",,,,,,,,"0.23","0.05","0.03",,"0.08",,"0.04",,,,,,,,,,,"0.03",,,,,,,"0.2",,,,,,,,"0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81.43","0.23",
"Panama",,"39.1","9.99","0.55","28.57","20.03","0.02","0.03","0.03","0.94","0.05",,,"0.77","0.87",,,,,"0.15","-2.03","-0.92",,"0.02","0",,,"0.01",,,"-1.75","0.01","0.88","1.17","9.74","18.62",,,,,,"0.53",,,,,,"0",,,,,,"0.01",,,,,,,"3.51",,,,,,"3.51","3.51",,,,,,"2.8","0.15","0.18",,"0.84",,"0.17",,,"0.43",,"0.86",,,,,,"0.17",,,,,,,"3.64",,,,,,,,"0.34","2.78",,"0.52",,,,,,,,"19.54",,"0.32",,,,"0.07",,,"0.11",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.62","1.37",
"Papua New Guinea",,"790.33","508.58","0.21","281.54","0.97","418.6","0.51","0","0.62",,,,"0.05","2.3",,,,,"0.34","44.1","1.13",,,"28.47","1.12","0.04",,,,,"0.7","0.16","1.7","8.75","31.99",,,,,,"0.14",,,,,,"0",,,,,,"0.06",,,"0.01",,,,"11.63",,,,"11.63","11.63",,,,,,,,"17.35","0.62","0.14","6.88","0.57","0.12","0.49",,,"1.59",,"3.33",,"1.68",,,,"1.93",,"189.21","189.21",,"189.21",,"31.36",,,,,"9.19","1.1","0.78","4.5","14.43",,"0.22",,,"1.15",,,,,,,"0.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57.85","5.63",
"Paraguay",,"164.51","63.99","0.77","99.75","0.04","0.07","0.18","0","0.59","0.02",,,"1.11","4.74",,"0",,"0.05","0.27","10.58","14.05","0.12","0.03","0.02","0.45",,"0",,,"10.17","1.27","0.9","1.08","18.28","46.8",,,,,,"0.68",,,,,,,,"0",,,,"0.01",,"0.08",,,,,"31.82",,,,,,"31.82","31.82",,,,,,"4.08","0.49","0.74","-0.55","1.03",,"0.34",,,"0.82",,"1",,,,,,"0.2",,,,,,,"17.04",,,,,,,,"2.4","4.71",,"0.55",,,"9.38",,,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.64","19.05",
"Peru",,"450.76","355.23","0.91","94.62","697.89","0.18","0.87","13.94","24.81","0.34",,"0.7","82.46","70.07",,"0",,"0.55","3.76","-2.89","18.42","1.66","-0.26","0.66","8.1","0.01","0.01","0",,"13.51","1.3","24.64","8.25","84.11","70.37",,,,,,"0.46",,,,,,"0",,"0.01",,,,"0.04",,,"0.4",,,,"4.79",,,,,,"4.79","4.79",,,,,,"4.97","0.47","0.41",,"0.96","0.1","0.35",,,"1.04",,"1.03",,,,,,"0.61",,,,,,,"14.49",,,,,"1.98","0.9",,"7.12","3.27","0.65","0.38",,,"0.2",,,,"0.04","668.56","0.63","0.43",,,"0.01","0.43",,"0.01","2.82",,"20.45",,"0.9",,,"0.66","0.59",,,"2",,,"0.1",,,,,,"0.25",,,,,,,"270.58","197.19",
"Philippines",,"547.34","462.17","70.64","14.53","4.08","53.62","0.61","4.91","10.83","0.21","0.33","0.63","106.03","14.89",,"0.16","0.14","0.04","3.88","68.49","61.33","0.64","0.63","6.35","0.94","0.08",,,,"0.89","6.78","1.3","13.54","104.92","37.62",,,,,,"0.44",,,,,"0.01","0.01",,,,,,"0.26",,"1.02","0.3",,,,"-77.47",,,,"-77.47","-77.47",,,,,,,,"12.2","0.54","0.33","-3.02","2.12","0.16","0.69",,,"2.82","0.48","5.6",,"1.44",,,"0.23","0.8",,"-14.06","-14.06",,"-14.06",,"56.25",,,,,"5.03","3.88",,"6.54","39.72","1.38",,,"-0.28","-0.01",,,,"0.09",,,"2.02",,,,"0.44",,"0.12","0.01",,,,"0.1",,,,,,,"0.71",,,,,,"0.37",,,,,"0.23",,,,,"322.59","154.24",
"Qatar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rwanda",,"1119.66","497.87","20.32","601.47","32.22","0.94","0.34","41.86","8.27",,,"0.67","3.6","45.58",,,"0.05","2.54","1.3","37.75","26.09","0.87","47.12","0.12","3.1","0.09",,"0.01","0.14","1.15","31.15","3.39","73.02","168.72","92.33",,,,,,"0.37",,"13.67",,,"0",,,"0",,,,"0.03",,"0.03","1.98",,"24.38","24.38","117.47","117.47","0.04","117.43",,,,,,,,,,"25.78","0.6","0.24","7.21","0.6","0.16","5.25",,,"1.37","1.44","7.13",,,,,,"1.79",,"248.39","248.39",,"248.39",,"93.12","0.82",,,,"3","5.27","10.28","0.2","69.4","2.05","0.42",,"0.64","1.03",,,,"0.09",,,"5.55","2.6","0.42",,,,"1.12","0.03",,,,"0.1",,,"1",,,"0.04",,"19.38",,,,,,,"1.29",,"0.03",,,,,"0.58","338.25","249.44","0.58"
"Saint Helena",,"67","55.1",,"11.9",,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,"55.09",,"11.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.1","55.1",
"Saint Kitts and Nevis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Lucia",,"8.56","2.44","0","6.12","0.12","0.06",,,"0.34",,,,"-0.25","0.02",,,,,"0.16","1.83","0.02",,,"0.21",,,,,,,,,"0.1","-0.05","4.07",,,,,,,,,,,,"0",,,,,,,,,,,"-3.04","-3.04","-0.56",,,,,,,,,"-0.56",,,,"0.03",,,,"0.02","0.01",,,,,,,,,,,,,,"3.25","3.25",,"3.25",,"2.37",,,,,,"2.31",,,,,"0.06",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.1",,,,,"2.15","0.04",
"Saint Vincent and the Grenadines",,"18.15","0.55","4.98","12.62","0.12","0.04","0.04",,"0.69",,,,"-0.83","0",,,,,,"0.31","0.11",,,"0.07",,,,,,,,,"0.09","0.01","6.3",,,,,,"0",,"2.58",,,,"0",,,,,,,,,"2.4",,"-2","-2","3.9",,,,,,,,,"3.9",,,,"0.24","0.16",,,"0.05",,,,,,,,,,,,,"0.02",,"0.55","0.55",,"0.55",,"3.62",,,,,,"3",,"0.63",,,,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.1",,,,,"0.27","-0.7",
"Samoa",,"128.1","74.36","0.04","53.71","0.92","25.28",,,,,,,,,,,,,,"26.24","0.69",,,"20.24",,,,,,,,,"0.08","1.83","16.14",,,,,,"0",,,,,,,,,,,,"0.03",,,,,"-2.46","-2.46","5.27",,,,"5.27","5.27",,,,,,,,"1.45","0.12",,"-0.07","0.16",,"0.5",,,,,,,,,,,"0.74",,"17.03","17.03",,"17.03",,"16.28",,,,,,"3.19",,"5.66",,,"7.38",,,"0.05",,,,,,,"0.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.15","0.08",
"Sao Tome and Principe",,"52.13","18.57","0.27","33.3","0","0.03",,,"0.19",,,,"0.59",,,,,,"0.01","2.86","0.01",,,,,,"14.66",,,"0.04",,,"0.2","-0.02","4.49",,,,,,,,"0.25",,,,,,,,,,"0.01",,,,,"0.35","0.35","7.73","7.73",,"7.73",,,,,,,,,,"4.53","0.55",,"0.46","0.77",,"0.44",,,"0.47",,"0.96",,,,,"0.1","0.78",,"10.29","10.29",,"10.29",,"5.9",,,,,,,"1.28","2.06","2.78",,,,,"-0.22",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.83","15.5",
"Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senegal",,"998.94","639.42","40.5","319.03","33.7","0.09","1.29","10.63","71.8","0.16",,"0.43","220.08","47.3",,,,"0.71","11.99","25.43","25.57","19.13","4.11",,"0.45","0.32","0.44",,"0.14","16.11","0.36","3.48","1.05","178.32","114.74",,,,,,"0.25",,"31.93",,,,,,"0.03",,,,"0.1",,"0.51","3.11",,"-34.36","-34.36","26.08","28.57",,"28.57",,,,,,,,,"-2.48","32.25","0.62","0.58","2.95","1.04","0.04","2.18",,,"1.83","9.59","6.63",,,,,"5.62","1.17",,"122.57","122.57",,"122.57",,"57.75",,,,,,,"20.52","3.55","25.81","1.04","0.02",,"-0.04","6.85",,,,"0.01",,"0.03","14.21",,"0.18",,,,,"0.97",,,"1.02",,,,,,,,,"10.85","3.38",,,,,,,"0.2","1.16","0.32",,,,"1.38","555.98","334.27","1.38"
"Serbia",,"1070.02","237.06","455.3","377.67","2.49",,"13.46","0.04","0.13","0.89",,,"32.61","107.28","0.22","1.68",,,"0.21","5.52","0.51","0.24","0.12",,"5.38","-3.26","0.03","0.98","4.72","-2.13","14.11","24.45","5.19","24.68","433.4",,"0.62","0.05",,,"0.6",,"31.32",,,"0.01","0",,"2.19","7.31",,,"0.01",,"4.37","408.54",,,,"-3.32",,,,,,,,,,"-3.32",,,"6.13","0.18","0.55",,"0.25",,"0.23",,,"0.4","2.43","0.81",,,,,,"1.28",,"-67.72","-67.72",,"-67.72",,"9.17",,,,"0.07",,,,"2.28",,,"0.13",,,,"6.7",,,"0.04",,,,,,,,,,,,,,,,,,,"0.06",,,,,,,,"2.39",,,,,,,,,,"175.62","176.38",
"Seychelles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sierra Leone",,"507.98","255.11","48.91","203.97","9","0.59","0.04",,"2.05",,,"0.25","0.57","25.54",,,"1.16","14.38","2.2","9.2","12.12",,,"0.01","2.07",,"0.01",,,"1.15","0.77","0.02","125","57.99","74.18",,,,,,"0.03",,"35.82",,,,,,,,,,"0.03",,"0.06","9.43",,"3.63","3.63","13.75","11.96",,"11.96",,,,,,,,,"1.79","20.27","0.71","0.35","0.94","0.57","0.12","5.07",,,"1.46","0.1","7.01",,"1.62",,,"1.21","1.11",,"28.84","28.84",,"28.84",,"63.3",,,,,,,"11.71","2.11","40.53",,,,,"8.95",,,,"0.01",,,"1.39",,"2.72",,,"0.18",,"0.04",,,,"0.33",,,,,,,,"0.14","3.38",,,,,"0.05",,"0.19",,,,,,"0.58","222.54","169.9","0.58"
"Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solomon Islands",,"195.56","166.09","0.05","29.42","1.04","113.4",,,"0.3",,,,"0.03","0.36",,,,,,"24.18","2.77",,,"22.2",,,,,,,"0.05",,"1.2","1.6","8.34",,,,,,"0",,,,,,,,,,,,"0.03",,,"0.02",,"-3.48","-3.48","7.73",,,,"7.73","7.73",,,,,,,,"4.03","0.12",,"0.54","0.03",,"0.58",,,,,,,"2.01",,,,"0.76",,"4.25","4.25",,"4.25",,"8.55","0.81",,,,,,"2.88","2.08","2.77",,,,,,,,,,,,"0.02",,"0.16",,,,,,,,,,,,"0.5",,,,"0.37",,,,,,,,,,,,,,,,"27.67","1.63",
"Somalia",,"1575.18","1144.35","55.13","375.7","4.55","6.89","0.15","0.03","23.2","0.02","19.14","14.61","0.76","190.39",,,"0.16","7.45","18.02","10.17","1","0.42","17.11","1.07","66.76","0.07",,,,"0.73","107.14","18.44","258.46","382.14","266.71",,,"0.05",,,"0.02",,,,,"0.02",,,"0.12","2",,,"0.04",,"29.12","17.74",,,,"6.59","6.59","0.1","6.49",,,,,,,,,,"49.89","0.5",,,"0.58","0.08","12.07",,,"2.44",,"20.94",,"8.93",,,"0.46","3.89",,,,,,,"52.52",,,,,"17.27",,"9.44","2.13","23.65",,,,,"0.03",,,,,,,"4.21",,"0.26",,,,,,,,,"0.09",,,,,,,,,,,,,,,,,,,,,,,"883.14","634.52",
"South Africa",,"921.14","771.85","2.44","146.85","90.35","3.32","0.76","11.5","4.54",,"1.74","0.99","-20.48","111.56","0.1","0.79","0.07","4.84","0.92","9.14","0.26","0.58","0.44","0.05","4.64","0.03","1.38",,,"0.13","3.84","15.75","39.29","575.65","17.6",,,,,,"0.63",,,,,"0","0",,"0",,,,"0.04",,"0.92","0.61",,,,"1.48","1.48","1.48",,,,,,,,,,,"6.18","0.25","0.32",,"1","0.3","0.15",,,"1.04",,"1.29",,,,,,"1.82",,,,,,,"121.59","0.24",,,,,,,"6.26","114.89",,"0.2",,,,,,,"0.29",,,"27.66",,"2.53","0.4","0.25","0.03",,"12.46",,,,,,,"0.05",,,"3.04",,"11.04",,,,"11.01","0.7","3.76","0.17","12.4","0.59","0.5","0.59",,"0.67","2.19","720.61","158.43","3.44"
"South Sudan",,"1577.5","1373.52","1.07","202.91","4.81","11.42","2.14","6.95","51.35","0.33","21.01","-8.23","0.73","137.02",,,,"13.48","6.75","32.37","4.16","2.32","70.4","1.45","75.77","0.55","0.32","0.38","0.04","1.55","37.85","22.92","201.83","678.65","101.53",,,"0.05",,,"0.13",,,,,,,,,,,,"0.09",,"0.47","0.34",,,,"13.24","13.24",,"13.24",,,,,,,,,,"30.84","0.23",,,"0.14","0.14","3.45",,,"3.58","3.65","11.16",,"1.77",,,"1.96","4.77",,"24.74","24.74",,"24.74",,"32.56",,,,,,,"8.71","0.01","23.69",,"0.15",,,,,,,,,,"4.4",,"0.08",,,,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,"0.23","1108.7","495.43","0.23"
