Recipient,"FakeColumn","Donor(s)","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"America, Total","","7040.29","5289.97","0.32","1750",,"1.57","24.09","86.68","370.07","12.68","86.76","36.14","305.13","446.98","1.6",,"1.13","19.37","65.22","431.39","25.88","27.52","167.83","5.25","108.67","0.15","2.6",,,"783.71","187.37","101.16","35.79","1955.23","826.07",,,,"0.07",,"6.84",,"-6.99",,,"0.01",,,,,,,"0.11",,"0.15","0.13",,"278.34","278.34","34.31",,,,,,,,,"31.84",,,"2.47","184.26",,"14.58","5.62",,"5.34","27.46",,,"21.38","4.11","25.5",,,,"59.88","20.39",,,"177.7","177.7",,"177.7",,"249.32",,,,,,,,"98.94","110",,,"4.21","14.12","22.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3609.81","2289.62",
"Caribbean & Central America, Total","","3282.39","2328.12","-2.84","957.11",,"0.73","19.06","24.44","184.47","10.91","62.18","24.7","115.08","131.93","0.49",,"1.13","14.22","9.1","284.89","13.45","20.55","55.62","2.37","66.88","0.02","0.36",,,"415.63","119.24","43.86","-16.41","723.22","449.84",,,,"0.07",,"1.57",,"-4.74",,,"0.01",,,,,,,"0.07",,"0.05","0.13",,"119.03","119.03","19.08",,,,,,,,,"19.05",,,"0.03","91.97",,"4.16","8.37",,"3.25","17.63",,,"12.23","1.53","13.58",,,,"17","14.22",,,"139.94","139.94",,"139.94",,"137.25",,,,,,,,"43.92","67.57",,,"-0.02","9.99","15.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1432.28","1007.12",
"Caribbean, Total","","909.69","529.43","-0.63","380.89",,"0.58","0.09","10.61","114.53","0.33","3.26","0.73","38.7","23.05","0.21",,,"1.96","-10.32","10.97","2.32","0.56","-2.28","0.47","10.11","0.02","0.17",,,"51.19","4","8.82","-22.56","281.91","204.47",,,,"0.01",,"0.45",,"-1.14",,,,,,,,,,"0.02",,"0.03",,,"42.61","42.61","18.95",,,,,,,,,"18.92",,,"0.03","37.58",,"1.25","2.36",,"1.55","8.86",,,"3.71","0.2","7.08",,,,"6.14","6.43",,,"23.83","23.83",,"23.83",,"53.45",,,,,,,,"4.97","42.36",,,,"0.99","5.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"436.28","99.72",
"Central America, Total","","2145.29","1630.57","-2.21","516.93",,"0.15","17.09","13.72","50.24","0.45","50.36","19.99","71.48","97.85","0.09",,"1.13","12.26","18.63","273.81","11.13","19.97","57.52","1.82","42.31",,"0.13",,,"335.15","96.83","25.21","6.15","407.1","208.16",,,,"0.06",,"1.12",,"-3.6",,,"0.01",,,,,,,"0.05",,"0.02","0.13",,"76.42","76.42","0.13",,,,,,,,,"0.13",,,,"51.55",,"2.91","6.01",,"1.7","8.77",,,"7.1","0.39","6.5",,,,"10.71","7.46",,,"116.11","116.11",,"116.11",,"64.56",,,,,,,,"22.58","22.34",,,"-0.02","9","10.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925.26","817.67",
"South America, Total","","3250.9","2560.89","3.16","686.85",,"0.84","5","62.23","78.21","1.77","24.58","11.33","151.65","257.49","1.11",,,"5.15","56.12","139.23","12.43","6.97","108.81","2.74","36.78","0.13","1.55",,,"290.76","55.75","55.41","37.85","1157","307.42",,,,,,"5.27",,"-2.25",,,,,,,,,,"0.04",,"0.1",,,"159.31","159.31","15.23",,,,,,,,,"12.79",,,"2.44","64.77",,"10.42","-2.75",,"2","9.64",,,"7.78","2.58","11.38",,,,"17.55","6.17",,,"37.76","37.76",,"37.76",,"102.36",,,,,,,,"47.59","40.15",,,"4.23","4.13","6.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1877.55","1078.25",
"Northern America, Total","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, Total","","32131.26","22696.23","2949.82","6485.21",,"917.13","279.33","96.13","723.89","33.9","338.98","115.48","1535.14","1813.01","44.22","68.04","6.4","61.75","548.27","2899.85","227.59","35.18","525.68","48.13","508.55","12.5","51.96","3.97",,"374.39","717.73","247.19","1674.29","8787.55","2284.19",,,,"5.03","0.97","30.67",,"51.59","0.44",,"5.77",,,,,"1838.77",,"63.6",,"536.06","416.92",,"-60.42","-60.42","97.93",,,,,,,,,,,"2.67","95.26","1195.18",,"21.38","88.62",,"7.68","148.78",,,"85.53","27.58","174.04",,,"371.81","139.94","129.82",,,"2443.89","2443.89",,"2443.89",,"524.44",,,,,,,,"126.38","303.18",,,"76.53","18.57","-0.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17982","8329.95",
"Middle East, Total","","14196.67","10524.98","2179.29","1492.4",,"291.94","243.35","18.45","78.83","16.27","57.78","16.11","967.39","590.11","23.67","67.15",,"12.39","550.45","815.71","71.79","4.35","79.15","4.1","148.46","1.43","1.2",,,"273.16","350.07","43.32","269.28","5529.07","900.19",,,,"4.45","0.1","22.43",,"-23.43","0.09",,"0.23",,,,,"1731.96",,"0.07",,"102.96","340.43",,"-47.07","-47.07","27.45",,,,,,,,,,,,"27.45","471.7",,"3.22","-5.1",,"0.25","9.78",,,"9.5","7.73","19.66",,,"371.81","45.17","9.68",,,"125.23","125.23",,"125.23",,"14.9",,,,,,,,"3.53","6.33",,,"0.15",,"4.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8800.84","3541.76",
"South & Central Asia, Total","","10791.67","6887.59","489.51","3414.57",,"102","17.73","23.24","319.09","8.52","155.04","49.03","82.77","540.36","18.74","0.48","6.4","20.6","40.88","748.64","71.45","8.12","234.33","9.74","242.2","8.25","8.63","2.88",,"38.61","186.47","154.23","1064.89","2724.27","877.67",,,,"0.53","0.83","6.98",,"8.48","0.32",,"5.5",,,,,,,"5.57",,"397.45","63.85",,"28.59","28.59","70.38",,,,,,,,,,,"2.61","67.77","422.05",,"7.61","56.53",,"3.3","92.03",,,"46.13","18.59","114.17",,,,"39.93","43.76",,,"1858.21","1858.21",,"1858.21",,"157.67",,,,,,,,"27.67","107.07",,,"16.47","11.35","-4.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5520.9","2509.57",
"Far East Asia, Total","","6217.21","4643.39","174.21","1399.61",,"505.31","18.22","52.78","138.19","9.11","120.63","41.94","359.97","575.3","1.64","0.41",,"28.76","-43.25","1287.84","82.88","22.71","206.74","32.98","90.89","4.15","41.65","1.09",,"60.96","158.04","45.6","271.74","527.11","370.57",,,,"0.05","0.04","1.26",,"66.54","0.03",,"0.04",,,,,,,"57.96",,"35.65","12.64",,"-41.94","-41.94","0.1",,,,,,,,,,,"0.06","0.04","263.68",,"4.49","37.19",,"4.13","46.5",,,"27.25","1.26","39.6",,,,"26.88","76.38",,,"460.45","460.45",,"460.45",,"346.75",,,,,,,,"90.06","189.78",,,"59.91","7.22","-0.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3116.9","1932.59",
"Europe, Total","","5076.87","3178.46","163.51","1734.9",,"0.37","142.14","35.11","95.46","19.04","25.61","18.86","307.1","448.97","82.62","3.97","0.28","5.43","215.06","112.63","31.11","13.58","73.66",,"125.28","15.13","13.9","4.45",,"146.27","162.36","167.14","208.41","704.52","1339.99",,,,"0.04","0.58","10.95",,"16.11","0.47",,"1.1",,,,,,,,,"81.64","52.62",,"43.66","43.66","16.16",,,,,,,,,,,"8.39","7.77","106.08",,"13.18","9.8",,"1.49","15.33",,,"3.07","19.7","9.9",,,,"33.6","0.01",,,"146.3","146.3",,"146.3",,"82.71",,,,,,,,"24.59","44.47",,,"0.37",,"13.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2092.15","1941.67",
"Oceania, Total","","1192.24","1073.24","4.28","114.72",,"550.31","0.9","0.06","2.05",,"0.1","0.15","112.07","0.07","0.13",,,"0.03","24.47","76.16","1.17",,"0.21","113.32","0.61",,,,,"0.33","0.12","0.15","3.82","187.01","78.15",,,,,,"0.02",,"4.25",,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,"21.61",,,"-0.7",,"0.7","5.71",,,"3.08","0.05","4.59",,,,"8.18",,,,"1.38","1.38",,"1.38",,"13.58",,,,,,,,"6.86","4.87",,,,,"1.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"405.65","142.46",
"Melanesia, Total","","578.77","508.4","4.28","66.09",,"431.97","0.9",,"1.39",,,"0.11","6.55","-0.79","0.04",,,"0.03",,"17.22","0.82",,"0.21","44.22","0.6",,,,,"0.01","0.04","0.03","0.29","4.76","53.14",,,,,,"0.02",,"4.25",,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,"15.01",,,"-0.46",,"0.7","4.75",,,"3.08","0.05","1.86",,,,"5.03",,,,"-4.47","-4.47",,"-4.47",,"2.41",,,,,,,,"1.53","0.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.42","7.39",
"Micronesia, Total","","241.99","235.13",,"6.86",,"26.42",,,,,,,,"0.01","0.05",,,,,"28.15","0.19",,,"2.56","0.01",,,,,"0.3",,,"0.09","177.35","5.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.9",,,,,,,,,,,,,,,"0.9",,,,,,,,,"0.91",,,,,,,,"0.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205.6","0.45",
"Polynesia, Total","","239.8","221.92",,"17.88",,"30.39",,,"0.04",,"0.1",,"101.74","-0.52","0.03",,,,"24.47","29.77","0.16",,,"34.07",,,,,,"0.02",,,,"1.65","6.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.93",,,"-0.24",,"0","0.96",,,,,,,,,"2.21",,,,"5.85","5.85",,"5.85",,"2.19",,,,,,,,"0.34",,,,,,"1.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157.15","125.84",
"LDCs, Total","","28336.52","17345.57","303.32","10687.63",,"334.07","69.7","478.96","741.84","9.92","592.02","161.5","1231.63","1223.64","17.58","0.47","13.09","362.32","260.83","1090.78","91.95","78.64","939.54","50.74","805.82","93.89","117.77","17.17",,"126.59","728.59","248.49","2151.03","5307","3098.07",,,,"0.86","0.33","24.24",,"49.54",,,"5.16",,,,,,,"61.42",,"79.95","81.82",,"242.02","242.02","1980.4","1858.75","160.17","1698.58",,,,,,,,,"121.65","1087.5",,"7.93","113.53",,"12.37","248.63",,,"89.48","25.13","292.59",,,,"80.97","216.87",,,"3432.37","3432.37",,"3432.37",,"847.27",,"60.1",,,,,,"54.67","648.81",,,,"41.56","42.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12006.75","8661.79",
"Other LICs, Total","","333.42","228.95","2.23","102.24",,"6.86","1.16","2.89","7.1","0.11","8.23","1.45","4.18","12.83","0.53",,,"12.22","3.17","6.54","0.16","0.66","8.04","0.96","15.05","0.01","0.01",,,"0.29","22.91","6.93","69.87","36.79","66.75",,,,"0.01",,"0.03",,"2.12",,,,,,,,,,"0.02",,"0.05",,,"-0.4","-0.4",,,,,,,,,,,,,,"32.57",,"0.26","3.22",,"0.58","6.69",,,"3.46","0.39","4.18",,,,"3.66","10.13",,,,,,,,"3.32",,"0.09",,,,,,"0.66","4.22",,,,,"-1.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140.48","148.56",
"LMICs, Total","","33160.6","24970.48","770.62","7419.5",,"656.59","524.3","404.92","624.5","18.47","426.92","92.07","3395.6","3095.9","27.42","0.4","3.11","65.43","857.94","3577.76","118.6","61.02","756.2","43.98","287.63","18.49","51.96","2.27",,"779.77","429.63","265.92","4521.35","3862.33","2543.44",,,,"0.97","0.96","38.36",,"48.55","0.58",,"0.82",,,,,,,"2.26",,"285.61","392.51",,"153.13","153.13","324.59","238.59","22.55","216.04",,,,,,,,"4.13","81.87","999.75",,"17.35","89.68",,"9.76","120.91",,,"73.49","17.62","156.06",,,"320.45","64.59","129.84",,,"2848.24","2848.24",,"2848.24",,"550.35",,"11.53",,,,,,"84.91","353.81",,,"24.84","25.87","49.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19935.38","15530.06",
"UMICs, Total","","19479.79","16046.28","517.93","2915.58",,"392.92","377.02","130.29","205.54","27.67","88.03","58.48","1873.06","1238.09","89.26","67.45","2.3","35.53","749.97","1331.24","120.01","28.85","244.69","36.78","194.96","10.12","17.25","1.5",,"703.99","496.94","215.88","468.69","6839.77","2108.93",,,,"3.96","0.34","11.56",,"51.34","0.33",,"0.88",,,,,,,"0.87",,"203.97","244.68",,"-7.27","-7.27","23.03","-23.96",,"-23.96",,,,,,"29.05",,"3.67","14.27","335.31",,"18.2","19.88",,"10.71","51.05",,,"31.66","28.7","51.97",,,"51.36","58.56","13.22",,,"-3.92","-3.92",,"-3.92",,"459.5",,"-2.76",,,,,,"155.19","221.58",,,"56.19","0.52","28.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12706.36","6706.88",
