Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Bhutan",,"97.28","37.16","0.95","59.16","1.15","7.12","1.82",,"1.45",,"-0.04","0.36","0.02","0.8",,,,,"0.05","16","0.72",,,,"3.57",,,,,,"0.06","4.11","0.12","1","1.84",,,,,,,,"0.03",,,,,,,,,,"0.84",,"0.08",,,,,"24.27",,,,"24.27","24.27",,,,,,,,"5.21",,,"0.86",,,"0.69",,,"0.94",,"1.35",,,,,"0.2","1.18",,"21.29","21.29",,"21.29",,"6.53",,,,,,,"0.33","3.79","2.41",,,,,,,,,,,,"1.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.43","3.19",
"Bolivia",,"791.31","205.59","0.01","585.71","0.45","0.2","0.13","14.29","12.64","0.03","22.97","0.86","9.87","30.3",,,,"0.28","5.55","10.66","20.62","1.36","1.77","0.04","3.6","0.06",,,,"6.97","22.84","37.11","1.26","2.16","51.29",,,,,,,,,,,,,,,,,,,,,"0.01",,,,"322.97",,,,,,"322.97","322.97",,,,,,"9.48",,"0.14","3.78","0.96","0.04","0.85",,,"1.15",,"1.99",,,,,"0.57",,,"159.48","159.48",,"159.48",,"42.49",,,,,,"1.02","6.65","2.87","7.62",,,,"3.53","20.81",,,,,,,"0.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72.45","118.55",
"Bosnia and Herzegovina",,"356.39","146.76","27.79","181.84",,"0.01","20.2","-0.22","0.89","3.72","1.84","0.46","2.09","23.39","0.1","0.44",,,"1.52","10.98","-3.04",,"3.29",,"8.12","-1.22","-0.39","0.16","3.66","-11.89","17.71","24.71","6.77","33.47","145.4",,"0.12",,,,,,"0.33",,,"0",,,"0.01",,,,,,"25.96",,,,,"7.17",,,,,,,,,,"7.17",,,"7.28",,"0.37","-0.64","0.3",,"0.41",,,"0.52","3.39","1.1",,"1.53",,,,"0.3",,"-0.68","-0.68",,"-0.68",,"22.67",,,,,,,,"2.92","4.81",,,,,"3.55","11.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.11","71.63",
"Botswana",,"65.54","56.31","-0.3","9.53","1.09","1.15",,"-0.07","0.62",,,"0.41","0.31","0.11",,,,"0.08","0.08","0.7","0.01",,"0","0.61","0.07",,"0.03",,,"0","0.3",,"1.61","50.28","6.29",,,,,,"0.09",,"-0.6",,,,,,"0","0.11",,,"0.03",,"0.04","0.02",,,,"-2.25","-2.25","0.69","-2.95",,,,,,,,,,"5.39",,"0.41","0.15","0.48","0.9","0.36",,,"0.6","0.26","0.92",,,,,,"1.32",,,,,,,"0.11",,"-1.23",,,,,,"1.88","1.56",,,,"-0.27","-1.84",,,,,,,"1.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.71","2.87",
"Brazil",,"1003.19","686.97","1.93","314.29","2.7","0.67","1.61","2.42","0.92","0.01","0.29","0.53","180.58","269.44","0.03","0.58",,"0.28","7.61","3.67","0","1.7","0.15","0.22","157.2","0.09","3.07","0.01",,"4.36","1.76","3.21","31.91","14.63","285.28",,,,,"0.01","1.64",,,,,"0.02",,,"0.02",,,,"0",,"0.15","0.09",,,,"-6.04",,,,,,"-6.04","-6.04",,,,,,"8.05",,"0.47",,"2.35","0.79","0.43",,,"1.5",,"2.5",,,,,,,,,,,,,"27.01",,,,,,"0.06",,"26.91",,,"0.03",,,,,,,,,,"2.47",,"0.08",,,,,,,,,,,,,,,,,,,,"0.15",,,,,,,,,,,,"508.77","506.45",
"British Virgin Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brunei Darussalam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkina Faso",,"998.39","360.24","-0.9","639.04","12.69","0.12","4.43","10.64","24.31",,"41.13","0.53","66.69","47.39","0.01","0",,"0.24","8.25","23.56","0.32","21.5",,,"0.51","0.02",,,,"0.75","12.66","38.47","0.13","58.6","184.31",,,,,,"0.34",,"-4.66",,,,,,,,,,,,"0.91","1.12",,"12.45","12.45","71.47","68.95",,"68.95",,,,,,,,,"2.52","34.65",,"0.33","3.65","0.44","0.65","5.54",,,"3.24","0","15.51",,,,,"3.43","1.86",,"261.82","261.82",,"261.82",,"74.34",,"-0.71",,,,"0.02","26.62","5.09","45.57",,,,"-0.11","-2.12",,,,,,,"11.38",,"0.48",,,"0.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"228.93","214.37",
"Burundi",,"366.56","167.92","0.07","198.56","1.57","0.6","0.02","48.72","4.21",,,"0.76","6.82","17.42","0","0",,"1.55","1.37","2.55","0.89","0.85","27.03",,"5.47","0.01",,,"0.07","0.37","0.05","6.88","0.31","41.97","48.63",,,,,,"0.01",,,,,,,,"0.01",,,,,,"0.04","0",,"-10.47","-10.47","38.86","38.86","0.08","38.78",,,,,,,,,,"46.04",,"0.06","6.87","0.15","0.55","7.29",,,"2.24","10.1","11.86",,"2.11",,,"3.03","1.8",,"45.07","45.07",,"45.07",,"30.44",,"-0.35",,,,,"12.05","3.56","9.9",,,,,"5.27",,,,"0.08",,,"1.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.64","105.36",
"Cabo Verde",,"153.25","104.4","0.7","48.14","-0.03","0.11","0.54","0",,"0.02",,,"6.81","0.29","0",,,,"0.24","18.19",,"15.18",,,,"0","50.14",,"0.01","-0.51","0.04","1.39","0.18","11.76","21.44",,,,,,"0",,"-0.22",,,,,,,,,,,"0.5",,,,"-0.35","-0.35","2.31","2.31","2.11","0.19",,,,,,,,,,"4.74",,,"0.72","0.24",,"0.63",,,"1.02",,"1.03",,,,,,"1.11",,"12.46","12.46",,"12.46",,"7.54",,"5.08",,,,,,"1.82","2.12",,,,"-0.12","-1.37",,,,,,,"-0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37.46","72.94",
"Cambodia",,"679.04","468.19","3.8","207.04","5.53","49.18","0.05","3.85","4.05","1.3","0.26","2.66","65.77","28.86","0.01","0.07",,"0.58","0.41","101.75","65.85","0.5",,"5.75","6.78","0.99",,"0.03",,"0.04","24.41","14.74","4.25","86.05","45.23",,,,,,,,,,,,"0.01",,,,,,"3.63",,"0.16","0",,,,"82.35",,,,"82.35","82.35",,,,,,,,"36.67",,"0.49","14.78","0.79","0.66","4.4",,,"3.23",,"6.54",,,,,"3.93","1.84",,"-9.07","-9.07",,"-9.07",,"51.86","1.98",,,,,"0.74","14.27","4.97","24.06","0.47",,,"-0.21","5.59",,,,,,,"5.37",,,,,,,,,,,"0.16",,,,,,,,,,,,,,,,,,,,,,,"291.13","134.04",
"Cameroon",,"664.12","393.54","0.46","270.12","3.73","1.15","0.33","3.4","3.9",,,"0.61","162.23","72.43","0.1","0.04",,"0.55","2.54","33.38","16.7","0.33",,"0.21","0.69","0.01",,,,"-1.61","1.67","4.06","9.51","81.3","56.19",,,,,,"0.1",,"-1.39",,,,,,"0.04","0.15",,,"0.01",,"0.3","0.21",,"-31.18","-31.18","25.19","27.7",,"27.7",,,,,,,,,"-2.51","32.55",,"0.22","5.33","0.86","0.96","1.97",,,"3.06","3.3","10.26",,,,,"4.76","1.82",,"90.64","90.64",,"90.64",,"96.74",,"2.26",,,,,"30.29","3.5","62.46",,,,,"-1.76",,,,"0.48",,,"2.71",,"0.14",,,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"365.3","252.15",
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central African Republic",,"486.73","278.15","1.13","207.45","0.18","1.55","0.12","7.25","17.59","0.1","1.49","2.6","37.98","37.67","0.01",,,"5.41","5.27","18.17","0.53","3.19","11.86",,"10.1",,"0.07",,,"1.62","9.22","10.35","27.93","68.07","122.46",,,,,,"0",,"0.66",,,,,,"0",,,,,,"0.43","0.04",,"5.42","5.42","13.45","13.45",,"13.45",,,,,,,,,,"29.2",,"0.13","0.62","0.15","0.9","4.36",,,"1.78",,"11.42",,"3.86",,,"2.45","3.53",,"26.6","26.6",,"26.6",,"10.31",,,,,,,"2.49","2.05","5.78",,,,,,,,,,,,"0.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"212.69","151.78",
"Chad",,"606.41","226.45","0.89","379.07","1.78","0.03","0.08","0.33","5.37",,,"2.11","77.61","15.14","0.01",,,"1.2","0.79","11.53","0.04","0.11",,,"0.74",,,,,"0.31","6.78","25.3",,"78.96","170.86",,,,,,"0",,"-1.37",,,,,,"0",,,,,,"0.48","2.02",,"56.23","56.23","25.58","27.89",,"27.89",,,,,,,,,"-2.31","38.52",,"0.08","7.7","0.16","0.64","3.47",,,"2.74",,"19.41",,"0.06",,,"2.41","1.84",,"71.63","71.63",,"71.63",,"16.26",,"-1.41",,,,,"6.26","3.66","9.34",,,,,"-1.6",,,,,,,"1.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"189.4","104.48",
"Chile",,"54.33","32.54","0.33","21.46","3.55","0.98","0.27","0.27","0.42","0.01","2.55","0.21","6.67","7.35","0.02","0.01",,,"0.41","2.72","0.1","0.09",,"0.3",,"0","0.1",,,"0.87","0.1","0.43","7.11","1.54","6.52",,,,,,"0.21",,,,,,,,"0.02",,,,"0.04",,"0.04","0.01",,,,"2.91",,,,,,"2.91","2.91",,,,,,"2.89",,"0.31",,"0.9","0.01","0.75",,,"0.27",,"0.66",,,,,,,,,,,,,"9.14","1.91",,,,,"0.54",,"6.68",,,,,,,,,,,,,"0.75",,,,,,,,,,,,,,,,,,,,,,"2.8",,,,,,,,,,,,"26.22","26.04",
"China (People's Republic of)",,"-306.29","-51.84","15.58","-270.03","18.81","7.5","6.84","-2.69","-10.4","0.08","0.42","2.32","68.56","545.12","0.04","1.54",,,"-15.87","-742.78","-7.35","0.41","0.38","0.62","11.44","-16.74","4.02","0.08","0.01","-23.44","2.81","13.62","68.21","33.42","91.35",,,,,,"1.9",,"-13.11","0.02",,"0.03",,,"0.13",,,,"0.14",,"0.44","0.05",,,,"17.32",,,,"17.32","17.32",,,,,,,,"10.63",,"0.87","-12.02","2.01","1.32","2.18",,,"3.7",,"7.97",,,,,,"4.61",,"-483.28","-483.28",,"-483.28",,"93.95",,,,,,,,"54.63","-0.01","0.46",,"37.48","0.11","1.27",,,,"0.33",,,"14.98",,,,,"0.1",,,,,,,,,,,"0.34",,,,"1.68",,"1.39",,,,,,,,,,,,"-53.76","642.09",
"Chinese Taipei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colombia",,"1355.92","1287.6","0.75","67.57","6.07","0.33","0.92","2.24","38.44","0.07","0.37","1.23","459.2","238.8","0.02","0.08",,"0.79","2.87","7.69","15.12","0.91","3.33","0.96","16.35","0.04","0.07",,,"-1.09","26.13","29.64","61.59","381.49","39.06",,,,,,"0.27",,,,,,,,"0.02",,,,"0.02",,"0.34","0.11",,,,"2.19",,,,,,"2.19","2.19",,,,,,"5.2",,"0.29","-1.16","0.79","0.17","2.05",,,"1.06",,"1.01",,"0.11",,,"0.87",,,,,,,,"21.12","3.05",,,,,"1.58",,"14.34","7.08","0.36","0.07",,"-0.03","-5.33",,,,,,,"5.07",,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1190.08","797.58",
"Comoros",,"65.78","26.28","1.84","37.65","0.01","0.1",,"0",,,,"0","19.5",,,,,"0.11","0.02","4.36","0.17",,,"0.95",,,,,,,,,"0.01","1.06","10.97",,,,,,,,,,,,,,,,,,"0.01",,"0.98","0.85",,"-0.36","-0.36","8.82","10.2",,"10.2",,,,,,,,,"-1.38","5.32",,,"-0.1","0.1",,"1.22",,,"0.92",,"1.36",,"0.76",,,,"1.07",,"7.74","7.74",,"7.74",,"5.16",,,"0.8",,,,"0.72","2.71","0.54",,,,,"0.39",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.95","19.64",
"Congo",,"88.8","34.1","1.78","52.92","0.68","0.1","0.02","0.08","0.32",,,"0.02","25.86","0.49","0.23","0",,"1.92","0.88","0.94","0.11",,,,"0.24","0","0",,,"0.05","0","0.27",,"2.54","19.28",,,,,,"0.01",,,,,,,,"0.02","1.21",,,"0.02",,"0.14","0.38",,"-5.41","-5.41","4.12","4.12","0.04","4.08",,,,,,,,,,"14.5",,,"1.8","0.13","0.65","1.3",,,"1.71","3.93","2.32",,,,,"1.22","1.45",,"10.28","10.28",,"10.28",,"10.16",,"1.8",,,,,"2.21","1.4","1.36",,,,,"3.39",,,,"0.44",,,"0.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.04","29.57",
"Cook Islands",,"25.64","20.54","0.01","5.1",,"3.15",,,,,,,"-0.07",,,,,,,"1.23","0.21",,,"16.01",,,,,,,,,,,"3.02",,,,,,,,,,,,,,,,,,"0.01",,,,,,,"-0.87",,,,"-0.87","-0.87",,,,,,,,"0.34",,,,,,,,,,,,,,,,,"0.34",,,,,,,"2.62","1.38",,,,,,,"1.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.16","-0.07",
"Costa Rica",,"111.3","82.17","0.18","28.94","0.07","0.6","0.13",,"0.61","0.01",,"0","4.94","17.52",,"0",,,"0.02","49.68","0.59",,,,"0.13","0","0.01",,,"-2.39","0.07","0.06","1.68","8.52","19.13",,,,,,"0.12",,,,,,,,,,,,"0.05",,,"0.01",,,,"0.58",,,,,,"0.58","0.58",,,,,,"4.1",,"0.34",,"0.74","0","0.39",,,"0.51","1.02","1.09",,,,,,,,,,,,,"5.13",,,,,,,,"4.2","0.93",,,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.97","21.99",
"Cote d'Ivoire",,"651.67","144.05","-1.46","509.08","1.63","0.19","0.04","0.35","3.59",,,"0.47","22.19","15.85","0.01","0",,"0.01","1.29","22.03","3.54","0.06",,,"1.08",,"0.02",,,"-0.3","0.8","2.5","1.07","69.29","57.57",,,,,"0.01","0.02",,"-0.77",,,,,,"0.02",,,,"0.02",,"0.18","0.45",,"81.9","81.9","24.39","24.82",,"24.82",,,,,,,,,"-0.43","35.57",,"0.26","5.86","0.67","1.06","2.23",,,"3.75","6.52","9.93",,"3.62",,,"0.15","1.54",,"245.51","245.51",,"245.51",,"64.14",,"7.23",,,,,"16.38","3.19","34.07",,,,,"3.27",,,,,,,"1.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"135.31","41.83",
"Croatia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuba",,"557.96","166.84","361.55","29.57","0",,"0.11","3.04","1.76","0.18",,"0.01","2.67","2.14","0.01","0",,,"0.72","4.96","0.48","0.18","0.17",,"3.45","0.02","0.05","0.02",,"125.63","-0.01","11.32","2.03","7.9","14.81",,,,,,,,"4.02",,,,,,"0.02","351.97",,,"0.02",,"0.25","0.05",,,,,,,,,,,,,,,,,"2.55",,"0.57",,"0.01",,"0.42",,,"0.71",,"0.84",,,,,,,,,,,,,"12.21",,,,,,,"1.76","2.39","6.76",,,,,"1.3",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.18","136.97",
"Cyprus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Democratic People's Republic of Korea",,"131.43","32.11","61.74","37.58","0.01","4.51","0.03","0","2.14","0.01",,"0.68","1.32","3.41",,,,"0.72","0.45",,,,,,"1.86","0.04",,,,,"3.98","9.83","1.13","2","8.54",,,,,,,,"1.83",,,,,,"0.04","59.77",,,,,"0.09",,,,,,,,,,,,,,,,,,"8.76",,,"-0.13",,,"1.66",,,"1.26",,"3.48",,,,,"0.64","1.84",,,,,,,"20.29",,,,,,,"9.66",,"10.63",,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.46","11.77",
"Democratic Republic of the Congo",,"2599.04","1410.29","-0.54","1189.29","17.46","0.52","0.38","89.45","34.88","0","0","3.76","25.52","87.02","0.6","0",,"5.46","8.39","43.83","9.71","3.19","7.09",,"24.35","0.01",,,,"4.14","53.43","21.29","218.06","769.23","195.49",,,,,,"0",,"-0.72",,,,,,,,,,,,"0.17","0.01",,"-38.42","-38.42","214.12","214.12","109.74","104.38",,,,,,,,,,"122.99",,"0.23","8.26","0.31","1.64","14.77",,,"9.27","12.62","59.74",,"5.77",,,"5.73","4.65",,"347.32","347.32",,"347.32",,"347.79",,"3.23",,,,"0.65","154.42","4.41","185.59",,,,,"-0.5",,,,"2.05",,,"12.38",,"3.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1186.92","506.49",
"Djibouti",,"173.39","87.74","31.76","53.9","0.16","0.03",,,"0.78","0.02",,"0.01","56.29","1.43","0",,,"0.11","4.26","17.84","0.08",,,,"0.25",,,,,,"0.8","0.14","0.03","5.65","9.48",,,,,,"0",,"11.37",,,,,,,,,,,,"3.94","12.61",,"-1.49","-1.49","7.66","2.24",,"2.24",,,,,,,,,"5.42","6.66",,,"1.02","0.12","0.43","0.77",,,"1.03",,"1.25",,,,,"0.79","1.25",,"6.48","6.48",,"6.48",,"25.1",,,"21.42",,,,"1.55","3.76","-0.43",,,,,"-1.2",,,,,,,"0.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86.29","62.95",
"Dominica",,"11.71","1.74","-0.55","10.51",,"0.06",,,"0.24",,,,"-0.23","0.03",,,,,,"0.46","0.18",,,"0.01",,,,,,"0.12","0.1",,"0.75","0.02","2.32",,,,,,"0.01",,"-0.57",,,,,,"0",,,,"0.01",,,"0.01",,"6.54","6.54","-0.51",,,,,,,,,"-0.51",,,,"-0.12",,,"-0.2","0.07",,"0",,,,,,,,,,,,,"0.71","0.71",,"0.71",,"1.58",,,,,,"0.29",,"1.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.27","0.77",
"Dominican Republic",,"279.96","241.4","0.1","38.46","0.38","0.1","0.04","0.29","0.54",,"0.02","0.36","199.06","-0.35",,,,"0.08","0.04","1.53","15.84","0",,,"0.17","0",,,,"0.8","0.02","0.02","2.23","20.6","32.18",,,,,,"0.1",,,,,,,,"0",,,,,,,,,,,"-14.05",,,,,,"-14.05","-14.05",,,,,,"3.77",,"0.08","-0.81","0.38","0.4","0.62",,,"0.88","1.27","0.94",,,,,,,,,,,,,"16.55",,,,,,,,"0.83","7.04",,,,"-0.36","9.05",,,,"0.03",,,,,"0.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"223.65","202.6",
"East African Community",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador",,"318.16","158.58","0.2","159.38","0.62","0.27","2.45","12.53","0.43","0.01",,"0.16","82.03","30.49",,"0.32",,,"3.17","3.36","11.63","0.17",,"0.1","1.87","0",,"0.02",,"-8.05","0.2","2.26","0.48","14.67","157.06",,,,,,"0.08",,,,,,,,"0.01",,,,,,"0.05","0.05",,,,"-20.11",,,,,,"-20.11","-20.11",,,,,,"10.72",,"0.38","-1.28","0.64","0.02","0.55",,,"0.71","8.37","1.12",,,,,"0.21",,,,,,,,"11.72","2.1",,,,,,,"6.17","3.46",,,,,,,,,,,,"0.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134.63","123.99",
"Egypt",,"2524.53","107.49","2294.68","122.35","0.8","1.53","3.54","-0.74","13.99","0.07","-2.68","1.95","82.84","140.75","0.49","0.04",,"0.09","13.22","-41.6","1.75","0.14","0.78","0.03","4.41","0.06","0.11",,"0.05","-2.83","5.73","19.74","18.53","-154.5","147.54",,,,,,,,"16.33","0.01",,,"0.01",,"0.19","0.78",,,"0.03",,"-199.92","2452.16",,,,"-5.6","-4.61","1.88","-6.5",,,,,,,,,"-0.99","24.71",,"0.58","4.05","1.24","0.15","1.71",,,"2.04","6.64","3.93",,,,,"1","3.38",,"-58.81","-58.81",,"-58.81",,"14.53","2.29",,"-29.08",,,"27.58",,"5.09","0.27",,,,,"8.38",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,"0.79",,,,,,,,,,,,"73.23","262.14",
"El Salvador",,"89.7","82.33","0.24","7.14","1.03","0.33","0.43","1.7","1.59",,,"0.11","2.95","5.32","0.01",,,"0.09","3.27","-2.09","3.62","3.61",,,"1.18","0.01",,,,"8.79","1.09","2.12","0.73","47.47","16.39",,,,,,"0.07",,,,,,,,,,,,"0.17",,,,,,,"-20.38",,,,,,"-20.38","-20.38",,,,,,"0.69",,"0.05","-2.74","0.61","0.14","0.34",,,"0.99",,"1.08",,,,,"0.22",,,,,,,,"10.44",,,,,,,,"0.59","8.12",,,,,"1.72",,,,,,,"1.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59.23","28.1",
"Equatorial Guinea",,"7.49","5.01",,"2.48","0.02","0.03","0.02",,"0.1",,,,"2.24","0.01",,,,,"0.13","0.02","0.03",,,,,"0","0.07",,,"2.17",,,,"0.19",,,,,,,,,,,,,,,,,,,,,,,,,,"-1.31","-1.31",,"-1.31",,,,,,,,,,"3.83",,,"-0.07","0.15","0.08","0.51",,,"0.97",,"1.07",,,,,,"1.11",,"-0.65","-0.65",,"-0.65",,"0.61",,"-0.17",,,,,,"0.92","-0.14",,,,,,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.69","4.64",
"Eritrea",,"93.92","11.51","34.37","48.05","0.09","0.03",,,"1.18",,,"2.65","0.15","0.6",,"0",,"0.77","0.67","2.74",,,,,"1.37",,,,,,"0.03","0.76","0.46","0.08","13.63",,,,,,"0",,"-1.53",,,,,,,,,,"0.08",,,"36.01",,,,"1","1",,"1",,,,,,,,,,"16.3",,"0.1","3.8","0.3","0.09","5.95",,,"1.43",,"2.96",,,,,,"1.66",,,,,,,"17.11","2.12","-0.08",,,,,"2.72","1.31","11.1",,,,,"-0.06",,,,,,,"0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.89","5.34",
"Eswatini",,"92.63","39.04","-1.22","54.81","-0.11","0.8","0.06","0","0.27",,,"0.49","0.1","-0.62",,,,"0.18","0.02","-0.73","0.72","0.22",,"0.04","0.63",,"0.09",,,,"0.25","0.55","0.26","35.71","33.46",,,,,,"0",,"-1.27",,,,,,,,,,"0.02",,"0.02",,,,,"-1.9","-1.9","0.24","-2.14",,,,,,,,,,"5.48",,,"-0.37","0.45","1.02","0.61",,,"0.89",,"1.21",,,,,"0.32","1.33",,,,,,,"17.77",,"0.14",,,,,,"1.48","11.8",,,,,"4.35",,,,,,,"-0.19",,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.01","1.06",
