Recipient,"FakeColumn","Donor(s)","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Europe, Total","","4051.32","2440.18","129.16","1481.98",,"0.35","119.93","12.61","58.69","17","22.03","14.49","271.65","259.68","86.85","17.33","0.26","4.88","27.91","112.96","3.27","9.63","136.4",,"126.94","29.72","17.83","5.49",,"49.53","150.46","126.54","130.62","627.13","1090.29",,,,"0.04","0.31","13.22",,"-1.32","0.45",,"0.21",,,,,,,,,"96.59","19.66",,"-5.35","-5.35","45.04",,,,,,,,,,,"37.33","7.71","94.59",,,"9.03",,"1.31","12",,,"2.99","23.42","9.48",,,,"35.09","1.27",,,"202.62","202.62",,"202.62",,"54.79",,,,,,,,"16.14","25.69",,,"11.3",,"1.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1488.64","1384.04",
"Oceania, Total","","1140.66","974.42","1.21","165.03",,"483.38","0.93","0.03","3.74",,,"0.25","109.6","3.07","0.31",,,"0.03",,"93.69","0.52",,"7.36","103.81","0.48",,,,,,"0.26","0.17","7.56","159.23","85.01",,,,,,"0.05",,"-0.43",,,,,,,,,,,,"1.59",,,,,,,,,,,,,,,,,,"59.54",,,"-0.76",,"0.57","4.91",,,"2.51","0.18","4.72",,,,"47.41",,,,"8.57","8.57",,"8.57",,"11.91",,,,,,,,"3.74","8.5",,,,,"-0.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"376.89","129.4",
"Melanesia, Total","","571.56","489.85","-0.39","82.1",,"416.28","0.93","0.01","1.66",,,"0.03","4.54","2.46",,,,"0.03",,"24.79","0.06",,"7.36","28.41","0.47",,,,,,"0.14","0.17",,"2.51","60.75",,,,,,"0.04",,"-0.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.51",,,"-0.46",,"0.49","4.22",,,"2.51","0.18","4.72",,,,"5.85",,,,"-3.85","-3.85",,"-3.85",,"7.69",,,,,,,,"1.8","5.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.96","15.5",
"Micronesia, Total","","220.65","214","0.01","6.64",,"17.84",,,"0.2",,,,"0.01","0.08","0.09",,,,,"40.55","0.25",,,"2.54","0.01",,,,,,,,,"152.43","4.2",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.46",,,,,,,,,,,,,,,"1.46",,,,,,,,,"0.98",,,,,,,,"0.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"193.27","0.18",
"Polynesia, Total","","201.5","175.43",,"26.07",,"27.41",,,"1.06",,,,"71.53","-1.04","0.04",,,,,"25.07","0.21",,,"49.57",,,,,,,,,,"1.58","9.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.72",,,"-0.3",,"0.08","0.69",,,,,,,,,"3.25",,,,"12.42","12.42",,"12.42",,"0.48",,,,,,,,"0.81",,,,,,"-0.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98.2","70.53",
"LDCs, Total","","25552.25","15910.49","160.12","9481.64",,"317.16","111.74","349.45","713.7","5.13","553.21","137.92","995.33","1028.33","23.56","20.35","8.45","288.19","290.69","1271.58","111.63","65.91","1065.21","51.82","710.13","0.93","111.33","21.86",,"377.5","638.57","244.53","1749.46","4646.82","2886.37",,,,"0.45","0.11","25.1",,"18.8",,,"0.06",,,,,,,,,"32.03","83.57",,"-46.82","-46.82","959.23","855.17","153.11","702.06",,,,,,,,,"104.06","1095.9",,,"116.61",,"13.15","225.53",,,"83.21","45.94","253.91",,,,"135.03","222.52",,,"3825.76","3825.76",,"3825.76",,"761.2",,"41.6",,,,,,"60.62","602.96",,,,"42.67","13.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10695.91","7834.67",
"Other LICs, Total","","460.39","226.52","5.76","228.11",,"5.41","0.55","3.69","15.11","0.08","8.33","1.86","3.27","18.7","0.46",,,"5.48","1.85","4.09","0.16","0.67","14.25","1.46","18.83","0.04",,,,"0.77","20.58","5.84","45.48","49.56","59.71",,,,,,"0.03",,"5.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158.4",,,"4.57",,"0.28","5.69",,,"3.23","0.55","4.67",,,,"5.55","133.86",,,,,,,,"10",,"1.36",,,,,,"0.86","8.2",,,,,"-0.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138.06","126.06",
"LMICs, Total","","28154.58","21133.02","811.88","6209.68",,"605.03","123.21","285.57","581.2","20.51","342.45","88.27","3247.76","2523.42","29.33","8.16","1.26","61.38","770.59","3141.39","133.24","62.58","981.36","55.94","407.88","15.33","50.41","2.38",,"661","406.45","303.75","3296.18","2926.99","2126.19",,,,"0.59","1.29","40.23",,"170.07","0.65",,"0.31",,,,,,,,,"283.79","314.95",,"-230.87","-230.87","172.68","133.58","13.1","120.48",,,,,,,,"14.19","24.91","888.8",,,"59.41",,"9.42","107.3",,,"72.03","32.05","134.88",,,"298.69","97.95","77.07",,,"2870.26","2870.26",,"2870.26",,"382.62",,"8.81",,,,,,"81.98","224.79",,,"11.68","18.98","36.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16487.53","12976.34",
"UMICs, Total","","31448.57","28675.08","273.66","2499.83",,"127.3","927.74","343.86","577.95","22.45","90.28","202.85","1360.13","2790.81","95.25","10.74","2.68","28.12","1003.39","4690.39","191.24","24.18","412.7","41.21","190.31","30.64","23.03","7.19",,"467.27","198.81","329.58","1669.63","12815.35","1652.68",,,,"0.1","0.33","13.16",,"59.12","0.28",,"0.13",,,,,,,,,"161.98","38.56",,"14.51","14.51","49.86","-0.92",,"-0.92",,,,,,"23.97",,"15.15","11.66","354.8",,,"18.07",,"8.59","44.82",,,"30.11","32.86","57.48",,,"51.42","81.1","30.35",,,"99.7","99.7",,"99.7",,"328.28",,"-1.52",,,,,,"140.12","148.21",,,"31.91","1.29","8.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24907.65","9709.07",
"MADCTs, Total","","591.11","412.61","30.52","147.98",,"2.33","5.26","2.54","14.7","0.33","0.37","-4.82","236.3","44.83","0.42",,,"0.17","-5.58","26.91","1.2","1.07","1.19","5.19","31.27","0.04","0.11",,,"6.88","8.44","1.9","10.06","21.5","70.25",,,,"0.02",,"0.82",,"-36.18","0",,,,,,,,,,,"13.54","52.32",,,,"0.89","-0.57",,"-0.57",,,,,,"1.29",,"0.78","-0.61","15.08",,,,,"0.43","2.77",,,"0.82","2.54","1.52",,,,"7",,,,"-0.73","-0.73",,"-0.73",,"62.49",,"2.77",,,,,,"7.99","11.1",,,"39.27",,"1.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"348.72","307.61",
"Part I Unallocated by income","","21245.41","16755.25","1509.29","2980.87",,"391.77","63.48","323.1","930.17","15.92","362.84","170.66","1396.4","1040.7","57.45","0.33","7.75","98.93","208.6","1250.72","25.88","32.59","1208","68.16","681.69","0.98","33.42",,"14.23","349.53","983.05","519.43","1397.65","5121.82","1891.33",,,,"3.2","0.17","0.31",,,,,"0.76",,,,,"979.72","465",,,"41.13","19",,,,"53.6","30.99",,"30.99",,,,,,"2.53",,"19.58","0.5","828.67",,,,,"91.04","12.74",,,"11.8","110.8","258.3",,,,"253.27","90.72",,,"11.85","11.85",,"11.85",,"195.42",,"0.9",,,,,,"183.54","10.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11346.06","7757.86",
"WorldBank Low income countries","","17796.3","10848.44","162.25","6785.61",,"41.37","98.72","281.88","424.95","4.32","269.62","90.49","633.9","622.95","25.54","10.1","8.45","196.65","256.46","632.98","38.57","43.69","762.45","19.56","499.14","0.72","43.92","21.84",,"246.46","440.65","159.92","1035.3","3937.84","2230.37",,,,"0.45","0.11","24.5",,"28.67",,,"0.06",,,,,,,,,"36.45","72.01",,"-41.69","-41.69","732.65","645.83","125.73","520.1",,,,,,,,,"86.82","750.82",,,"64.69",,"7.45","145.27",,,"48.59","35.62","184.36",,,"27.71","78.29","158.84",,,"2643.8","2643.8",,"2643.8",,"469.66",,"39.7",,,,,,"37.13","354.94",,,,"25.51","12.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7544.38","5085.66",
"WorldBank Lower-middle income countries","","35233.93","25722.16","687.17","8824.6",,"895.21","121.83","366.77","866.61","19.46","629.34","138.36","3841.43","2861.75","21.23","18.36","1.26","157.34","802.26","3723.99","204.46","84.98","1246.44","77.03","603.94","14.68","117.82","2.4",,"746.77","597.24","376.26","4039.88","3145.06","2738.22",,,,"0.55","0.87","18.51",,"124.24","0.36",,"0.13",,,,,,,,,"272.59","269.92",,"-203.92","-203.92","395.11","342.92","40.48","302.44",,,,,,"2.85",,"11.94","37.4","1287.74",,,"110.83",,"14.7","188.94",,,"109.13","44.2","208.19",,,"178.73","160.09","272.93",,,"3947.34","3947.34",,"3947.34",,"660.11",,"12.07",,,,,,"101.88","465.25",,,"8.78","36.14","35.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19280.98","15828.34",
"WorldBank Upper-middle income countries","","32336.19","29156.94","401.04","2778.21",,"108.57","942.54","333.4","591.16","24.36","95.31","201.68","1052.98","2874.58","101.68","10.79","2.68","29.09","1007.57","4730.03","192.58","24.45","464.57","19.28","223.66","31.54","22.93","7.19",,"518.73","226.44","347.42","1637.81","13333.92","1731.99",,,,"0.14","0.75","35.1",,"100.26","0.57",,"0.31",,,,,,,,,"168.76","95.15",,"-17.57","-17.57","54.26","-0.92",,"-0.92",,,,,,"21.37",,"17.4","16.41","454.19",,,"23.14",,"9.17","48.6",,,"30.04","31.19","57.49",,,"143.67","78.86","32.03",,,"204.58","204.58",,"204.58",,"350.76",,"-1.52",,,,,,"143","163.97",,,"34.81","1.29","9.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25228.05","9607.64",
"WorldBank High income countries","","419.62","238.89","31.08","149.65",,"8.42","5.27","2.54","14.51","0.33","0.37","-4.82","34.57","44.83","0.51",,,"0.17","-5.58","42.73","1.46","1.07","1.19","0.92","31.27","0.04","0.11",,,"6.88","8.44","1.9","7.33","34.43","70.52",,,,"0.02",,"0.83",,"-35.63","0",,,,,,,,,,,"13.54","52.32",,,,"1.62",,,,,,,,,"1.45",,"0.78","-0.61","15.29",,,,,"0.43","2.77",,,"0.82","2.54","1.52",,,,"7.21",,,,"-0.73","-0.73",,"-0.73",,"62.95",,"2.77",,,,,,"8.45","11.1",,,"39.27",,"1.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.82","103.25",
"Countries not classified by the World Bank","","420.86","391.29","0.4","29.17",,"3.66","0.14","0.52","5.43","0.03",,"0.37","279.91","1.98","0.06",,,"0.09","0.23","4.63","0.4","0.22","0.06","38.83","0.41",,"0.1",,,"-5.42","0.08","0.1","50.49","8.97","24.1",,,,,,"0.4",,,,,,,,,,,,,,,,,,,"-0.98","-0.57",,"-0.57",,,,,,"-0.41",,,,"4.94",,,,,"0.12","0.53",,,"0.82","0.39","0.9",,,,"2.18",,,,,,,,,"1.11",,,,,,,,"1.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"351.64","328.86",
"HIPCs, Total","","26700.91","17274.97","169.7","9256.24",,"38.27","126.85","387.94","801.13","4.84","575.44","128.36","2024.04","1235.91","24.33","9.64","8.58","266.7","446.79","1159.75","38.64","67.18","1114.39","22.34","636.79","0.76","55.96","21.84",,"751.56","687.92","261.82","1561.39","4815.81","2891.16",,,,"0.44","0.11","25.47",,"34.37",,,"0.06",,,,,,,,,"31.85","77.4",,"-198.07","-198.07","1042.12","952.39","166.21","786.18",,,,,,"8.57",,,"81.16","926.26",,,"104.42",,"12.11","184.88",,,"70.04","42.97","222.56",,,,"104.4","184.88",,,"3829.17","3829.17",,"3829.17",,"765.6",,"49.14",,,,,,"58.07","574.03",,,,"50.84","33.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12044.82","9491.84",
"Land-Locked countries, Total","","14774.82","9350.21","328.72","5095.89",,"40.14","57.29","136.22","395.68","10.14","296.26","61.31","452.89","820.64","29.52","0.83","6.73","158.57","136.14","817.41","42.91","47.59","629.72","19.25","365.65","8.93","6.42","6.32",,"129.72","373.09","191.47","836.24","3273.13","1644.33",,,,"0.04","0.23","32.41",,"29.33","0.2",,"0.13",,,,,,,,,"210.2","56.18",,"-87.17","-87.17","466.87","407.44","25.67","381.77",,,,,,,,"12.98","46.45","685.7",,,"64.81",,"8.36","112.04",,,"44.48","28.01","132.7",,,,"74.43","220.87",,,"1918.88","1918.88",,"1918.88",,"467.28",,"23.06",,,,,,"47.72","333.83",,,,"34.54","28.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6732.13","4197.84",
"Small island states, Total","","2388.16","1787.85","27.42","572.89",,"500.57","4.03","13.1","152.36","0.24","2.33","2.51","65.46","18.91","0.47",,,"7.5","-5.67","179.99","5.57","17.94","53.76","69.36","19.61",,"105.29",,,"54.2","6.03","13.12","94.61","406.56","263.8",,,,"0.09",,"0.43",,"22.56",,,,,,,,,,,,"1.56","2.78",,"21.85","21.85","34.83","8.72",,"8.72",,,,,,"25.26",,,"0.85","106.02",,,"2.86",,"2.63","23.9",,,"10.37","0.62","18.96",,,,"34.97","11.71",,,"74.86","74.86",,"74.86",,"71.53",,"3.82",,,,,,"11.54","48",,,,"1.61","6.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"912.22","440.71",
"Fragile states, Total","","59077","47550.76","400.05","11126.19",,"535.83","969.03","762.56","1268.88","18.4","606.34","321.53","4029.39","4591.3","40.82","20.77","7.47","308.13","1945.41","4982.64","279.31","72.99","1506.09","56.81","887.18","2.27","69.17","23.71",,"876.76","806.6","511.38","5273.52","16776.47","3518.91",,,,"0.8","0.55","28.78",,"36.49","0.13",,"0.13",,,,,,,,,"199.65","133.52",,"-130.58","-130.58","916.83","794.11","138.94","655.17",,,,,,,,"1.42","121.3","1592.48",,,"114.54",,"16.13","250.51",,,"102.7","66.11","300.81",,,"206.44","161.19","374.05",,,"4401.82","4401.82",,"4401.82",,"826.73",,"45.32",,,,,,"74.33","639.52",,,"1.01","29.86","36.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38867.61","22244.79",
"Afghanistan","","2815.1","2185.03","48.66","581.41",,"15.85","7.68","5.08","89.47","1.96","23.64","14.57","17.71","99.23","17.28","0.07","2.91","3.13","27.39","71.05","8.89","1.46","79.09","9.22","59.95","0.33","5.55","4.41",,"19","44.22","17.67","219.92","1318.3","256.62",,,,,"0.08",,,"0.23",,,"0.06",,,,,,,,,"28.56","19.73",,,,"0.02",,,,,,,,,,,,"0.02","41.27",,,,,,"7.08",,,"3.17","9.12","17.09",,,,"4.81",,,,"282.08","282.08",,"282.08",,"1.42",,,,,,,,"0.33","1.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1843.07","591.72",
"Albania","","315.08","180.17","7.25","127.66",,,"4.18","0.51","0.61","0.5","0.35","0.71","7.29","30.46","24.12",,,"0.7","8.64","17.63","0.1","1.47","9.12",,"6.51","0.19",,"1.27",,"7.84","8.59","9.57","3.78","36.03","77.75",,,,,,,,"-0.67","0",,"0.01",,,,,,,,,"6.98","0.93",,"2.71","2.71","9.33",,,,,,,,,,,"1.61","7.72","7.65",,,"2.36",,"0.08","1.46",,,"0.31","0.38","1.06",,,,"0.73","1.27",,,"29.57","29.57",,"29.57",,"0.65",,,,,,,,"1.26",,,,,,"-0.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104.44","109.72",
"Algeria","","347.38","266.77","11.31","69.3",,,"0.88","14.51","1.9","0.2","-0.06","0.68","231.83","2.56","0.02",,,,"9.51","1.86","0.34","0.02","0.1",,"0.74","0.02","0.01",,,"-4.02","2.24","2.38",,"1.05","56.95",,,,,,,,"2.13",,,,,,,,,,,,"1.05","8.13",,,,"-0.98",,,,,,,,,,,,"-0.98","11.56",,,"1",,"0.09","0.99",,,"0.63","1.81","1.09",,,,"2.26","3.69",,,,,,,,"1.77",,,,,,,,"0.77","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"248.71","258.5",
"Angola","","414.68","248.23","-1.01","167.46",,,"1.74","2.51","4.04","0.33","4.22","2.91","9.93","12.24","0.37",,,"3.55","11.55","26.3","0.02",,"12.8",,"20.91","0.18","20.93","0.02",,"16.13","11.15","5.11","14.05","67.24","70.29",,,,,,"0.07",,"-1.1",,,,,,,,,,,,,"0.02",,,,"0.47","0.47",,"0.47",,,,,,,,,,"34.73",,,"3.1",,"0.43","5.85",,,"1.45","4.26","7.81",,,,"2.75","9.08",,,"31.04","31.04",,"31.04",,"30.93",,,,,,,,"0.11","30.73",,,,,"0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145.35","124.61",
"Anguilla","","4.01","4.3",,"-0.29",,,,,"1.57",,,,,,,,,,,,,,,,,,,,,,,,"2.73",,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.29",,,,,,,,,"-0.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.3","2.73",
"Antigua and Barbuda","","8.06","7.02","0.56","0.48",,"0.01","0.01",,"1.58",,,,"0.03",,"0.04",,,,,"5.42","0.1",,,,,,,,,,,,,"-0.17","0.31",,,,,,"0.01",,"0.55",,,,,,,,,,,,,,,,,"-0.13",,,,,,,,,"-0.13",,,,"0.03",,,,,,,,,,,,,,,"0.03",,,,,,,,,"0.27",,,,,,,,"0.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.86","0.08",
"Argentina","","93.87","78.08","-0.65","16.44",,,"0.12","0.4","3.54","0.09",,"0.23","12.33","13","0.32",,,"0.17","21.57","10.97","0.18","0.1","0.31","0.29",,"0.06","0.03",,,"12.33","0.39","0.29",,"1.36","6.03",,,,,,"1.44",,"-2.23",,,,,,,,,,,,,"0.14",,,,,,,,,,,,,,,,,"5.25",,,,,"0.45","0.56",,,"0.45","0.78","0.64",,,,"2.37",,,,,,,,,"5.16",,,,,,,,"1.4","3.19",,,"0.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.77","61.45",
"Armenia","","172.62","127.03","0.26","45.33",,,"1.73","0.29","0.97","0.5","0.16","0.07","3.81","29.98","1.98",,,"0.2","1.24","5.37","0.06","0.08","11.64",,"5.18","0.1",,,,"0.39","1.57","2.23","6.22","53.26","23.42",,,,"0.02","0.03","0.16",,,"0.01",,"0.02",,,,,,,,,"0.02",,,"-22.61","-22.61","0.16",,,,,,,,,,,"0.16",,"8.12",,,"2.1",,"0.33","1.32",,,"0.48","0.76","0.79",,,,"1.38","0.96",,,"31.38","31.38",,"31.38",,"4.86",,,,,,,,"2.28","2.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.85","59.96",
"Aruba","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azerbaijan","","210.4","95.63","29","85.77",,,"0.86","0.07","1.35","0.04",,"0.17","2.22","19.11","0.64",,,"0.02","1.24","8.25","0.13","0.02","5.47",,"6.36","0.03",,,,"0.07","1.16","5.58","0.04","42.8","26.02",,,,,"0.03","0.86",,"-0.54","0",,"0.03",,,,,,,,,"28.62","0",,"-5.18","-5.18","5.37",,,,,,,,,,,"2.44","2.93","12.73",,,"3.29",,"0.07","2.91",,,"0.64","1.29","1.21",,,,"1.43","1.89",,,"45.63","45.63",,"45.63",,"1.2",,,,,,,,"0.23","0.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75.01","31.16",
"Bahamas","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahrain","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bangladesh","","1251.62","580.35","3.43","667.84",,"15.09","2.75","-0.32","50.75","0.01","50.36","0.98","-1.79","46.07","0.03",,,"1.58","1.87","-1.01","31.94","0.3","60.68","0.92","32.91","0.01",,,,"0.21","23.89","10.7","203.27","49.15","78.31",,,,,,,,"3.25",,,,,,,,,,,,"0.07","0.11",,"99.37","99.37","12.95",,,,,,,,,,,,"12.95","69.53",,,"8.54",,"0.4","16",,,"4.71","0.08","11.55",,,,"10.07","18.18",,,"397.83","397.83",,"397.83",,"9.85",,,,,,,,"1.8","9.42",,,,"2.62","-3.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"348.31","389.9",
"Barbados","","-0.63","6.05","0.02","-6.7",,"0.02",,,"1.22",,,,"0.17","0.01",,,,,,"0.62","0.05",,"0.01","0.02",,,,,,"0.03",,,"2.44","1.46","-7.1",,,,,,"0.02",,,,,,,,,,,,,,,,,,,"-0.18",,,,,,,,,"-0.18",,,,"0.58",,,,,"0.05","0.26",,,,,,,,,"0.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.92","2.66",
"Belarus","","58.01","39.03","5.54","13.44",,,"1.89","0.01","0.22","1.19","0.79","0.01","3.76","13.92","0.26",,,"0.03","0.05","0.41","0.03","0.07","0.23",,,"3.98",,"0.08",,"1.76","5.67","2.75","0.11","1.81","6.39",,,,"0.01",,"2.39",,"0.01","0.01",,"0.08",,,,,,,,,"3.04",,,,,"0.22",,,,,,,,,,,"0.22",,"2.44",,,,,"0.11","0.59",,,"0.28","0.24","0.79",,,,"0.43",,,,,,,,,"4.39",,,,,,,,"1.2","3.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.28","33.81",
"Belize","","11.72","7.49","-0.91","5.14",,,"0.04",,"0.79",,,"0.04","0.01","0.03",,,,"0.3","0.8","1.9","0.03",,"0.35","0.02",,,,,,"0.25",,,"1.99","0.94","1.13",,,,,,,,"-0.91",,,,,,,,,,,,,,,,,"2.85",,,,,,,,,"2.85",,,,"1.07",,,"-0.14",,,"0.02",,,,,"0.91",,,,"0.28",,,,,,,,,"0.09",,,,,,,,"0.18","0.23",,,,,"-0.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.46","3.81",
"Benin","","349.08","207.69","-0.49","141.88",,,"0.04","13.12","10.84","0.01","35.87",,"42.72","27.6","0.18",,,"0.03","0.02","17.86","0.08","1.58","22.7",,"0.06",,,,,"0.45","1.42","8.7",,"24.41","37.83",,,,,,"0.07",,"-0.62",,,,,,,,,,,,,"0.06",,"-5.26","-5.26","31.9","29.99",,"29.99",,,,,,,,,"1.91","20.99",,,"6.34",,"0.1","3.24",,,"2.19","0.43","3.11",,,,"2.92","2.66",,,"42.92","42.92",,"42.92",,"13.5",,"0.84",,,,,,"2.38","10.43",,,,"0.98","-1.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123.45","145.74",
"Bermuda","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
