Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Ethiopia","","3885.54","1913.6","10.26","1961.68","57.28","13.63","10.63","2.52","131.84","3.59","12.12","20.64","46.6","85.89","0.09","0.13","0.19","45.77","-18.17","150.12","27.34","0.78","76.65","0.04","61.07","0.27","0.04","0.02",,"8.22","29.79","9.95","515.06","678.78","120.81",,,,,"0.01","0.78",,"3.42",,,,,,,"3",,,"0.02",,"2.98","0.04",,,,"348.35","348.35","1.45","346.91",,,,,,,,,,"144.7","0.37","1.21","55.16","0.48","1.75","13.86",,,"5.72",,"43.87",,,,,"18.91","3.38",,"955.13","955.13",,"955.13",,"392.7",,"4.83",,,,,"108.05","6.33","271.72","2.38",,,"-0.63","0.02",,,,,,,"54.94",,"0.37",,,"1.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1590.12","840.64",
"Fiji","","91.22","67.04","0.23","23.94",,"47.26",,,"0.18",,,,"0.83","1.75",,,,,,"6.71","0.64",,,"6.27",,,,,,,"-0.01",,"1.49","1.92","12.87",,,,,,"0.01",,,,,,,,,,,,"0.08",,"0.04","0.1",,,,"0.28",,,,"0.28","0.28",,,,,,,,"8.23","0.35",,,"0.31","0.64","0.13",,,"0",,"5.76",,,,,,"1.04",,,,,,,"2.56",,,,,,,,"0.66","1.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.88","4.06",
"French Polynesia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon","","87.21","74.91","0.64","11.66","0.36","0.16",,"-0.38","0.07",,,"0.02","63.75","0.82",,,,"0.06","0.09","3.72","0.55",,,,"0.05",,,,,"0.09",,"0.01",,"5.9","6.6",,,,,,"0.05",,"0.2",,,,,,,,,,,,"0.39",,,,,"-0.43","0.69","0.76","-0.06",,,,,,,,,"-1.12","4.66","0.05","0.21","0.05","0.14","0.52","0.7",,,"0.87",,"0.87",,,,,,"1.24",,,,,,,"0.82",,,,,,,,"0.07","0.75",,,,,,,,,,,,"0.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.35","64.45",
"Gambia","","112.3","30.12","5.1","77.07","3.21","2","0.02","0.3","1.23",,,"0.23","0.67","0.23","0.01",,,"0.09",,"7.04","0.04","0.26",,,"0.13",,"0.01",,,"1.93","0.44",,"12.67","2.82","16.78",,,,,,,,"-1.95",,,,,,,,,,"0.02",,"1.12","5.91",,"0.84","0.84","9.91","5.18","0.05","5.13",,,,,,,,,"4.73","13.01","0.53",,"5.43","0.4","0.13","2.7",,,"1.05","0.26","1.13",,,,,"0.44","0.93",,"6.96","6.96",,"6.96",,"29.56",,"3.15",,,,,"4.83","2.29","20.5",,,,,"-1.21",,,,,,,"3.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.66","16.86",
"Georgia","","646.31","317.37","10.84","318.11",,,"4.22",,"0.14","2.95","3.15","2.36","16.44","17.03","0.42","0.02",,"0.15","0.11","45.07","0.05","0.01","2",,"6.55","3.45","0.15","0.55","0.01","0.05","19.69","10.41","7.04","175.36","225.69",,"0.02",,,"1.01","0.45",,"-2.19","0.21",,"0.16",,,"0.05",,,,,,"11.13",,,"-29.79","-29.79","47.2",,,,"47.2","47.2",,,,,,,,"8.23","0.01","0.52","1.65","0","0.07","1.08",,,"0.65","2.83","1.1",,,,,"0.23","0.08",,"51.49","51.49",,"51.49",,"15.29",,,,,,,"0.85","1.53","12.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"261.19","79.79",
"Ghana","","1328.17","733.12","1.7","593.35","35.66","8","4.59","7.56","99.72","0.16","80.71","1.61","54.06","56.65",,"0.02",,"0.18","14.56","65.79","9.85","0.16","21.51","0.18","6.56","0.05",,,,"-2.24","0.42","27.76","161.58","113.68","33.25",,,,"0.01","0.06","0.56",,"-1.21",,,,,,,,,,"0.02",,"2.11","0.15",,"-32.06","-32.06","87.52","87.52","0.12","87.41",,,,,,,,,,"27.89","0.68","0.39","5.39","0.41","0.73","5.08",,,"3.06","0.06","10.25",,,,,"0.45","1.4",,"316.57","316.57",,"316.57",,"160.17",,"-2.14",,,,"0.25","41.31","3.84","113.59",,,,"1.29","2.04",,,,,,,"30.83",,"2",,,"2.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"566.04","401.57",
"Gibraltar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada","","12.53","3.17","0.09","9.27",,"0.63","0.02",,"0.24",,,,,"1.49",,,,,,"0.15","0.13",,,,,,,,,,"0.01",,"0","0.5","0.34",,,,,,"0.01",,"-0.92",,,,,,,,,,,,,"1",,"-0.47","-0.47","1.51",,,,,,,,,"1.51",,,,"0.7","0.04",,"-0.11","0.7",,"0.07",,,,,,,,,,,,,"5.58","5.58",,"5.58",,"1.61",,,,,,"1.1",,"0.71",,,,,,"-0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.38","1.52",
"Guatemala","","496.6","297.39","0.29","198.92","1.41","0.37","5.66","4.27","9.99","0.01","0.02","1.34","3.87","10.76",,,,"0.98","2.48","7.82","2.73","0.4","2.92","0.17","12.39","0.01",,,,"14.39","33.66","3.45","77.03","102.67","25.13",,,,,,"0.23","0.05",,,,,,,,,,,,,"0.01","0",,,,"157.99",,,,,,"157.99","157.99",,,,,,"5.27","0.09","0.57","-2.86","0.49","1.13","0.93",,,"1.68","0","1.1",,"1.99",,,"0.15",,,,,,,,"10.53","1.24",,,,,,,"2.67","10.01",,,,,"-3.39",,,,,,,"1.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"214.63","157.8",
"Guinea","","467.54","249.04","22.06","196.43","0.45","0.29","6.84","1.88","1.18","0.05",,"0.22","114.03","4.89",,,,"0.8","1.16","69.93","0.05","0.81",,,,"0.01","0.12",,,"10.84","0.8","2.21","5.83","27.11","41.77",,,,,"0.02",,,"0.86",,,,,,,,,,"0.03",,"0.76","20.4",,"27.91","27.91","20.02","27.89",,"27.89",,,,,,,,,"-7.87","38.77","0.49",,"9.72","0.01","0.53","4.45",,,"2.74","1.28","3.25",,"12.86",,,"1.01","2.42",,"34.91","34.91",,"34.91",,"33.06",,"14.38",,,,,"2.21","1.8","13.83",,,,,"0.84",,,,,,,"0.39",,,,,,,,,,,,,,,,,,,,"0.05",,,,,,,,,,,,,,"224.13","148.26",
"Guinea-Bissau","","105.63","41.52","2.16","61.95","1.14","0.55",,"10.91","0.24",,"-0.01","0.15","0.99","0.44","0",,"0.12","0.33","0.41","5.65",,"0.02",,,"0",,"8.04",,,"4.97","0.12","0.47","0","8.12","18.75",,,,,,"0.05",,"0.87",,,,,,,,,,,,"1.24",,,,,"0.2","0.2",,"0.2",,,,,,,,,,"11.73","0.44",,"0.5","0.25",,"3.21",,,"1.65","0.59","2.71",,"0.3",,,"0.84","1.23",,"6.4","6.4",,"6.4",,"24.87",,,,,,,"0.36","2.49","22.01",,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,"1.13",,,,,,,,,,,,,,"15.85","26.37",
"Guyana","","101.24","14.03","0.22","86.98","0.1","0.16",,,"1.72",,,"0.1","0.15","0.31",,,,,,"1","0.05",,,,"0.16",,,,"0.01","0.01",,,"0.63","9.72","31.32",,,,,,"0.02",,"0.17",,,,,,,,,,,,"0.03",,,"-11.27","-11.27","59.27",,,,,,"57.35","57.35",,"1.92",,,,"3.92","0.11",,"0.84","0.08","0.58","0.92",,,,,"1.39",,,,,,,,"1.81","1.81",,"1.81",,"1.93",,,,,,,"0.21","1","1.7",,,,,"-0.98",,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.53","1.22",
"Haiti","","1152.13","675.73","0.76","475.64","1.11","2.06","0.53","6.37","105.95","0.03","-0.09","4.47","50.2","11.49",,"0.01","0.07","2.83","1.9","13.41","4.64","1.71","6.79",,"14.22",,"0.1",,"0.06","5.88","5.68","21.95","14.99","400.48","105.28",,,,,,"0.08",,,,,,,,,,,,,,"0.68",,,"9.96","9.96","215.87",,,,,,"195.82","195.82",,"20.05",,,,"19.38","0.62","0.03","3.26","0.55","0.9","5.66",,,"3.53",,"2.68",,"0.02",,,"2.14",,,"92.71","92.71",,"92.71",,"32.44",,,,,,,"3.66","2.46","22.54",,,,,"3.78",,,,,,,"1.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"598.42","112.94",
"Honduras","","625.87","202.36","2.12","421.39","1.45","0.91","4.12","3.02","23.36","0.14","0.21","3.26","1.37","17.96",,,,"1.39","4.06","14.02","1.95","0.14",,,"11.43",,,,,"4.64","1.05","18.36","0.06","90.91","90.86",,,,,,"0.07",,"2.02",,,,,,,,,,"0.01",,"0.01","0.01",,"-6.18","-6.18","221.45",,,,,,"221.45","221.45",,,,,,"7.27","0.04","0.38","1.39","0.41","0.71","2",,,"1.41",,"0.92",,,,,"0.01",,,"86.8","86.8",,"86.8",,"21.21",,,,,,"0.16","3.09","3.03","11.01",,,,"-0.56","4.47",,,,,,,"1.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"151.73","41.42",
"Hong Kong (China)","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India","","2456.34","1837.77","1.73","616.84","152.08","18.68","2.54","4.1","10.8","0.05","-0.13","4.34","88.1","472.68","0.03","0.07","0.02","3.79","8.39","662.34","0.3","3.02","1.83","0.49","34.37","0.13","0.38",,"0.01","5.48","13.93","11.01","419.08","71.94","135.02",,,,,,"0.79",,,,,,,,"0.04","0.01",,,"0.02",,"0.67","0.2",,,,"6.91",,,,"6.91","6.91",,,,,,,,"89.18","0.29",,"20.65","0.98","1.25","8.56",,,"9.21","0.67","40.74",,,,,"-0.03","6.87",,"-32.81","-32.81",,"-32.81",,"418.53",,,,,,,"37.5","38.77","340.55","1.29",,"0.27",,"0.15",,,,,,,"147.84",,"2.55",,,,,,,,,"0.1",,,,,"0.28",,,,,,"1.31",,,,,,,,,,,,"1733.32","1027.82",
"Indonesia","","69.47","12.53","-1.13","58.08","3.61","549.33","2.13","-4.2","12.33",,"7.87","4.46","-31.23","36.21",,"0.02",,"0.12","-0.53","-820.93","31.5","0","-9.13","6.33","27.98","0.03","0.22",,,"-13.33","4.64","24.74","34.37","149.61","67.16",,,,,,,,"-4.9",,,,,,,,,,"0.12",,"3.51","0.13",,,,"-83.67",,,,"-85.53","-85.53",,,,,,,"1.86","36.16","0.57","0.49","13.16","1.63","1.23","3.13",,,"5.18",,"6.41",,,,,"0.57","3.8",,"-107.52","-107.52",,"-107.52",,"145.95",,,,,,"0.04","37.99","10.17","96.28","1.79",,"0.3","-0.62",,,,,,,,"3.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-620.17","31.64",
"Iran","","131.61","95.24","13.39","22.98",,"0.32","8.36","0.03","2.53","0.21","0.08","0.04","13.33","57.62","0.59","0.53",,"0.01","0.07","3.79","0.04",,"1.77",,"2.03","0.04","0.01",,,"0.96","1.43","0.31","0.56","0.59","3.75",,,,,,,,,,,,,,"0.05",,,,"0.02",,"13.28","0.04",,,,"-0.47",,,,,,,,,,,,"-0.47","8.07","0","0.43",,"0.12","0.51","0.76",,,"1.52",,"1.63",,,,,"1.88","1.21",,,,,,,"11.62",,,,,,,,"3.18","8.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.49","85.63",
"Iraq","","1541.54","1343.15","32.03","166.36","0.01","13.58","0.52",,"15.83","0.44","3.99","1.1","15","24.71","0.08","0.01",,"0.2","8.58","700.46","12.49","0.27","0.4",,"10.55","0.04","0","0.01",,"0.28","32.57","7.26","10.96","483.82","84.3",,,,,"0.17",,,"2.18",,,,,,"0.07","0.55",,,,,"27.74","1.33",,,,,,,,,,,,,,,,,"14.27","0.04","0.61",,"0.23",,"2.62",,,"3.1",,"6.1",,,,,"0.32","1.25",,"62.8","62.8",,"62.8",,"4.98",,,,,,,,"0.65","4.34",,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1259.35","99.17",
"Israel","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamaica","","71.59","-15.77","-2.04","89.4","1","0.28",,"2.39","2.94","0.02",,"0.01","-20.16","-4.15",,,,,"-0.22","-18.15","1.52",,"-1.35","0.07",,"0.03",,,,"0.2","0.02",,"19.44","1.34","59.85",,,,,,"0.01",,"-2.11",,,,,,,,,,,,"0.05","0.01",,,,"18.69",,,,,,"-1.22","-1.22",,"19.91",,,,"2.6","0.15","0.23",,"0.12","0.83","0.57",,,,,"0.7",,,,,,,,,,,,,"8.27",,,,,,,,"1.78","8.41",,,,"-0.24","-1.68",,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-18.96","-3.77",
"Jordan","","1400.33","753.06","227.5","419.78","1.19","0.72","0.67","-0.17","60.85","0.47","1.43","0.59","81.27","47.93","0.21","0.24",,"0.59","2.4","-57.19","14.85","0.02","4.09",,"10.81","0.03","0",,,"6.59","8.81","14.57","26.1","527.18","199.26",,"0.11",,,"0.34","41.11",,"47.81",,,"0.03",,,"0.26","5.44",,,"0.03",,"3.42","128.95",,,,"-3.05",,,,,,,,,,,,"-3.05","137.49","0.01","0.66","-2.13","0.42",,"0.54",,,"0.63",,"2",,,"123",,"11.67","0.69",,"-2.5","-2.5",,"-2.5",,"88.59",,,"86.43",,,,,"3.07","0.31","0.05",,"0.17",,"-1.44",,,,,,,"1.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"688.53","181.28",
"Kazakhstan","","90.76","10.69","40.07","40",,"0.14","0.89","0.01","0.08","0.3",,"0.18","4.08","-25.32","0.05","0.29",,,"0.04","-6.32","-0.21",,"0.54",,"1.86","1.42",,"0.09",,"0.02","0.04","0.27","2.8","29.46","14.21",,,,,,"0.49",,"-0.8","0.01",,"0.01",,,"0.01","0.08",,,,,"39.3","0.97",,,,"-1.14",,,,"0.29","0.29",,,,,,,"-1.43","5.38","0.11","0.62",,"0.16","0.63","0.41",,,"0.65","1.67","1.12",,,,,,,,,,,,,"21.54",,,,,,,,"9.15","9.65","0.38",,,,,"2.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.81","-14.59",
"Kenya","","3306.84","2018.42","8.45","1279.98","71.01","40.16","1.59","17.93","46.74","0.1","48.18","29.52","158.59","98.51","0.02","0.14",,"9.25","4.2","270.34","5.28","0.66","32.26","1.52","23.52","0.3",,"1.63",,"-2.48","78.3","9.29","249.23","893.63","249.43",,,,,"0.03","0.5",,"-0.73",,,,,,"0.02","2.19",,,"0.1",,"5.05","1.29",,"173.04","173.04","244.7","244.7","0.08","244.61",,,,,,,,,,"72.82","0.56","0.58","16.91","0.41","1.87","7.58",,,"4.35","7.09","12.03",,,,,"19.74","1.7",,"382.66","382.66",,"382.66",,"157.33",,"-1.18",,,,"1.48","39.71","2.95","117.98",,,,,"-3.61",,,,,,,"66.91",,"0.33",,,"3.6",,,"0.17",,,,,,,,,,,,,,,,,,,,,,,,,,"1721.24","727.93",
"Kiribati","","64.99","49.26",,"15.73",,"29.55",,,,,,,,,,,,,,"12.91","0.01",,,"6.76",,,,,,,,,"0.02",,"3.52",,,,,,,,,,,,,,,,,,,,,,,,,"2.3",,,,"2.3","2.3",,,,,,,,"0.82","0.13",,,"0.23",,"0.02",,,,,,,,,,,"0.44",,"8.25","8.25",,"8.25",,"0.84",,,,,,,"0.05","0.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.93","0.02",
"Korea","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo","","568.55","277.94","16.44","274.17",,,"12.54",,"0.23","1.32","7","9.96","7.69","31.99","0.24","0.05",,,"0.44","3.86",,"9.03","2.29",,"10.88","0.93","0.08","0.4","1.35",,"24.6","68.13","9.27","75.64","231.38",,"0.02",,,"0.18",,,,,,"0.01",,,,,,,,,"15.26","0.96",,,,,,,,,,,,,,,,,"8.15","0.06",,,,,"0.83",,,"0.27","5.01","1.99",,,,,,"0",,"10.31","10.31",,"10.31",,"24.33",,,,,,,,,"0.92",,,,,,"23.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129.13","119.2",
"Kuwait","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyrgyzstan","","539.45","157.08","208.6","173.78","-0.05","0.6","0.55",,"1.59","0.25","0.73","0.58","1.62","30.07","0.03","0.02",,,,"17.48","1.33",,,,"2.8","0.29",,"0.1",,"0.04","1.29","24.26","8.39","65.07","34.88",,,,,"0.11","0.14",,"-1.02","0.01",,,,,,"76.73",,,"0.02",,"131.55","1.06",,"11.66","11.66","27.5",,,,"25.91","25.91",,,,,,,"1.6","10.31","0.47","0.26","2.34","0.06","0.1","2.68",,,"0.85","1.73","1.05",,"0.2",,,"0.43","0.14",,"60.84","60.84",,"60.84",,"28.58",,,,,,,"1.93","3.49","13.58",,,,"-0.13","2.53","7.19",,,,,,"-0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"124.22","43.95",
"Lao People's Democratic Republic","","423.33","268.59","34.96","119.79","0.59","49.22","0.37","0.94","0.72","0.01",,"7.6","16.93","25.84",,"0.52",,"0.66","0.1","75.96","27.07","17.76",,"4.55","5.66","0.03",,,,,"-0.73","24.55","1.48","9.34","10.59",,,,,,,,"0.08",,,,,,,,,,"34.72",,"0.13","0.03",,"-1.38","-1.38","31.74",,,,"31.74","31.74",,,,,,,,"17.09","0.11",,"5.09","0.33","0.27","4.15",,,"2.64",,"2.34",,,,,"0.84","1.33",,"43.58","43.58",,"43.58",,"18.17",,,,,,,"4.27","4.41","11.94",,,,"-1.15","-1.31",,,,,,,"0.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130.38","71.52",
"Lebanon","","621.6","333.35","17.9","270.35","0.71","0.39","1.73","0.49","41.88","0.26","6.21","1.51","50.68","31.27","0.11","0.06",,"2.62","17.08","7.03","0.93","1.05","1.89",,"23.65","0.04","0",,,"10.42","5.47","16.38","12.56","99.64","172.33",,,,"0.06","0.17",,"0.2","6.89",,,,,,"0.12","10.63",,,,,"5.72","-5.89",,,,"-3.77",,,,,,,,,,,,"-3.77","100.39","0.32","1.05","-0.63","0.44",,"0.81",,,"1.12","0.17","0.94",,"1.27","82.11",,"12.27","0.52",,,,,,,"1.41",,,"1.77",,,,,"1.01",,,,,,"-1.38",,,,,,,"0.19",,,,,,,,,,,,,,,,,,,,"0.52",,,,,,,,,,,,,,"260.14","143.46",
"Lesotho","","320.67","185.73","6.22","128.73","0.34","1.27","0.05",,"0.27",,,"0.13","-1.55","4.3",,,,"2.64",,"2.57","0.08",,,,"1.08",,,"0.01",,,"0.16","0.62","4.26","169.83","47.88",,,,,,,,"3.81",,,,,,,"2",,,"0.03",,"0.38",,,"14.61","14.61","-4.67","-4.67",,"-4.67",,,,,,,,,,"6.52","0.15","0.15","0.05","0.61","1.07","0.87",,,"1.53",,"0.9",,,,,"-0.05","1.23",,"34.1","34.1",,"34.1",,"30.3",,"2.18",,,,,"0.43","1.28","24.1",,,,,"2.31",,,,,,,"0.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179.68","10.02",
"Liberia","","535.93","318.2","0.81","216.92","3.07","7.24",,"0.01","3.1",,"0.18","1.86","0.57","24.13",,,,"9.67","0.37","22.75","0.05","0.25",,,"34.29","0.01",,,,"0.07","37.65","4.44","13.64","157.93","48.76",,,,,,,,"0.58",,,,,,,,,,,,"0.22","0.01",,"22.44","22.44","35.43","35.43","0.05","35.38",,,,,,,,,,"37.46","0.74",,"3.06","0.37","0.75","3.98",,,"2.75","14.62","3.2",,"4.76",,,"1.63","1.6",,"43.74","43.74",,"43.74",,"29.09",,,,,,,"5.06","3.2","20.83",,,,,,,,,,,,"3.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"222.49","88.4",
"Libya","","128.83","72.3","4.08","52.45",,"0.05","0.2","0.11","1.31","0.04","0.93","0.35","6.24","6.4","0.05","0.03",,,"1.82","5.48","0.21",,"0.64",,"0.85","0.15","0",,"0.09","0.14","8.59","1.57","24.7","12.35","60.08",,,,,"0.01",,,,,,,,,"0.03",,,,"0.01",,"4.03","0.01",,,,,,,,,,,,,,,,,"4.69","0.09","0.05",,"0.03",,"0.51",,,"0.7","2.74","0.35",,"0.78",,,"-0.99","0.42",,,,,,,"-12.32",,,"-12.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.3","50.47",
"Macau (China)","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madagascar","","499.28","225.59","-0.04","273.73","3.37","1.18","0.04","2.08","0.86",,,"0.31","74.42","13.94",,,,"0.03","3.31","50.59","0.52","0.41",,,"12.63","0.01",,,,"0.04","1.29","7.6","0.57","55.76","73.28",,,,,,"0.01",,"-0.77",,,,,,"0.01",,,,"0.12",,"0.39","0.2",,"-10.61","-10.61","18.8","18.8",,"18.8",,,,,,,,,,"41.74","0.36","0.4","10.64","0.61","0.69","7.74",,,"3.15",,"11.47",,,,,"5.75","0.93",,"80.19","80.19",,"80.19",,"70.33",,"4.48",,,,,"30.5","4.49","26.6",,,,,"4.26",,,,,,,"2.98",,,,,,,,,,,,,,,,,,,,"0.39",,,,,,,,,,,,,,"199.45","96.45",
"Malawi","","1132.55","646.07","0.41","486.07","21.63","22.51","0.11","12.1","24.19",,"-0.04","2.17","-0.06","27.55",,,"5.66","26.99","0.69","34.42","1.54","0.8","0.01","0.04","107.36",,,,,"0.17","1.92","0.63","177.14","200.19","104.58",,,,,,"0.22",,"-1.09",,,,,,,"1",,,"0.08",,"0.19","0.01",,"11.61","11.61","44.62","44.62","0.07","44.55",,,,,,,,,,"30.36","0.18","0.27","3.13","0.99","1.15","6.98",,,"3.09","2.4","5.44",,,,,"5.51","1.21",,"194.99","194.99",,"194.99",,"99.91",,"-0.67",,,,,"17.61","5.61","69.36",,,,"0.22","7.78",,,,,,,"14.05",,"5.06",,,"2.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"464.11","249.54",
"Malaysia","","-113.31","-132.97","0.62","19.03",,"2.41","0.11",,"0.22","0.15",,"0.25","2.15","9.13",,,,,,"-160.46","0.14",,,"0.06","1.13",,"0",,,"-0.24","0.65","0.02","5.95","5.35","2.81",,,,,,,,,,,,,,,,,,"0.14",,"0.46","0.02",,,,"-0.25",,,,"0.01","0.01",,,,,,,"-0.26","7.04",,"0.35",,"0.19","0.01","0.56",,,"0.42","4.13","0.72",,,,,,"0.65",,,,,,,"9.44",,,,,,,,"7.39","2.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-137.66","18.16",
