Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Botswana","","73.07","62.39","0.36","10.32","3.05","1.51",,"-0.08","0.95",,,"0.33","0.53","0.33",,,,,,"1.05",,,,,"0.46",,"0.06",,,,"7.16",,"0.9","49.19","0.3",,,,,,,,"0.21",,,,,,,"0.07",,,"0.08",,,,,,,"-1.53","-1.53","1.51","-3.04",,,,,,,,,,"5.38",,"0.29","0.21","0.62","0.74","0.66",,,"1.46",,"0.76",,,,,,"0.64",,"-0.48","-0.48",,"-0.48",,"6.66",,"1.06",,,,,,"0.8","0.65",,,,"-0.33","4.48",,,,,,,"3.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.95","9.23",
"Brazil","","1288.54","1079.31","1.67","207.56","2.17","2.66","1.34","3.73","2.54","0.01",,"1.41","860.71","117.71","0.26","0.02",,"0.98","5.26","-253.64","0.52","2.6","0.24","0.1","214.64","0.08","6.47","0.03",,"10.53","0.87","3.47","74.23","22.54","188.8",,,,,,"1.16",,,,,,,,"0.03","0.02",,,"0.06",,"0.37","0.03",,,,"-12.96",,,,,,"-12.96","-12.96",,,,,,"8.46",,"1.06",,"2.17","0.85","0.95",,,"2.43","0.17","0.82",,,,,,,,,,,,,"23.26",,,,,,,,"23.45","-0.18",,,,,,,,,,,,"2.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"829.35","1086.48",
"British Virgin Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brunei Darussalam","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkina Faso","","1152.32","522.15","3.24","626.93","14.23","0.47","7.32","9.8","27.69",,"43.9",,"65.34","51.4",,,,"0.77","2.87","56.36","0.81","19.06","41.23","0.81","0.76",,,,,"1.44","33.71","37.24","1.71","119.45","157.89",,,,,,"0.06",,"0.37",,,,,,"0.02",,,,"0.01",,"0.84","1.94",,"67.89","67.89","77.45","69.63",,"69.63",,,,,,,,,"7.82","35.11",,"0.23","3.49","0.33","0.67","5.85",,,"3.5",,"14.07",,,,,"5.59","1.38",,"216.04","216.04",,"216.04",,"72.54",,"2.18",,,,,"4.87","2.75","51.33",,,,,"11.4",,,,,,,"14.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"324.82","278.55",
"Burundi","","524.17","224.73","0.31","299.13","0.13","1.17","0.24","56.19","3.28",,"0.97","0.71","12.37","24.06","0.07",,,"1.34","1.89","26.06","0.35","0.76","17.19",,"16.43","0.14",,,"0.03","2","3.43","13","1.16","41.91","58.75",,,,,,"0.03",,,,,,,,"0.02","0.14",,,"0.03",,"0.09",,,"7.65","7.65","45.93","45.93",,"45.93",,,,,,,,,,"34.24",,"0.02","8.23","0.27","0.44","7.46",,,"1.82",,"9.24",,"2.87",,,"2.94","0.96",,"103.97","103.97",,"103.97",,"48.58",,"4.18",,,,,"20.61","1.82","15.69",,,,,"6.28",,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110.72","122.54",
"Cabo Verde","","245.64","218.36","0.62","26.66",,"0.16","0.54","0.25","0.01","0.01",,,"4.92","1.1","0.01",,,,"0.28","12.64",,"18.15","0.04",,"0.09",,"168.19",,"0.85","5.53",,"1.34","1","3.24","9.5",,,,,,,,"0.57",,,,,,,"0.05",,,,,,,,"-2.46","-2.46","-2.2","-2.2","0.06","-2.27",,,,,,,,,,"4.64",,,"0.86","0.26",,"0.64",,,"1.31",,"0.73",,,,,,"0.85",,"11.76","11.76",,"11.76",,"5.42",,"0.13",,,,,,"1.6","0.64",,,,"-0.06","3.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.19","200.88",
"Cambodia","","807.69","627.17","2.88","177.64","5.92","100.93","0.71","5.37","15.61","0.93","7.26","3.65","28.72","46.37",,,,"0.65","0.44","182.44","56.15","0.33","0.52","3.7","3.07","0.04",,"0.02",,"18.76","36.09","5.92","23.1","86.39","41.39",,,,,,"0.03",,"0.06",,,,,,,"0.09",,,"2.67",,,"0.03",,,,"46.74",,,,"46.74","46.74",,,,,,,,"27.57",,"0.19","3.56","0.38","0.85","6.24",,,"3.57",,"6.32",,,,,"5.26","1.2",,"36.66","36.66",,"36.66",,"25.29","1.11",,,,,,"4.89","2.62","14.9",,,,"0.41","1.35",,,,,,,"5.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"383.06","172.96",
"Cameroon","","597.17","257.52","-0.39","340.04","2.24","2.65","0.4","2.36","5.02","0.04",,"0.29","88.51","88.84","0.13","0.05",,"0.85","1.86","16","15.51","0.44",,,"0.83","0.06","0.01",,,"0.42","1.92","2.65","1.96","26.72","99.28",,,,,,"0.18",,"-1.54",,,,,,"0.22","0.06",,,,,"0.47","0.22",,"-2.44","-2.44","85.1","75.36",,"75.36",,,,,,,,,"9.74","24.27",,"0.16","4.68","0.98","0.72","1.81",,,"2.88","0.14","5.98",,,,,"5.82","1.1",,"87.77","87.77",,"87.77",,"46.05",,"1.04",,,,,"22.98","1.61","19.85",,,,,"0.56",,,,,,,"2.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"228.91","188.13",
"Cayman Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central African Republic","","228.02","73.26","0.35","154.41",,"0.33",,"1.5","4.31",,,"2.23","18.54","2.88",,,,"3.15","0.22","13.57","0.42","0.27",,,,,,,,"0.06","8.55","1.74","0.09","15.4","57.13",,,,,"0.06","0.01",,,,,,,,,"0.01",,,,,"0.13","0.14",,"10.67","10.67","13.58","13.58","0.05","13.53",,,,,,,,,,"22.45",,"0.21","1.6","0.18","0.48","3.51",,,"2.38","0.09","4.81",,"6.24",,,"1.49","1.44",,"42.46","42.46",,"42.46",,"8.13",,"0.03",,,,,"1.83","0.63","5.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.01","37.5",
"Chad","","475.13","245.62","0.78","228.73","1.61","2.69","0","1.74","19.55",,"-0.03","3.18","36.37","14.78","0.01",,,"2.44","0.66","20.18","0.5",,"2.57",,,"0.01",,,,"1.14","9.89","17.38","0.09","112.47","121.25",,,,,"0.06","0.01",,"-0.22",,,,,,,"0.13",,,,,"0.04","0.76",,"-4.1","-4.1","27.3","16.31",,"16.31",,,,,,,,,"10.99","69.97",,"0.06","5.14","0.17","0.72","5.25",,,"3.9","35.93","9.41",,"-0.32",,,"8.66","1.04",,"-1.83","-1.83",,"-1.83",,"16.15",,"3.61",,,,,"7.64","2.2","3.09",,,,,"-0.4",,,,,,,"1.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"204.1","72.85",
"Chile","","128.08","110.86","0.42","16.8","0.07","2.33","0.29","0.53","2.75",,"1.04","0.64","11.5","47.75","0.11",,,,"-1.02","6.25","0.15","0.28","0.02","0.35","32.36","0.01","0.07",,,"0.83","0.21","1.35","1.4","1.67","1.94",,,,,,"0.25",,,,,,,,,"0.01",,,"0.03",,"0.07","0.06",,,,"6.29",,,,,,"6.29","6.29",,,,,,"3.96",,"0.43",,"1.19","0.12","1.24",,,"0.28",,"0.7",,,,,,,,,,,,,"4.61",,,,,,,,"4.61",,,,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.3","63.66",
"China (People's Republic of)","","-180.53","112.8","-7.11","-286.22","26.66","32.66","16.14","-2.91","-4.08","0.21","5.65","4.05","288.13","431.03","0.45","0.81",,"0.07","-13.09","-838.37","-1.61","0.97","0.59","1.03","24.32","45.71","9.19",,"0.02","-0.82","10.32","9.79","43.16","49.38","165.64",,,,,,"0.65",,"-12.44",,,,,,"0.24","1.42",,,"0.21",,"2.75","0.06",,,,"0.43",,,,"0.43","0.43",,,,,,,,"50.3",,"0.47","26.67","1.5","1.48","4.66",,,"4.53",,"10.16",,,,,,"0.83",,"-717.53","-717.53",,"-717.53",,"214.93",,,,,,,,"68.52","135.39",,,"1.55","-0.14","9.62",,,,,,,"26.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-43.84","839.68",
"Chinese Taipei","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colombia","","764.25","700.3","1.14","62.82","0.81","2.47","0.95","3.36","33.09","0.07",,"1.62","124.68","48.93","0.08",,,"0.81","2.59","11.67","5.37","2","16.33","0.01","14.8","0.02","0.07",,,"19.4","28.61","20.2","39.7","323.47","39.55",,,,,,"0.64",,,,,,,,"0.01","0.19",,,"0.01",,"0.23","0.06",,,,"1.4",,,,,,"1.4","1.4",,,,,,"7.2",,"0.27","1.56","0.33","0.35","0.8",,,"1.68",,"0.84",,,,,"1.36",,,,,,,,"14.68","1.84",,,,,,,"9.45","5.38",,,,"-0.04","-1.97",,,,,,,"0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"584.13","289.22",
"Comoros","","101.61","31.6","12.56","57.45",,"0.46",,"0.08",,,,,"23.82","0",,,,,,"6.71","0.08","0.14",,,,,,,,,"0.09",,,"0.22","11.69",,,,,,,,"0.58",,,,,,,,,,,,"4.08","7.9",,"4.77","4.77","29.56","28.44",,"28.44",,,,,,,,,"1.13","6.93",,,"0.63","0.15",,"0.76",,,"1.22",,"1.04",,"2.27",,,,"0.87",,"2.53","2.53",,"2.53",,"1.96",,"-0.09",,,,,"0.6","0.68","0.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.75","24.13",
"Congo","","140.13","48.92","1.11","90.1","0.67","0.55","0.03","0.22","0.74","0.04","0.08","0.01","16.41","9.45","0.27",,,"0.47","0.03","5.07","0.05","0.04",,,"0.06","0.02",,,,"1.51","0.97","0.08","0.08","12.73","39.8",,,,,,"0.02",,,,,,,,,"0.28",,,,,"0.48","0.33",,"-2.52","-2.52","4.71","4.71",,"4.71",,,,,,,,,,"10.94",,,"3.23","0.12","0.69","1.27",,,"1.72",,"1.24",,,,,"0.95","1.7",,"29.79","29.79",,"29.79",,"7.39",,"0.16",,,,,"1.81","0.32","4.14",,,,,"0.96",,,,,,,"0.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44.51","29.63",
"Cook Islands","","20.99","18.15","0.03","2.81",,"4.41",,,,,,,"-0.08",,,,,,,"0.44","0.03",,,"13.34",,,,,,,,,,"0.01","0.73",,,,,,,,,,,,,,,,,,"0.03",,,,,,,"1.98",,,,"1.98","1.98",,,,,,,,"0.1",,,,,,"0.04",,,,,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.37","-0.08",
"Costa Rica","","28.46","19.8","0.51","8.15","1.43","1.51","0.23",,"1.87",,,"0.1","5","11.06","0.01",,,,"-0.05","-8.43","0.25","0.06","0.03",,"-0.13",,,,,"0.82","0.52","0.24","1.04","5.68","3.88",,,,,,"0.34",,,,,,,,,"0.07",,,"0.02",,"0.07","0.01",,,,"-1.62",,,,,,"-1.62","-1.62",,,,,,"2.67",,"0.16",,"0.3","0.01","0.46",,,"0.76","0.12","0.87",,,,,,,,,,,,,"3.21",,,,,,,,"3.21",,,,,,,,,,,,,"1.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.16","18.81",
"Cote d'Ivoire","","2908.35","2101.71","8.44","798.2","4.27","0.49","98.92","273.47","139.24","0.01","0.09","0.37","1279.02","14.39","0.02",,,"0.05","2.63","30.88","1.04","0.07",,,"7.61",,"0.06",,,"17.21","3.01","18.84","74.98","139.31","169.5",,,,,,"0.12",,"7.52",,,,,,"0.11","0.21",,,,,"0.46","0.02",,"198","198","259.43","249",,"249",,,,,,,,,"10.43","25.35",,"0.06","1.89","0.77","0.85","2.38",,,"5.04",,"7.23",,"3.31",,,"2.21","1.6",,"107.67","107.67",,"107.67",,"38.26",,"6.49",,,,,"6.86","1.16","25.06",,,,,"-1.32",,,,,,,"4.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1680.45","1764.3",
"Croatia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuba","","85.76","52.77","9.28","23.71","0.13","0.06","0.09","2.84","4.04","0.48",,,"2.6","2.15","0.05",,,"0.2","0.33","5.4",,"0.55","0.1",,"4.67","0.02","0.1",,,"7.73",,"6.4","2.3","12.67","7.5",,,,,,,,"0.47",,,,,,"0.01","8.58",,,,,"0.21","0.01",,,,,,,,,,,,,,,,,"1.83",,"1.25","-1.44","0.01","0.02","0.53",,,"0.87",,"0.54",,,,,"0.04",,,,,,,,"14.38",,,,,,,,"2.42","8.69",,,,,"3.27",,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.49","19.53",
"Cyprus","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Democratic People's Republic of Korea","","97.87","40.73","21.31","35.83",,"2.07",,"0.32","8.2","0.05",,"0.66","1.28","3.11","0.16",,,"0.85","0.37",,,"0.37","0.1",,"3.44","2.67",,,,,"6.41","7.11","1.2","2.36","6.84",,,,,,,,"5.22",,,,,,"0.06","15.8",,,,,"0.23",,,,,,,,,,,,,,,,,,"14.51",,,"-1.67",,,"3.63",,,"1.2",,"1.5",,,,,"8.47","1.38",,,,,,,"14.48",,,,,,,"4.56",,"10.04",,,,,"-0.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.52","17.55",
"Democratic Republic of the Congo","","2846.17","1654.53","1.47","1190.16","5.48","2.69","0.24","131.13","100.99","0.34","0.53","7.45","28.31","594.12","0.64",,,"12.95","6.92","93.86","6.85","3.47","22.16",,"32.57","0.02","0.04",,,"16.63","76.52","16.44","220.2","279.46","284.24",,,,,"0.06",,,"-1.64",,,,,,"0.03","2.9",,,,,"0.12",,,,,"177.71","177.71","101.16","76.55",,,,,,,,,,"111.42",,"0.07","9.7","0.31","0.91","15.08",,,"7.62",,"52.84",,"3.79",,,"19.43","1.67",,"383.56","383.56",,"383.56",,"233.22",,"2.74",,,,,"10.88","1.81","213.21",,,,,"4.58",,,,,,,"5.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1323.86","1121.68",
"Djibouti","","148.46","85.71","9.2","53.54",,"0.17",,,"2.52",,,,"40.44","2.66","0.02",,,,"4.66","24.84","1.16",,,,,,,,,"0.01","0.07","0.34","0.11","8.72","17.61",,,,,,,,"2.53",,,,,,,"0.05",,,,,"0.19","6.44",,"17.74","17.74","4.7","0.9","0.06","0.84",,,,,,,,,"3.8","5.22",,,"1.37","0.07","0.35","0.78",,,"0.72",,"0.8",,,,,"0.61","0.52",,"5.51","5.51",,"5.51",,"2.77","2.42",,"-1.37",,,,"1.32","0.4","1.02",,,,,"-1.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.94","47.97",
"Dominica","","25.68","15.92","-0.41","10.17",,"0.19",,,"0.01",,,"0.02","14.85",,,,,,,"0.66","0.11",,,,,,,,"0.01",,"0.02",,"0.05",,"4.72",,,,,,"0.02",,"-0.61",,,,,,,"0.04",,,,,"0.14",,,"0.78","0.78","4.91",,,,,,,,,"4.91",,,,"-0.1",,,"-0.22","0.07",,"0.04",,,,,,,,,,,,,"-0.14","-0.14",,"-0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.57","14.95",
"Dominican Republic","","260.12","189.24","0.08","70.8",,"0.08","0.04","0.71","1.77","0","-0.91","0.16","131.9","0.55",,,,,"1.41","-9.96","2.74",,"0.09",,"0.26","0.01",,,,"10.44","0.24","0.02","0.23","49.46","62.89",,,,,,"0.14",,,,,,,,,,,,"-0.08",,,"0.02",,,,"-18.07",,,,,,"-18.07","-18.07",,,,,,"1.62",,"0.16","-1.32","0.29","0.65","0.52",,,"0.74","0","0.57",,,,,,,,"-0.66","-0.66",,"-0.66",,"25.03",,,,,,,,"0.64","14.97",,,,"-0.24","9.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175.36","144.87",
"East African Community","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador","","148.06","114.43","0.77","32.86","0.31","0.43","0.39","14.92","1.38","0.05",,"0.5","-0.11","36.36",,,,,"-0.54","-9.37","23.4","0.17","0.06","0.36","2.25","0.01",,"0.04",,"14.79","0.18","3.04","0.54","25.59","41.87",,,,,,"0.4",,,,,,,,"0.01","0.23",,,"0.03",,"0.07","0.03",,,,"-22.32",,,,,,"-22.32","-22.32",,,,,,"5.3",,"0.19","1.2","0.27","0.31","0.69",,,"1.03","0.93","0.53",,,,,"0.14",,,"-1.13","-1.13",,"-1.13",,"9.13",,,,,,,,"5.27","3.87",,,,,,,,,,,,"0.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.85","67.36",
"Egypt","","1813.43","303.88","605.75","903.81","2.57","9.02","6.81","-0.15","6.82","0.37","13.83","1.45","140.31","103.44","1.95","0.12",,"0.53","4.33","-20.33","4.14","0.13","6.05",,"1.16","0.16","0.09",,"0.04","1.07","8.92","14.37","14.1","-14.85","769.43",,,,"0.01",,,,"90.48",,,,,,"0.22","0.07",,,"0.03",,"503.92","11.02",,,,"-6.81","-5.33","0.91","-6.24",,,,,,,,,"-1.48","9.85",,"0.23","0.38","0.73","0.23","1.22",,,"2.72",,"2.91",,,,,"0.76","0.68",,"-53.68","-53.68",,"-53.68",,"185.02","1.62",,"157.05",,,,,"7.66","3.86",,,,,"14.83",,,,,,,"2.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.82","303.55",
"El Salvador","","219.91","208.99","0.26","10.66","1.78","0.95","0.7","1.08","2.71","0.04","0.41","0.11","3.68","15.31","0.04",,,"0.16","1.29","-4.6","4.6","9.8","0.01","0.02","0.62",,"0.02",,,"18.53","1.01","1.79","-0.13","150.85","23.41",,,,,,"0.23",,,,,,,,,,,,"0.03",,,,,,,"-21.15",,,,,,"-21.15","-21.15",,,,,,"0.59",,"0.39","-2.94","0.3","0.19","0.85",,,"1.02",,"0.67",,,,,"0.1",,,"-0.7","-0.7",,"-0.7",,"8.51",,,,,,,,"1.22","7.14",,,,,"0.15",,,,,,,"1.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169.11","52.05",
"Equatorial Guinea","","14.45","13.44","-0.08","1.09","0.01","0.03","0.02","0.11","0.01",,,,"3.23","0.02","0.01",,,,,"0.07","0.28",,,,,,,,,"9.27",,"0.01",,"0.38","0.78",,,,,,,,"-0.09",,,,,,,,,,,,"0.01",,,,,"-1.15","-1.15",,"-1.15",,,,,,,,,,"3.49",,,,"0.11",,"0.51",,,"1.81",,"0.35",,,,,,"0.72",,"-2.22","-2.22",,"-2.22",,"0.2",,"0.16",,,,,,"0.35","-0.31",,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.71","12.66",
"Eritrea","","135.97","15.37","54.45","66.15","0.29","0.3",,"0.1","2.17","0.01","0.06",,"0.7","1.61",,,,"0.23","0.53","1.73","0.01",,,,"3.2",,"0.01",,,,"0.22","0.31","4.01","0.17","8.74",,,,,,,,"-0.13",,,,,,,,,,"0.02",,"1.86","52.7",,,,"11.1","11.1",,"11.1",,,,,,,,,,"12.83",,"0.49","2.45","0.23","0.33","5.21",,,"1.64",,"1.71",,,,,,"0.77",,"1.14","1.14",,"1.14",,"32.35",,"0.51",,,,,"0.69","2.99","28.16",,,,,,,,,,,,"0.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.92","7.48",
"Eswatini","","89.62","54.67","3.48","31.47","9.79","1.43","0.04",,"1.33",,,"0.47","0.12","-0.53",,,,,,"-1.53","0.32",,,,"1.47",,,,,,"0.07","0.22","7.66","43.61","16.09",,,,,,"0.01",,"3.4",,,,,,,"0.04",,,"0.02",,"0.01",,,,,"-1.04","-1.04","0.72","-1.76",,,,,,,,,,"7.88",,,"0.79","0.49","0.55","0.59",,,"1.61",,"0.77",,,,,"2.1","0.98",,"-0.15","-0.15",,"-0.15",,"8.69",,"0.99",,,,,,"1.06","6.64",,,,,,,,,,,,"9.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.66","7.82",
"Ethiopia","","3243.29","1798.62","16.4","1428.28","36.4","27.92","8.4","3.26","123.37","3.1","8.3","31.13","20.68","116.84","0.85","0.13","0.18","42.66","-3.02","108.67","20.44","0.77","79.34","0.02","39.15","0.39","0.04","0.02","0.01","14.74","27.23","9.54","421.05","693.4","226.36",,,,,,"0.66",,"11.71",,,,,,"0.01","0.06",,,"0.03",,"3.83","0.1",,,,"100.79","100.79","3.36","97.43",,,,,,,,,,"141.68",,"0.76","62.2","0.58","1.77","15.51",,,"5.66",,"29.85",,,,,"23.44","1.91",,"759.81","759.81",,"759.81",,"199.64",,"2.8",,,,,"94.06","7.72","93.9",,,,"-0.52","1.68",,,,,,,"36.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1480.99","775.92",
"Fiji","","105.37","86.97","0.27","18.13","-0.02","57.04",,,,,,,"0.89","1.18",,,,,,"18.81","0.86","0.03",,"5.4",,,,,,,"-0.01",,"1.06","1.71","7.63",,,,,,"0.03",,,,,,,,,,,,"0.06",,"0.03","0.15",,,,"2",,,,"2","2",,,,,,,,"7.01",,,,"0.22","0.72","0.28",,,"-0.01",,"5.24",,,,,,"0.57",,,,,,,"1.49",,,,,,,,"0.33","1.16",,,,,,,,,,,,"-0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.65","3.15",
"French Polynesia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon","","68.85","60.88","-0.45","8.42","0.28","0.03",,"-0.53","0.05","0.01",,"0.02","56.56","-1.28",,,,"0.03","0.21","3.16","0.49",,,,,,,,,,,,,"2.12","5.58",,,,,,,,"-0.56",,,,,,,"0.02",,,,,"0.07","0.02",,,,"-0.52","0.39","0.6","-0.21",,,,,,,,,"-0.9","4.13",,"0.31","0.06","0.12","0.54","0.74",,,"0.96","0.03","0.59",,,,,,"0.79",,,,,,,"-0.77",,,,,,,,"0.07","-0.85",,,,,,,,,,,,"0.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.83","55.03",
