Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Kenya",,"3172.91","1445.31","13.83","1713.77","197.55","2.01","3.54","13.13","37.62","0.04","41.88","9.19","68.1","61.87","0.02","2.07","0.25","7.98","16.17","213.9","23.34","0.41","11.18","0.71","13.03","5.92","0.07","2.58",,"-3.6","47.4","9.73","171.43","685.36","80.5",,,,,"0.01","0.24",,"1.25",,,,"0.19","0.03","0","1",,,"0.14",,"1.4","1.62",,"-3.21","-3.21","53.69","53.69","0.81","52.88",,,,,,,,,,"63.53","0.99","0.25","20.04","1.67","1.52","3.16",,,"4.35","14.19","15.37",,,,,"0.51","1.48",,"1357.45","1357.45",,"1357.45",,"161.8",,,,,"8.01",,"36.07","1.97","113.64",,"0.26",,"-0.77","2.62",,,,"0.5",,,"69.66",,"3.03","12.66","0.76","2.65","0.32","7.97","9.47",,"3.89","0.09","17.25","0.11","0.04",,,"1.07",,"51.06",,"0.38",,,"0.35","0.87","3.36","2.13","4.53",,"4.66",,"0.32","0.43","1254.45","459.37","5.41"
"Kiribati",,"56.66","44.43","0.13","12.1",,"20.5",,,"0.09",,,,"0",,,,,,"0.69","11.56","0.93",,,"10.61",,,,,,,,,"0.04",,"2.39",,,,,,,,,,,,"0",,,,,,"0.03",,,"0.1",,,,"1.79",,,,"1.79","1.79",,,,,,,,"0.52","0.02",,"0.15","0.03",,,,,,,,,,,,,"0.33",,"7.28","7.28",,"7.28",,"0.12",,,,,,,"0.01",,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.39","0.74",
"Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo",,"342.88","147.33","9.05","186.5","1.68","0.12","12.28",,"0.08","0.41",,"0.8","2.56","26.69","0","1.26",,"0.2","1.49","4.16","0.05","6.92",,,"4.87","0.84","0.03","0.29","1.11",,"16.12","19.67","8.49","38.91","156.4",,"0.07","0.07",,"0.01",,,,"0",,"0",,"0.01",,,,,,,"5.2","0.07",,"-2.96","-2.96",,,,,,,,,,,,,,"6.14","0.14",,,,,"0.32",,,"0.74","1.59","0.91",,"2.06",,,,"0.38",,"11.35","11.35",,"11.35",,"15.57",,,,"0.06",,,,,"0.92",,,,,"-1.39","15.98",,,,,,,,,,,,,,,,"1.68",,,,,,,,,,,,,,,,,,,,,,,,"82.38","79.47",
"Kuwait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyrgyzstan",,"442.57","137.95","135.04","169.58","2.01","0.03","0.48",,"0.19","0.16","-0.22","1.17","0.63","29.35",,"0.65",,"0.01","0.04","18.33","8.87",,,,"0.87","0.24",,"0.03",,"0.13","0.06","22.18","6.79","47.93","37.07","2",,,,"0.07","0.11","0.14","-0.62","0.06",,,,"0.02",,"100.37",,,"0.06",,"24.12","4.75",,"-2.77","-2.77","70.22",,,,"59.17","59.17",,,,,,,"11.04","23.31","0.26","0.15","12","0.86","0.09","1.21",,,"0.91","0.37","1.66",,"4.88",,,,"0.91",,"22.27","22.27",,"22.27",,"19.49",,,,,,,"6.17","1.23","5.86",,"0.14",,"-0.26","0.22","6.12",,,,,,,,,,,,,,,,"1.79",,,"0.11",,,,,,,,,,,,,,,,,"0.11",,,,"103.27","39.54","0.11"
"Lao People's Democratic Republic",,"621.53","329.25","28.56","263.72","4.39","24.72","0.65","0.04","1.14","0.04",,"0.91","9.08","34.23",,"17.22",,"0.74","0.13","71.11","60.57","24.66",,"5.35","2.57","0.01",,,,,"-0.51","21.08","1.45","54.07","47.12",,,,,,,,"-0.85",,,,,,,"0.56",,,"28.83",,,,,,,"110.42",,,,"109.59","109.59",,,"0.84",,,,,"13.87","0.26","0.36","2.4","0.98","0.1","1.85",,,"1.86",,"2.69",,,,,"0.54","2.84",,"76.44","76.44",,"76.44",,"15.87","0.8",,,,,"2.46","6.34","2.4","3.61","0.26","0.6",,"1.13","-1.74",,,,"0.12",,,"1.09",,"0.32",,,,,"0.02",,,,,,,,,,,"2.01",,,"0.28",,,,,,"0.52","0.04",,,,,,"171.21","88.66",
"Lebanon",,"1236.45","953.5","25.56","257.4","5.31","24.44","2.35","5.15","59.56","0.85","10.56","1.6","45.76","218.52","0.1","1.94","0.41","4.81","31.79","5.09","3.74","0.97","11.82",,"50.5","2.23","0.01","0.72","0.06","10.55","10.39","21.09","189.79","238.71","126.64",,,,"0.72",,"0",,"30.26",,,"0",,"0.1","0.44",,,,,,"1.07","-20.73",,,,"0.82",,,,,,,,,,,,"0.82","119.26","0.22","0.19",,"1.1",,"0.15",,,"0.96","11.62","5.24",,,"97.81",,"0","1.97",,,,,,,"10.67",,,"7.9",,,,,"0.19",,,"0.41",,,"2.17",,,,,,"0.25","0.17","0.3",,,"0.44",,,"2.3",,,,"0.1",,,,,,,,,"0.4",,,,,,,,,,"0.63",,"0.64","0.08","789.21","549.97","1.35"
"Lesotho",,"140.19","62.52","-4.75","82.42","0.33","0.44","0.1",,"0.3",,,,"-0.41","0.82",,,,,"0.18","4.59","0.09",,,"0.04","0.3","0",,"0.03",,,"0.12","0.74","0.32","54.85","8.39",,,,,,,,"-1.5",,,,,,"0",,,,"0.06",,"0.19","-1.75",,"-2.04","-2.04","0.48","0.48","0.01","0.47",,,,,,,,,,"15.34","0.57","0.32","3.26","1.05","0.72","1.05",,,"1.2",,"2.01",,"0.6",,,"3.94","0.61",,"28.09","28.09",,"28.09",,"32.17","3.27",,,,"7.85",,"1.14","0.12","18.8",,"0.19",,,"0.79",,,,"0.02",,,"0.1",,"0.17",,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,"60.64","1.16",
"Liberia",,"581.18","318.18","6.57","256.44","4.91","0.34",,"0.01","0.33",,"0","0.02","0.12","50.73",,"0","0.53","4.5","0.51","25.59","0.58",,,,"4.82",,,,,"1.32","34.3","0.08","11.91","182.5","38.03",,,,,,"0.12",,"0.45",,,,,,,"0.23",,,"0.03",,"0.35","4.45",,"-2","-2","40.35","40.35","0.05","40.3",,,,,,,,,,"37.69","0.3","0.14","3.11","0.39","0.43","7.3",,,"2.18","5.57","4.91",,"7.45",,,"4.66","1.26",,"108.37","108.37",,"108.37",,"34",,,,,,,"13.81","3.24","15.79",,"0.99",,,"0.17",,,,"0.09",,,"1.71",,"1.82",,,,,"0.04",,,,,,,"0.02",,,,,"1.22",,,,,,,,,,,,,,,"271.69","103.41",
"Libya",,"294.18","184.8","3.19","106.19","1.12",,"2.6","1.49","2.73","1.09","4.24","0.78","5.18","32.74",,"0.02",,"0.05","17.54","3.24","1.73","1.2","7.67",,"4.09","0.08",,,,"0.72","5.07","7.83","20.96","63.74","84.86",,,"0",,"0.06",,,,,,,"0.04","0.03","0.03",,,,"0.01",,"0.63","0.95",,,,"0.01",,,,,,,,,,,,"0.01","17.43","0","0.13",,"0.9",,"0.15",,,"2.34",,"1.97",,"2.05",,,"7.65","2.23",,,,,,,"3.88",,,,,"3.76",,,,,,"0.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.12",,,,"146.14","101.43","1.12"
"Macau (China)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madagascar",,"732.26","280.37","13.56","438.33","4.87","0.37","0.05","2.28","2.24",,,"0.21","77.67","35.07",,"0.01",,"0.03","3.17","32.55","3.28","0.45",,,"9.06","0.04",,,,"0.02","0.65","3.13","4.06","106.05","74.27",,,,,,"0.03",,"-1.42",,,,"0.08",,"0","9.89",,,"0.07",,"0.46","1.98",,"42.93","42.93","24.96","24.96",,"24.96",,,,,,,,,,"70.42","0.8","0.43","22.76","1.5","0.42","10.94",,,"4.21",,"14.76",,"3.36",,,"10.54","0.7",,"186.19","186.19",,"186.19",,"39.56",,,,,"5",,"15.65","3.66","13.19",,"3.3",,,"-1.24",,,,,,,"0.24",,"-0.08",,,,"0.17",,,,,,,,"2.28",,,,,,,,,,,,"0.02","2.24",,,,,,,"260.79","123.71",
"Malawi",,"1167.64","601.83","7.12","558.69","44.71","1.41","0.06","7.32","9.4",,,"0.97","0.08","66.11",,"0","8.83","24.73","0.43","50.84","2.98","0.96",,"0.3","55.93","0.03","0.05",,,"0.15","3.83","0.82","103.86","262.73","128.12",,,,,,,,"-1.09",,,,"0",,"0.02","0.28",,,"0.1",,"0.23","1.19",,"-1.47","-1.47","34.79","34.79","0.03","34.76",,,,,,,,,,"56.01","0.12","0.38","15.64","1.62","0.82","10.49",,,"2.73","6.23","14.58",,,,,"2.77","0.66",,"147.51","147.51",,"147.51",,"193.74","2.5",,,,"13.35",,"18.63","0.58","159.84",,"3.37",,"-1.18","-3.35",,,,"0.1",,,"15.64",,"4.05","0.31",,"2.51",,"0.36",,,,,,,"4",,,,,"4.68",,"0.29",,,,,"1.36","9",,,"1.47",,,"0.95","493.44","208.58","2.42"
"Malaysia",,"-2.99","-21.81","5.91","12.91","1.05","2.46","0.13",,"0.31","0.03",,,"4.37","14.69","0","0.22",,,"0.04","-72.24","2.59",,,"0.27","0.09","0.45","0.05",,"0","-0.24","0.42","0.05","14.48","10.02","2.75",,,,,,,,,,,"0",,"0.03",,,,,"0.11",,"0.87","0.75",,,,"0.32",,,,,,,,,,,,"0.32","7.39","0.04","0.51",,"1.31",,"0.22",,,"0.57","3.09","0.8",,,,,,"0.86",,,,,,,"2.44",,,,,,,,"1.65","0.8",,,,,,,,,"0.07",,,,,,,"0.34",,,,,,,"0.09",,,,,"0.18",,,,,,"0.04",,,,,"0.1",,"0.24",,,,,"-28.33","34.65",
"Maldives",,"71.08","16.84","35.89","18.35",,"1.53","0.02",,"0.09",,,,"-1.59","0.34","0",,,,"0.56","13.58","0.22",,,"0.01",,,,"0",,"0","0.02",,"0.81","1.24","0.21",,,,,,,,"8.62",,,"0",,,,,,,"0.14",,"0.03","12.64",,"-1.43","-1.43","7.38",,,,"7.78","7.78",,,,,,,"-0.39","4.22","0.07",,"-0.33","0.01",,"0.4",,,"0.4",,"0.92",,,,,,"2.74",,"26.07","26.07",,"26.07",,"-18.1",,,,,,"1.16",,,,,"0.1",,"-0.55","-18.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.04","0.17",
"Mali",,"1815.81","790.97","255.51","769.32","21.32","3.62","1.8","17.4","72.16","1.56","41.57","0.21","101.5","107.48",,"0.01",,"1.49","4.32","8.59","3.18","24.65","40.81",,"29.63","0.03","0.24",,,"20.71","43.41","37.79","6.63","222.19","206.15",,,,,"0.11",,,"-4.36",,,"0.13",,"0.02","0","1.5",,,"0.01",,"2.46","254.47",,"-0.57","-0.57","19.09","24.36",,"24.36",,,,,,,,,"-5.27","63.9","0.51","0.37","14.88","0.33","0.88","7.77",,,"3.35","1.38","21.58",,"5.26",,,"5.23","2.36",,"396.57","396.57",,"396.57",,"84.18","1.2",,,,"6",,"27.65","4.86","42.16",,"0.22",,,"2.08",,,,,,,"13.52",,"0.04",,,"2.06","0.1","0.01",,,,"0.53",,,,,,,"0.3","0.51",,"0.28",,,,,"1.58",,"0.35",,"1.68",,,"0.36","522.86","413.8","2.04"
"Malta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall Islands",,"65.97","56.64",,"9.33",,"2.05",,,"0.07",,,,"0","0.82",,,,,,"10.41","0.21",,,"0.7",,,,,,,,"0.18","0.11","42.08","3.56",,,,,,,,,,,,,,,,,,,,,,,,,"-0.79",,,,"-0.79","-0.79",,,,,,,,"0.71","0.11","0.1",,"0.26",,,,,,,,,,,,,"0.24",,"5.85","5.85",,"5.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.49","0.93",
"Mauritania",,"396.51","71.94","25.2","299.37","1.24",,,"0.15","0.87","0.22",,,"16.47","21.92",,"0",,"0.4","0.07","9.12","0.21","0","0.01",,,,,,,"3.19","1.42","-0.03","0.02","17.91","73.73",,,,,,"0",,"1.65",,,,,"0.05",,,,,,,"0.57","-1.15",,"-0.48","-0.48","1.2","3.54",,"3.54",,,,,,,,,"-2.34","17.89","0.53","0.47","0.71","1.43","0.16","1.73",,,"1.64","5.52","3.08",,"1.05",,,"0.79","0.79",,"88.4","88.4",,"88.4",,"118.63",,,"122.82",,,,"3.99","0.69","1.51",,,,,"-10.37",,,,,,,"0.45",,"0",,,,,,,,,,,,,,,,,,"0.78",,,,,,"0.02",,,,,,,,"66.38","43.86",
"Mauritius",,"22.18","-13.8","19.89","16.08",,"0.5","0.03",,"0.41",,,"2.62","-23.51","1.81",,,,,"0.03","1.07","0.57",,,"0.05",,,,,,"0","0","0.01","2.56","0.06","2.96",,,"0",,,"0.01",,,,,,,,"0.01",,,,"0.08",,"0.08","0.07",,,,"0.5","0.5","0.65","-0.16",,,,,,,,,,"2.47","0.61","0.34","-0.54","0.66",,"0.6",,,"0.12",,,,,,,,"0.67",,"-0.61","-0.61",,"-0.61",,"10.77","4.19",,,,,,,"1.52","0.36",,"4.35",,"-0.2","0.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-17.59","-16.45",
"Mayotte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mekong Delta Project",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mexico",,"525.16","568.16","3.8","-46.8","47.62","0.44","3.45","0.05","12.23","0.05","0.14","0.21","49.03","295.7","0","0.81",,"0.34","0.53","8.72","1.43",,"0.15","0.11",,"0.31","0.21","0.08",,"3.16","0.28","1.58","31.21","157.95","-66.43",,,,,,"2.05",,,"0.02",,"0","0.01",,"0.01",,,,"0.06",,"1.57","0.03",,,,"2.99",,,,,,"2.99","2.99",,,,,,"8.5","0.3","0.51",,"2.89",,"0.36",,,"1.97",,"1.11",,,,,,"1.37",,,,,,,"8.13",,,,,,"0.82",,"6.86",,"0.22","0.23",,,,,,,"0.41",,,"0.81",,,"2.63","1.75","0.33","10.08","8.4",,,,,"0.18",,"3.77",,"2.81","1.28",,,,,"4.61",,"6.5",,,"0.03","3.85",,,,,"0.2","555.37","385.71","0.2"
"Micronesia",,"92.54","75.49",,"17.05","0.72","4.17",,,"0.07",,,,,,,,,,"0.28","11.41","0.57",,,"1.04",,,,,,,,,"0.18","57.78",,,,,,,,,,,,,,,,,,,,,,,,,,"-2.32",,,,"-2.32","-2.32",,,,,,,,"0.76","0.29",,,,,,,,,,,,,,,,"0.47",,"18.01","18.01",,"18.01",,"0.6",,,,,,,,,,,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.72",,,,,,,,,,,,,,,,"69.72","0.46",
"Moldova",,"341.18","102.11","51.92","187.14","2.97",,"4.38","0","0.12","4.53","-0.02","0.37","2.6","13.7","0.02","0.55",,,"0.38","0.96","0.43","0.11","0.28",,"2","2.77","0","1","0.04","0.17","15.96","15.67","1.08","35.02","167.23",,"0.27",,,"1.44","0.8",,,"0.1",,"0.2",,"0.01","42.07","0.16",,,"0",,"6.86",,,"2.17","2.17","-1.07",,,,,,,,,,"-1.07",,,"9.27","0.54","0.93","3.51","1.07","0.08","0.34",,,"1.04","0.14","0.95",,,,,,"0.66",,"-0.27","-0.27",,"-0.27",,"9.82",,,,"0.06",,,"0.51","0.38","6.71",,"0.09",,,,"2.08",,,,,,,,,,,,,,,,"0.56",,,,,,,,,,,,,,"2.41",,,,,,,,,,"53.85","47.91",
"Mongolia",,"310.56","234.77","6.22","69.56","0.24","6.19","3.42","1.9","5.67","0.44",,"0.3","1.08","26.21",,"4.35",,,"0.14","85.8","54.23","1.35","0.45","0.39","0.18","10.64",,"0.02",,"-0.97",,"14.86","2.26","15.87","19.05",,"0.05","0.01",,,"0.03","0.05","-2.31","0.01",,"0.03",,,"0.01","2.07",,,"0.08",,"4.87","1.31",,"-0.17","-0.17","25.1",,,,"25.1","25.1",,,,,,,,"7.91","0.54","0.27","0.9","1.26",,"0.48",,,"1.22",,"1.26",,,,,,"1.99",,"12.21","12.21",,"12.21",,"5.46",,,,,,"0.25","0.24","1.04","2.83","0.48","1.69",,"-1.07",,,,,,,,"0.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.03",,,,,,"137.02","51.59",
"Montenegro",,"95.66","5.19","-1.22","91.69","1.12","0.01","1.21","0.01","0.05","1.58",,,"-0.67","-7.53","0.03","0.65",,,"-0.04","0.24","0.09","0.08",,,"2.12","-0.71",,"0.07","1.72","-0.51","0.19","0.02","4.86","1.7","92.88",,"0.1","0",,,,,,,,,,,"0","0.01",,,"0.02",,"1.78","-3.31",,,,,,,,,,,,,,,,,"4.38","0.02","0.02","0.53","0.51",,"0.28",,,,"1.31","0.88",,"0.66",,,,"0.17",,"-7.94","-7.94",,"-7.94",,"2.37",,,,"0.06",,,,"0.22","0.26",,"0.15",,,,"1.67",,,,,,,,,,,,,,,,"1.12",,,,,,,,,,,,,,,,,,,,,,,,"-1.39","0.96",
"Montserrat",,"36.27","31.75",,"4.53",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,"31.73",,"4.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.05",,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.75","31.73",
"Morocco",,"751.72","272.95","-37.76","516.53","1.12","0.03","0.59","15.66","4.74","0.02","1.96","0.16","186.81","18.28","0","2.18",,,"1.23","-59.22","6.02","0.08","1.21",,"1.13","0.25","0.16",,"0.02","18.93","0.19","5.46","12.32","54.73","439.85",,,,,,"0.09",,"-40.82",,,"0",,"6.03","0.1",,,,"0.08",,"0.88","10.14",,,,"-2.31","-0.08","1.75","-1.83",,,,,,,,,"-2.23","7.73","0.31","0.34","-1.97","0.65","0.52","0.37",,,"1.42","2.27","2.32",,,,,,"1.5",,"-1","-1",,"-1",,"72.25","1.81",,"43.98",,,,,"1","7.36","0.02","19.03",,,"-0.95",,,,,,,,,,,"0.08",,,"0.28",,,,,,,,,,,,"0.76","0.01",,,,,,,,,,,,,,"218.89","260.06",
"Mozambique",,"1841.39","1094.8","22.56","724.03","41.17","1.66","7.72","10.31","56.29","0.23","16.54","17.46","7.61","47.99","0","0.01","0.18","29.7","27.94","91.79","26.52","0.55","48.33","0.36","57.86","0.02","26.58",,"0.06","13.7","86.05","35.1","132.19","352.07","54.69",,,,,"0.03","0.02",,"-0.04",,,,"0.02","0.65","0.09","9.74",,,"0.28",,"1.54","6.29",,"77.48","77.48","50.55","49.68","0.09","49.59",,,,,,,,,"0.86","63.78","0.57","0.36","7.77","1.4","0.96","9.14",,,"4.15","2.03","25.52",,,,,"10.82","1.07",,"250.66","250.66",,"250.66",,"226.88",,,,,"28.95",,"26.76","1.89","167.44","0.05","0.03",,"1.31","0.44",,,,"0.03",,,"26.99",,"1.56",,,"2.48",,"0.2","1.38",,,,,,,"2.39",,"0.08","1.93","1.73",,,,,,,"1.36","0.3","0.28",,,,,"0.47","715.87","472.99","0.47"
"Myanmar",,"2044.22","1503.83","29.4","511","18.07","57.49","0.47","0.01","38.3","1.35","29.31","15.77","5.91","66.5",,"0.28",,"2.95","13.9","756.93","88.03","5.71","2.44","15.68","31.73","0.33","0.06",,,"0","33.75","44.61","144.24","148.06","120.24",,,,,"0.02","0.07",,,,,"0.01",,,,"1.23",,,"23.8",,"3.53","1.04",,,,"19.89",,,,"19.89","19.89",,,,,,,,"54.67","0.85","0.6","7.08","3.34","0.59","6.22",,,"4.27",,"15.88",,"1.55",,,"9.19","5.08",,"208.56","208.56",,"208.56",,"107.64",,,,,"3.49",,"32.4","0.74","69.23","0.41","0.23",,,"1.13",,,"0.01","0.14",,,"4.94",,"1.17",,,,"0.85","0.07",,,"4.54",,,,,,"0.04",,,,,,,,"0.25","0.2","4.12",,"0.28","0.32",,,,"1.14","1173.85","322.99","1.14"
"Namibia",,"144.23","101.15","-0.42","43.51","0.74","0.33","0.04","0.03","0.26","0.14",,"0.76","-0.5","70.16",,"0.04",,"0.02","0.04","-4.82","0.58",,,,"0.7","0.05","0.26",,,"-3.07","0.89","0.51","1.44","33.28","14.63",,,"0",,,"0.01",,"-1.55",,,,"0",,,"0.22",,,"0.01",,"0.82","0.02",,,,"-0.63","-0.63","0.25","-0.88",,,,,,,,,,"7.06","0.56","0.21",,"1.43","0.74","0.74",,,"1.25",,"0.99",,,,,"0.11","1.01",,,,,,,"22.45","0.21",,,,,,,"2.22","12.74",,"7.43",,"-0.15",,,,,"0.05",,,"0.34",,"0.28",,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,"99.86","70.3",
"Nauru",,"54.33","29.59",,"24.74",,"17.84",,,"0.07",,,,,,,,,,"0.28","8.39","0.08",,,"2.82",,,,,,,,"0.11",,,"0.65",,,,,,,,,,,,,,,,,,,,,,,,,"5.15",,,,"5.15","5.15",,,,,,,,"0.1","0.03",,,,,,,,,,,,,,,,"0.06",,,,,,,"18.84",,,,,,,,,,,"18.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.74","0.28",
"Nepal",,"1332.63","554.21","1.09","777.34","12.45","11.78","2.07","0.29","6.82","0.03","-9.99","14.74","0.51","45.85",,"0.01",,"0.51","1.56","126.52","18.55","2.76","0.05","0.99","25.6","0.2","0","0.04",,"0.07","1.9","37.73","114.92","150.69","49.35",,,,,,"0.18",,"0.1",,,"0","0","0.08","0.01",,,,"0.26",,"0.22","0.52",,,,"216.76",,,,"215.97","215.97",,,"0.62",,,,"0.16","43.39","0.36","0.41","12.71","2.11","0.19","7.15",,,"3.12","3.24","8.53",,,,,"1.8","3.76",,"428.59","428.59",,"428.59",,"39.25",,,,,,"8.16","24.76","0","14.27","0.25","0.48",,"-0.55","-8.12",,,,,,,"5.1",,"0.82",,,,"0.67","0.33",,,,,,,,"0.02",,,"4.3",,,,,,"0.18",,,"0.04","0.2","0.23","0.56",,,,"446.87","175.53","0.56"
"Netherlands Antilles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Caledonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
