Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Indonesia","","1738.63","1610.66","-1.09","129.06",,"86.5","0.37","1.4","21.63","0.04","2.74","0.66","57.04","-91.1","0.01",,,,"3.34","1141.78","30.17","0.19","76.89","4.84","6.57",,,,,"9.68","5.94","3.92","37.17","210.88","27.97",,,,,,"0.01",,"-2.68",,,,,,,,,,,,,"1.58",,,,"-1.24",,,,,,,,,,,,"-1.24","27.59",,,"-1.09",,,"5.89",,,"4.48","5.92","5.59",,,,"6.78","0.02",,,"63.77","63.77",,"63.77",,"10.97",,,,,,,,"3.79","6.02",,,"1.39","-0.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1380.74","104.37",
"Iran","","131.05","102.83","1.74","26.48",,,"5.73","4.36","0.9","0.01","0.52","3.26","9.51","38.77","0.55","0.08",,"1.13","3.43","11.32","0.53","0.53","7.7","0.09","9.7","0.04","0.04","0.06",,"1.18","0.36","1.39","1.11","0.53","5.11",,,,,,,,,,,"0.01",,,,,,,,,"1.02","0.71",,,,"-0.26",,,,,,,,,,,,"-0.26","20.91",,,,,,"0.8",,,"2.26","10.81","2.32",,,,"3.56","1.16",,,,,,,,"0.72",,,,,,,,"0.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.57","78.37",
"Iraq","","2287.65","2178.32","38.96","70.37",,"41.12","3.88","-0.19","47.86","39.96","2.08","4.21","12.11","35.94","5.47","0.15","1.19","6.08","9.84","3.13","40.57","4.18","73.27","9.64","58.68","0.65","8.26","0.82",,"22.4","12.13","5.58","179.98","1549.33","60.73",,,,,"0.11",,,,,,"0.04",,,,,,,,,"1.25","37.56",,,,,,,,,,,,,,,,,"9.64",,,,,,"1.62",,,"0.4","2.12","3.86",,,,"1.14","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1838.19","421.22",
"Israel","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamaica","","10.55","1.33","1.74","7.48",,,"0.01","2.14","8.56","0.19",,,"-0.64","-2.73",,"0.01",,,"-3.21","-11.41","0.08",,"-2.28","0.05","0.5",,,,,"0.04","0.35",,"8.49","1.18","1.54",,,,,,"0",,"1.74",,,,,,,,,,,,,,,,,"3.92",,,,,,,,,"3.92",,,,"2.61",,,"-0.07",,,"0.47",,,"0.06",,"0.68",,,,"1.47",,,,,,,,,"-0.59",,,,,,,,"0.21",,,,,"-0.18","-0.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.24","2.37",
"Jordan","","1321.22","1092.35","92.79","136.08",,,"0.36","0.9","3.31","0.24","0.02","0.06","2.26","50.35","1.85","0.02",,"0.06","4.79","48.33","-0.12",,"0.38",,"1.53","0.05",,,,"22.12","1.34","2.21","3.85","948.44","43.26",,,,,,"20.16",,"-6.71",,,,,,,,,,,,"0.03","79.31",,,,"-0.89",,,,,,,,,,,,"-0.89","94.64",,,"0.03",,,"0.53",,,"0.34","1.2","0.74",,,"88.7","1.78","1.32",,,"-2.55","-2.55",,"-2.55",,"1.62",,,,,,,,"1.97","0.33",,,"0.22",,"-0.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1061.33","88.65",
"Kazakhstan","","289.56","233.01","37.11","19.44",,,"0.19",,"0.84","0.18","0.15",,"1.74","16.37","0.29","0.08",,"0.05","0.04","136.27","2.42","0.6","2.51","0.02","1.48","2.1",,"0.19",,"17","0.51","0.29","1.88","47.81","6.87",,,,,"0.01","3.85",,"0.97",,,,,,,,,,,,"2.87","29.41",,,,"3.08",,,,,,,,,,,"2.84","0.24","3.87",,,,,,"0.64",,,"0.51","0.91","1",,,,"0.81",,,,,,,,,"5.62",,,,,,,,"4.98","0.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"204.95","43.88",
"Kenya","","522.9","320.07","3.44","199.39",,"0.89","0.99","6.35","7.98","0.07","12.62","5.64","20.49","35.44","0.25",,,"6.44","-8.3","-6.59","-0.63","0.12","7.69","0.37","10.27","0.07",,"0.28",,"2.41","25.56","1.03","79.41","111.22","16.67",,,,,,"0.6",,"1.85",,,,,,,,,,,,,"0.99",,"15.36","15.36","-0.38","-0.4",,"-0.4",,,,,,,,,"0.02","54.63",,,"0.36",,,"6.28",,,"2.18","24.71","6.77",,,,"2.7","11.63",,,"103.4","103.4",,"103.4",,"9.71",,,,,,,,"1.37","8.32",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"239.65","195.53",
"Kiribati","","16.23","12.83","0","3.4",,"6.03",,,,,,,"0.04","0.06",,,,,,"3.7",,,,"2.13",,,,,,,,,,"0.87","2.73",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.47",,,,,,,,,,,,,,,"0.47",,,,,,,,,"0.2",,,,,,,,"0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.67","0.1",
"Korea","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kuwait","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyrgyzstan","","174.3","113.58","5.42","55.3",,,"0.37",,"0.43","0.12","0.05","0.42","0.71","14.79",,"0.01",,,"0.01","31.23","0.62",,"4.76","0.03","3.07","0.04",,"0.19",,"0.03","0.97","8.6","7.07","40.06","10.05",,,,,"0.01","0.88",,"2.26",,,,,,,,,,,,"2.27",,,"5.11","5.11","1.81",,,,,,,,,,,"1.95","-0.14","5.57",,,"0.82",,,"1.63",,,"0.6","0.9","0.95",,,,"0.67",,,,"31.86","31.86",,"31.86",,"0.9",,,,,,,,"0.21","0.09",,,,,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94.3","29.54",
"Lao People's Democratic Republic","","253.67","191.3","0.01","62.36",,"9.94","0.02","4.1","1.73",,"3.17","1.99","18.46","15.85",,"0.01",,"0.32","0.58","86","2.11","7.75","0.87","0.9","4.06","0.14","0.1","0.02",,,"22.66","3.18","0.54","6.8","8.07",,,,,,"0.01",,,,,,,,,,,,,,,,,"-2.69","-2.69",,,,,,,,,,,,,,"11.07",,,"2.28",,,"2.06",,,"1.22",,"1.49",,,,"1.88","2.14",,,"41.65","41.65",,"41.65",,"4.26",,,,,,,,"0.2","2.36",,,,"0.58","1.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129.96","76.58",
"Lebanon","","534.64","119.15","303.3","112.19",,"0.51","0.21",,"2.13","0.18","0.01","0.06","46.82","8.88","3.77",,,,"1.24","13.51","0.12","0.58","0.61",,"6.03","0.04",,,,"2.86","1.09","0.61","0.29","29.6","54.26",,,,,,,,"-2.68",,,"0.01",,,,,,,,,"0.02","305.95",,,,"-0.84",,,,,,,,,,,,"-0.84","56.8",,,"0.39",,,"0.54",,,"0.52","2.07","0.65",,,"51.11","1.52",,,,,,,,,"1.97",,,,,,,,"1.02",,,,,,"0.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102.47","66.64",
"Lesotho","","79.13","32.94","-1.03","47.22",,"0.51","0.1",,"0.67","0.01","0.49",,"-0.76","6.24",,,,"12.44",,"4.01","0.05",,"0.08","0.15","0.29",,,,,,"0.02","0.85","5.13","2.66","22.89",,,,,,"0.01",,"-1.04",,,,,,,,,,,,,,,"2.36","2.36","1.72","1.72",,"1.72",,,,,,,,,,"7.39",,,"1.25",,,"0.64",,,"0.4",,"1.23",,,,"1.45","2.42",,,"11.65","11.65",,"11.65",,"1.21",,,,,,,,"0.26","1.45",,,,,"-0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.95","23.75",
"Liberia","","106.78","70.32","0.01","36.45",,,"0.43","0.23","1.77","0.04","0.25","1.47","1.29","-3.21","0.16",,,"3.04",,,,"0.45","8.98","0.18","8.98","0",,,,"0.46","5.14","2.82","7.63","30.21","14.92",,,,,,,,,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,"21.32",,,,,,"1.04",,,"0.56","5.89","5.39",,,,"1.95","6.49",,,,,,,,"0.21",,,,,,,,"0.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37.69","26.36",
"Libya","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macau (China)","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madagascar","","545.36","224.99","-0.97","321.34",,,"1.53","1.29","1.75",,,"0.19","128.14","16.4","0.02",,,,"0.08","9.7","0.08","0.16","0.63",,"6.16",,,,,"5.26","0.19","5.17","5.06","43.18","86.99",,,,,,,,"-0.97",,,,,,,,,,,,,,,"12.36","12.36","12.07","12.07","3.92","8.15",,,,,,,,,,"21.02",,,"2.36",,,"4.85",,,"2.13",,"4.74",,,,"2.27","4.67",,,"187.55","187.55",,"187.55",,"1.35",,,,,,,,"0.5","2.29",,,,,"-1.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"204.31","158.95",
"Malawi","","519.57","310.92","0.49","208.16",,"1.1","-1.12","1.96","16.66",,"4.17","1.02","2.82","29.4","0.07",,"1.96","4.23","0.01","31.41","0.02","1.43","7.33","0.08","28.16",,,,,"0.27","13.93","0.15","106.35","59.51","79.89",,,,,,"0.02",,"0.47",,,,,,,,,,,,,,,"1.41","1.41","30.79","28.71","2.72","25.99",,,,,,,,,"2.08","20.1",,,"0.3",,,"4.6",,,"3.18","1.4","4.95",,,,"1.49","4.18",,,"69.13","69.13",,"69.13",,"6.84",,,,,,,,"1.94","0.31",,,,"4.16","0.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246.16","171.87",
"Malaysia","","110.32","103.84","-1.59","8.07",,"1.44","0.06","0.09","0.47",,"10.11","0.01","-3.5","6.28",,,,,"0.04","79.15","0.24",,"0.12","0.09","1.35",,,,,"5.43","0.01","0.2","-0.33","2.58","0.14",,,,,,,,"-1.68",,,,,,,,,,,,,"0.09",,,,"-0.51",,,,,,,,,,,,"-0.51","3.37",,,,,,"0.37",,,"0.22","1.11","0.45",,,,"1.22",,,,,,,,,"5.07",,,,,,,,"3.64",,,,"1.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.69","18.32",
"Maldives","","17","8.78","2.58","5.64",,"1.21","0.01",,"0.23","0.01","0.14","0.06","0.03","0.01",,,,"0.07",,"6.24","0.03",,,"0.35","0.14",,,,,,,,"0.34","-0.09",,,,,,,,,"2.58",,,,,,,,,,,,,,,,,"0.24",,,,,,,,,,,,"0.24","3.04",,,"-0.14",,,"0.74",,,"0.28",,"0.52",,,,"1.64",,,,"2.48","2.48",,"2.48",,"-0.12",,,,,,,,"0.83",,,,,,"-0.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.76","0.67",
"Mali","","556.23","272.03","-2.05","286.25",,,"0.07","4.46","25.2","0.07","0.05","0.06","69.89","23.53",,,,"0.08","0.13","14.05","0.06","6.4","42.62","0.04","7.48","0.01",,"0.02",,"1.27","11.46","8.85","0.21","56.02","107.92",,,,,,"0.02",,"-0.34",,,,,,,,,,,,,"-1.73",,"-0.19","-0.19","41.43","43.01",,"43.01",,,,,,,,,"-1.58","22.9",,,"4.85",,,"3.83",,,"1.98","0.04","5.13",,,,"3.24","3.83",,,"106.62","106.62",,"106.62",,"7.57",,,,,,,,"2.65","0.68",,,,,"4.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"189.03","160.33",
"Malta","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall Islands","","52.13","51.49","0.01","0.63",,"0.66",,,,,,,,,,,,,,"3.44",,,,"0.17",,,,,,,,,,"47.22",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.44",,,,,,"0.06",,,,,,,,,"0.38",,,,,,,,,"0.19",,,,,,,,"0.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.66",,
"Mauritania","","260.85","136.2","3.22","121.43",,,"0.1","1.42","2.17",,,"0.11","45.5","10.33","0.12",,,"0.12","2.21","23.93","0.1",,"0.56",,"0.82",,,,,"17.46","1.05","0.85","1.63","27.72","47.68",,,,,,"0.5",,"-3.69",,,,,,,,,,,,,"6.41",,"-6.79","-6.79","23.34","18.48","5.3","13.18",,,,,,,,,"4.86","15.69",,,"-0.16",,,"2.09",,,"1.43","0.28","1.21",,,,"2.25","8.59",,,"41.6","41.6",,"41.6",,"-0.09",,,,,,,,"0.29",,,,,,"-0.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113.49","80.61",
"Mauritius","","-14.52","-17.68","0.62","2.54",,,"0.01","0.43","0.28",,,,"-20.49","-0.4",,,,,,"2.92","0.01","0.57","0.01","0.02",,"0",,,,,"0.01",,"-1.21","0.16","0.47",,,,,,"0.02",,"0.6",,,,,,,,,,,,,,,,,"-0.14","-0.14",,"-0.14",,,,,,,,,,"2.7",,,"0.8",,,"0.18",,,"0.07",,"0.47",,,,"1.18",,,,"-0.61","-0.61",,"-0.61",,"0.12",,,,,,,,"0.22",,,,,"-0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-18.74","-21.07",
"Mayotte","","166.04","166.05",,"-0.01",,,,,,,,,"166.05",,,,,,,,,,,,,,,,,,,,,,"-0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166.05","166.05",
"Mekong Delta Project","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mexico","","115.64","73.8","0.81","41.03",,,"0.23","0.41","4.95",,"-1.2","0.44","5.34","22.65","0.22",,,"0.08","0.29","11.3","0.17","0.37","-0.01","0.32","0.09","0.02",,,,"-26.53","0.47","0.34","-3.64","57.49","5.75",,,,,,"0.67",,,,,,,,,,,,,,,"0.14",,,,,,,,,,,,,,,,,"7.39",,,,,,"0.74",,,"2.54","1.48","0.66",,,,"1.97",,,,,,,,,"27.89",,,,,,,,"27.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98.38","-0.86",
"Micronesia","","112.27","111.89","0.01","0.37",,"1.09",,,,,,,"0.02","0.01",,,,,,"7.81","2.57",,,"0.43",,,,,,"0.1",,,,"99.86",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.31",,,,,,,,,"0.02",,,,,,"0.29",,,,,,,,,"0.06",,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107.7","0.13",
"Moldova","","119.06","82.37","2.74","33.95",,,"2.09","0.03","0.5","1.62",,"0.04","2.71","5.52","1.67","0.02",,"0.07","1.14","4.3","0.06","0.29","4.91",,"2.27","0.25","0.01","0.01",,"0.03","4.55","3.27","5.31","41.7","8.48",,,,,,"2.54",,,,,,,,,,,,,,"0.2",,,,,"0.47",,,,,,,,,,,"0.47",,"6.48",,,"2.43",,,"1.02",,,"0.19","0.88","0.67",,,,"1.29",,,,"15.91","15.91",,"15.91",,"2.61",,,,,,,,"1.52","1.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.18","30.27",
"Mongolia","","213.57","157.11","6.3","50.16",,"1.41","0.68","0.01","1.22","1.68","2.07","0.3","1.84","29.94",,"0.28",,"0.09","0.02","67.27","5.91","0.62","5.42","0.25","2.47","0.18",,"0.18",,"6.52","10.61","1.5","0.56","16.08","2.74",,,,,,"0.04",,"1.14",,,,,,,,,,,,"5.12",,,"2.83","2.83","1.51",,,,,,,,,,,"1.51",,"7.67",,,"1.5",,,"1.02",,,"1.49","0.05","0.87",,,,"2.74",,,,"27.88","27.88",,"27.88",,"7.53",,,,,,,,"2.49","0.92",,,,"4.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116.93","61",
"Montenegro","","8.14",,,"8.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.14","8.14",,"8.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montserrat","","36.59","36.31",,"0.28",,,,,"0.11",,,,,,,,,,,"0.05",,,,"0.01",,,,,,,,,"36.14",,"1.04",,,,,,,,,,,,,,,,,,,,,,,,,"-0.75",,,,,,,,,"-0.75",,,,"-0.01",,,,,,"-0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.3","36.14",
"Morocco","","584.39","336.43","78.76","169.2",,,"0.32","10.01","4.69","0.09","-1.17","0.19","205.03","15.7","0.21","0",,,"21.94","64.79","0.68","2.03","1.8",,"0.36","0.01","0.07",,,"15.33","0.74","3.4",,"-9.79","147.17",,,,,,"0.75",,"14.77",,,,,,,,,,,,,"63.24",,,,"4.01","0.72",,"0.72",,,,,,,,,"3.29","5.45",,,"-2.46",,,"0.85",,,"2.1","0.19","1.44",,,,"2.95","0.38",,,"-1.35","-1.35",,"-1.35",,"13.92",,,,,,,,"12.59","1.86",,,,,"-0.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"302.36","272.3",
"Mozambique","","1049.52","698.37","1.68","349.47",,"4.59","3.35","8.71","26.7","0.01","66.43","21.99","16.59","37.91",,,"1.02","39.9","15.09","35.27","0.1","0.73","47.27","0.61","54.11",,"19.11","0.18",,"22.58","56.53","20.82","63.37","135.4","90.17",,,,,,,,"1.58",,,,,,,,,,,,,"0.1",,"3.13","3.13","31.45","31.94",,"31.94",,,,,,,,,"-0.49","44.96",,,"6.02",,,"8.91",,,"9.04","1.54","7.8",,,,"2.88","8.77",,,"159.05","159.05",,"159.05",,"20.71",,,,,,,,"1.55",,,,,"7.04","12.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"330.33","419.75",
"Myanmar","","125.02","90.06","0.08","34.88",,"5.37",,,"1.41",,"1.59","0.25","1.21","2.4",,,,"0.52","0.38","43.08","6.64","0.28","0.64","0.42","5.1",,,,,,"2.2","1.92","11.09","5.56","10.62",,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.72",,,,,,"5.79",,,"1.73","3.28","7.17",,,,"4.68","1.07",,,,,,,,"0.54",,,,,,,,,,,,,,"0.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.13","20.56",
"Namibia","","148.38","111.69","0.92","35.77",,"0.15","0.53","1.75","0.58","0.38","2.4","9.6","2.93","31.84",,,"1","0.16","0.02","0.82","0.02","5.92","2.94","0.09","3.81",,"0.09",,,"4.35","9.84","0.36","2.91","29.2","24.57",,,,,,"0.01",,"0.91",,,,,,,,,,,,,,,,,"-0.06","-0.06",,"-0.06",,,,,,,,,,"8.75",,,"-0.28",,,"0.06",,,"0.81","4.06","0.77",,,,"2.1","1.23",,,,,,,,"2.51",,,,,,,,"2.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.3","75.66",
"Nauru","","16.14","16.01",,"0.13",,"15.76",,,,,,,"0.01",,,,,,,"0.22",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.13",,,,,,,,,,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.23","0.01",
"Nepal","","452.88","321.92","-1.06","132.02",,"3.24","2.33","1.87","6.08","0.01","40.05","5.3","-0.87","63.05","0.01",,,"0.31","0.27","60.61","1.53","0.62","9.9","0.78","20.22","0",,"0.02",,"0.04","1.21","14.44","53.1","37.8","16.21",,,,,,"0.18",,"-1.24",,,,,,,,,,,,,,,"6.85","6.85",,,,,,,,,,,,,,"28.25",,,"-0.41",,,"5.43",,,"2.83","4.63","4.2",,,,"5.29","6.28",,,"79.32","79.32",,"79.32",,"1.39",,,,,,,,"1.55","0.17",,,,"-0.2","-0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220.04","177.22",
"Netherlands Antilles","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Caledonia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicaragua","","737.34","526.4","0.04","210.9",,,"7.12","1.94","8.45","0.39","32.04","7.89","26.27","128.63",,,,"0.98","45.87","24.38","4.26","7.13","22.26","0.07","12.67",,,,,"72.67","35.92","15.1","2.73","69.63","52.67",,,,,,"0.04",,,,,,,,,,,,,,,,,"23.95","23.95",,,,,,,,,,,,,,"9.37",,,"1.09",,,"2.3",,,"2.12",,"0.72",,,,"1.48","1.66",,,"115.73","115.73",,"115.73",,"9.18",,,,,,,,"2.49","0.23",,,,"2.73","3.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"305.96","391.84",
