Recipient,"FakeColumn","Donor(s)","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"America, Total","","8647","6579.7","13.35","2053.95","65.44","1.22","28.91","107.47","457.73","4.11","94.53","46.05","232.81","917.62","3.72","0.2","2.1","23.35","65.44","142.61","55.84","38.59","262.02","4.04","137.91","0.56","3.3","0.18","0.05","1501.54","166.28","123.34","126.49","2031.69","1125.4",,,,"0.18",,"8.98",,"0.84",,,"0.01",,,,,,,"0.23",,"2.9","0.21",,"130.76","130.76","67.18",,,,,,,,,"67.82",,,"-0.64","187.7",,"13.84","7.49",,"9.94","34.24",,,"34.09","10.4","28.36",,"0.79",,,"6.98","41.57",,"208.36","208.36",,"208.36",,"334.54",,,,,,,"6.42","146.3","154.48",,,"2.15","15.44","9.75",,,,,,,"65.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3974.39","3623.22",
"Caribbean & Central America, Total","","4109.85","2866.03","5.46","1238.36","28.05","0.63","21.3","34.72","215.85","2.15","51.92","28.14","96.31","168.82","0.78","0.14","2.1","17.67","17.93","183.88","36.38","27.42","60.39","1.6","51.98","0.11","0.27","0.05","0.02","676.13","83.94","40.47","98.26","946.67","613.23",,,,"0.18",,"2.23",,"1.97",,,,,,,,,,"0.13",,"0.81","0.14",,"130.76","130.76","68.22",,,,,,,,,"68.22",,,,"80.44",,"3.12","12.38",,"5.77","21.38",,,"14.55","3.08","15.86",,"0.79",,,"3.51",,,"171.9","171.9",,"171.9",,"173.81",,,,,,,"2.56","60.43","87.95",,,,"15.24","7.63",,,,,,,"28.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1727.72","1386.47",
"Caribbean, Total","","1675.67","970.33","2.97","702.37","4.38","0.12","0.33","19.31","158.35","0.97","0.05","1.47","50.03","10.67","0.2","0.02",,"2.08","-2.07","39.78","8.58","1.27","-3.93","0.34","5.61","0.05",,,,"214.67","0.91","10.52","74.7","376.3","376.65",,,,"0.17",,"0.35",,"1.89",,,,,,,,,,"0.06",,"0.49","0.01",,"94.06","94.06","62.74",,,,,,,,,"62.74",,,,"42.42",,"1.5","9.47",,"3.92","12.92",,,"4.5","0.14","8.62",,"0.79",,,"0.56",,,"52.3","52.3",,"52.3",,"74.2",,,,,,,"0.19","9.73","56.19",,,,"-0.42","8.51",,,,,,,"4.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"707.76","370.73",
"Central America, Total","","2144.88","1704.9","2.46","437.52","21.77","0.17","16.02","14.39","56.96","1.18","30.91","19.02","25.77","136.36","0.33","0.12","1.67","10.39","17.62","144.05","27.8","26.01","63.93","0.76","27.8","0.06","0.27","0.05","0.02","441.27","67.55","19.71","22.23","532.48","163.74",,,,"0.01",,"1.88",,"0.08",,,,,,,,,,"0.07",,"0.29","0.13",,"36.7","36.7","5.74",,,,,,,,,"5.74",,,,"36.65",,"1.62","2.91",,"1.85","8.46",,,"8.68","2.94","7.24",,,,,"2.95",,,"118.04","118.04",,"118.04",,"76.64",,,,,,,"2.37","28.69","30.8",,,,"15.66","-0.88",,,,,,,"21.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"935.47","893.5",
"South America, Total","","3638.97","2913.93","7.89","717.15","37.39","0.59","5.63","72.05","117.42","1.96","39.43","17.42","136.28","469.33","2.36","0.06",,"5.68","47.18","-52.78","18.4","11.04","198.36","2.31","63.02","0.45","1.91","0.13","0.03","575.02","69","79.9","28.23","1003.52","483.71",,,,,,"6.75",,"-1.13",,,"0.01",,,,,,,"0.1",,"2.09","0.07",,,,"-1.04",,,,,,,,,"-0.4",,,"-0.64","57.17",,"10.72","-4.89",,"4.17","12.78",,,"12.28","7.32","11.32",,,,,"3.47",,,"36.46","36.46",,"36.46",,"140.85",,,,,,,"3.86","75.12","60.15",,,"2.15","0.2","-0.63",,,,,,,"37.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1749.18","1681.55",
"Northern America, Total","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, Total","","36225.3","23657.24","3975.54","8592.53","358.85","1083.22","64.72","110.85","845.28","57.18","430.6","176.39","1268.53","2293.74","63.31","14.34","3.76","78.98","184.85","2555.18","313.45","46.75","544","43.83","564.35","55.27","58.21","2.1","1.21","502.63","526.09","299.5","2161.72","9307.2","2554.65",,,,"3.33",,"47.1",,"73.48","0.79",,"6.44",,,"4.05",,"2454.69",,"31.31",,"509.59","844.76",,"-369.55","-369.55","229.37",,,,,,,,,,,,"229.37","1291.03",,"18.42","93.93",,"16.77","177.06","0.14",,"101.91","25.7","231.38",,"1.11","472.83",,"96.04","55.74",,"3853.3","3853.3",,"3853.3",,"1033.73",,,"-23.67",,,,"111.02","191.47","671.88",,,"27.08","6.13","49.82",,,,,,,"358.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18616.5","8641.47",
"Middle East, Total","","10377.2","5833.58","3039.33","1504.3","1.62","83.54","15.2","31","92.02","4.42","54.03","21.37","309.23","401.66","27.93","0.78","1.44","12.91","114.92","18.53","21.37","7.79","90.47","1.56","134.62","1.15","10.76","0.3","0.63","160.91","126.38","42.09","194.66","3851.91","839.19",,,,"2.04",,"34.17",,"22.63","0.04",,"0.01",,,"0.14",,"2230.81",,"0.21",,"139.44","609.84",,"-40.94","-40.94","41.62",,,,,,,,,,,,"41.62","559.52",,"3.06","10.29",,"1.5","16.94",,,"11.64","8.07","20.33",,,"472.83",,"14.86",,,"103.88","103.88",,"103.88",,"1.02",,,"-23.67",,,,"4.1","10.03","6.31",,,"0.09",,"4.16",,,,,,,"1.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4982.93","1586.5",
"South & Central Asia, Total","","17239.35","11909.44","674.09","4655.82","234.6","268.25","26.09","38.33","381.53","37.73","252","82.87","203.85","1143.82","29.06","9.07","2.32","26.07","107.82","1439.95","95.96","12.54","293.49","12.46","331","21.3","12.17","1.61","0.5","223.17","228.86","181.87","1632.52","4813.23","1259.39",,,,"1.04",,"10.83",,"63.14","0.75",,"6.42",,,"1.25",,,,"4.21",,"355.44","231.01",,"-278.21","-278.21","60.74",,,,,,,,,,,,"60.74","519.29",,"5.31","46.27",,"5.29","115.65","0.14",,"50.68","8.85","167.14",,"0.9",,,"63.32","55.74",,"2581.4","2581.4",,"2581.4",,"513.21",,,,,,,"93.45","59.62","318.14",,,"5.25","-1.7","38.45",,,,,,,"234.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9722.72","4382.87",
"Far East Asia, Total","","7600.68","5245.62","37.43","2317.63","78.31","710.19","22.82","38.35","120.39","15.03","118.99","55.48","754.56","589.58","2.68","4.46",,"40","-38.62","1068.29","188.49","26.42","151.73","29.42","76.41","32.82","35.28","0.19","0.08","97.7","130.56","71.42","330.52","572.38","367.72",,,,"0.25",,"2.1",,"-12.29",,,"0.01",,,"2.66",,,,"26.89",,"13.9","3.91",,"-50.4","-50.4","127.01",,,,,,,,,,,,"127.01","189.96",,"3.95","37.37",,"4.67","44.4",,,"30.15","8.78","42.57",,"0.21",,,"17.86",,,"1168.01","1168.01",,"1168.01",,"515.32",,,,,,,"13.47","117.64","347.43",,,"21.74","7.83","7.21",,,,,,,"78.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3397.1","2408.63",
"Europe, Total","","5792.46","3058.95","128.31","2605.2","5.75","0.28","147.62","-3.64","43.13","28.33","25.37","27.71","297.16","534.77","123.24","6.87","0.43","3.37","50.91","319.79","46.36","16.48","88.21",,"102.87","23.57","17.96","3.46","16.13","205.07","187.92","136.39","48","561.19","2344.04",,,,"0.19",,"21.79",,"-8.01","0.88",,"0.4",,,"0.37",,,,,,"105.74","6.95",,"-20.68","-20.68","7.87",,,,,,,,,,,,"7.87","110.51",,"10.88","10.24",,"2.88","14.34","12.72",,"8.11","21.15","9.39",,,,,,"20.8",,"80.89","80.89",,"80.89",,"82.57",,,,,,,"-0.44","25.96","49.81",,,,,"7.24",,,,,,,"5.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1854.95","1848.51",
"Oceania, Total","","1544.35","1351.68","0.62","192.05","2.76","703.64","1.3",,"23.21",,,"0.15","142.53","5.21","0.63",,"0.08","0.08","0.11","111.89","1.53","0.07","-0.49","135.87","1.76",,"0.1",,,"1.62","0.01","0.67","5.8","215.91","82.25",,,,,,"0.02",,"-0.44",,,,,,,,,,"0.92",,"0.12",,,"8.94","8.94",,,,,,,,,,,,,,"19.05",,,"-0.73",,"1.32","9.22",,,"1.56","0.49","7.19",,,,,,,,"13.3","13.3",,"13.3",,"68.51",,,,,,,"-1.45","18.34","51.68",,,,,"-0.06",,,,,,,"2.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"504.66","157.12",
"Melanesia, Total","","778.59","672.2","-0.31","106.7","1.15","530.74","0.76",,"1.01",,,"0.02","5.59","2.82",,,,"0.06","0.11","38.12","0.96",,"-0.49","60.35","1.71",,"0.1",,,"0.92","0.01",,"1.89","27.52","51.64",,,,,,,,"-0.44",,,,,,,,,,"0.07",,"0.06",,,,,,,,,,,,,,,,,,"12.72",,,"-0.47",,"1.32","8.32",,,"1.56","0.49","1.5",,,,,,,,"9.74","9.74",,"9.74",,"32.6",,,,,,,"-1.51","0.67","33.68",,,,,"-0.24",,,,,,,"1.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.06","11.79",
"Micronesia, Total","","265.57","257.6","0.07","7.9","0.14","33.13",,,"0.17",,,,,"0.25",,,"0.08","0.02",,"33.01","0.34",,,"6.55","0.05",,,,,,,"0.54","0.03","183.43","6.49",,,,,,,,,,,,,,,,,,"0.01",,"0.06",,,,,,,,,,,,,,,,,,"0",,,,,,"0",,,,,,,,,,,,,,,,,,"1.41",,,,,,,"0.06","1.35",,,,,,,,,,,,,"0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"216.89","0.3",
"Polynesia, Total","","261.53","235.71","0.04","25.78",,"41.89",,,"0.56",,,,"117.19","0.21",,,,,,"36.39","0.23","0.07",,"36.14",,,,,,"0.08",,"0.06","0.19","2.7","10.96",,,,,,"0.02",,,,,,,,,,,,"0.02",,,,,"8.94","8.94",,,,,,,,,,,,,,"0.64",,,"-0.26",,,"0.9",,,,,,,,,,,,,"3.56","3.56",,"3.56",,"1.68",,,,,,,,"1.5",,,,,,"0.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157.24","117.74",
"LDCs, Total","","39705.68","24320.42","470.88","14914.37","303.86","568.14","97.95","613.74","1154.22","39.21","799.08","267.75","1102.15","1641.49","28.93","10.7","12.07","412.38","375.73","1861.75","161.02","108.7","1094.56","71.95","901.84","15.66","136.36","0.69","0.5","969.35","807.73","471","2563.99","8031.78","3913.37",,,,"1.52",,"25.4",,"70.53","0.14",,"5.92",,,"0.19",,,,"29.76",,"136.68","200.74",,"1347.2","1347.2","1843.88","1605.02","148.91","1456.11",,,,,,"14.16",,,"224.7","1376.57",,"9.82","131.17",,"20.38","316.11",,,"133.52","65.96","463.56",,"37.96",,,"198.09",,,"4803.66","4803.66",,"4803.66",,"1629.69",,"57.58","214.16",,,,"225.71","81.73","975.7",,,,"40.54","34.27",,,,,,,"303.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16731.11","11086.65",
"Other LICs, Total","","801.77","667.37","-0.53","134.93","2.5","32.34","0.69","6.08","31.91","0.37","27.95","6.19","4.88","37.43","0.58","0.05",,"8.74","3.38","12.38","1.17","2.82","23.57","0.91","33.68","0.18","0.13",,"0.01","10.16","35.72","12.91","109.91","263.23","83.05",,,,"0.03",,"0.05",,"-0.72",,,,,,,,,,"0.03",,"0.07","0.01",,"-0.11","-0.11",,,,,,,,,,,,,,"37.96",,"0.45","-0.83",,"1.11","7.43",,,"5.42","1.22","12.12",,,,,"11.04",,,,,,,,"14.03",,,,,,,"6.8","0.33","7.38",,,,,"-0.48",,,,,,,"2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"463.12","278.84",
"LMICs, Total","","31888.73","19530.31","932.6","11425.82","378.72","951.92","116.43","234.26","537.57","36.01","431.4","128.17","2564.64","1711.29","87.25","4.73","4.06","70.37","222.66","2067.37","228.42","84.01","541.04","45.13","348.03","25.71","86.97","2.76","2.99","1268.37","431.82","294.53","1699.01","5303.39","3406.72",,,,"2.43",,"59.1",,"96.78","1.38",,"0.78",,,"3.81",,,,"2.48",,"228.03","537.81",,"462.58","462.58","465.76","283.03","18.31","264.72",,,,,,,,,"182.73","1050.67",,"12.73","83.42",,"14.57","148.11",,,"89.55","32.54","198.26",,"4.68","405.85",,"60.96",,,"4595.72","4595.72",,"4595.72",,"1444.36",,"21.89","102.36",,,,"102.81","142.4","971.73",,,"6.81","24.49","71.87",,,,,,,"378.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14105.93","9749.89",
