Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"South & Central Asia, Total","","19783.25","12358.99","789.53","6634.73","274.69","508.47","154.71","20.85","225.69","10.02","193.38","114.26","215.83","1796.13","1.61","1.48","0.72","11.57","54.8","2240.22","257.98","12.34","148.38","9.79","284.18","6.28","0.51","1.12","0.16","11.47","281.45","310.36","1942.95","3542.28","1192.28","0.66","0.08",,,"4.4","4.04","21.19","-16.06","0.66",,"0.25","0.08",,"1.09","249.81",,,"-3.78",,"353.12","173.99",,"-72.57","-72.57","1057.16",,,,"1057.01","1057.01",,,,,,,"0.15","473.38",,"8.12","68.85","12.21","5.32","75.33","0.14",,"49.59",,"175.67",,"8.76",,,"19.08","50.3",,"2976.56","2976.56",,"2976.56",,"1007.92","5.78",,,,,"106.21","343.91","101.71","376.36","1.13",,"1.08","2.43","42.62","26.69",,,,,,"257.96",,"3.24",,,"0.31",,,,,,"2.12",,,,,"6.15",,,,,,"4.91",,,,,,,,,,,,"10017.9","4979.29",
"Far East Asia, Total","","6220.88","4176.62","191.84","1852.43","60.24","982.08","24.69","29.99","98.67","4.61","33.2","49.79","529.89","774.96","0.17","2.19",,"24.04","-0.09","-161.13","390.66","36.22","-19.12","59.63","115.53","-12.87","27.67","0.31","0.01","3.02","68.85","150.14","111.53","851.96","331.58",,,,"0.03","0.11","3.91","0.1","9.6","0.02",,"0.04","0.01",,"0.29","69",,,"62.81","0.1","25.48","20.34",,,,"312.17",,,,"315.59","315.59",,,,,,,"-3.43","228.87",,"4.24","54.08","9.18","4.95","36.85",,,"32.95",,"39.15",,"0.03",,,"9.97","37.49",,"420.93","420.93",,"420.93",,"558.88",,,,,,"17.93","44.61","131.56","282.87","5.75",,"43.27","2.06","30.82",,,,,,,"55.56",,"0.26",,,"0.5",,,,,,"0.53",,,,,,,,,"0.47",,"2.91",,,,,,,,,,,,"2205.79","1689.08",
"Europe, Total","","8541.01","3140.51","248.58","5151.91","18.25","0.21","126.59","-1.52","273.58","19.6","42","23.22","231.57","890.87","7.32","4.38","0.68","1.47","23.27","202.63","9.96","15.12","19.39","0.25","99.48","41.16","1.31","5.49","12.08","-14.71","184.66","236.26","55.38","628.81","4877.34","0.68","0.5",,"0.03","3.72","12.58","0.69","-6.95","1.29",,"3.16","0.11",,"65.15","27.06",,,,,"133.75","6.81",,"-33.41","-33.41","69.27",,,,,,,,,,"68.8",,"0.47","87.93",,"7.29","1.68","4.12","4.42","5.64","13.84",,"4.61","0.99","10.93",,"0.19",,,"2.74","31.49",,"-32.15","-32.15",,"-32.15",,"182.93",,,,,,"1.86","0.91","31.41","84.85",,,,,"1.23","62.66",,,,,,"7.42",,,,,,,,,,,,,,,,"0.97",,,,"9.84",,"0.03",,,,,,,,,,,,"2306.11","1688.66",
"Oceania, Total","","1889.88","1566.78","10.07","313.03","0.72","850.44","0.24",,"1.69",,,"2.07","122.61","11.79","0.01",,,"0.13","0.75","108.91","6.48","0.03",,"265.98","1.62","0.03",,,,"0.02","0.37","0","12.16","181.45","95.23",,,,,"0.13","0.1",,"-0.44",,,,,,"0","0.23",,,"0.14",,"0.53","9.38",,"-1.13","-1.13","52.52",,,,"52.52","52.52",,,,,,,,"30.37",,"0.04","1.44","4.65","1.64","4.14",,,"1.94",,"7.05",,"0.19",,,,"9.28",,"69.91","69.91",,"69.91",,"66.13","8.39",,,,,"0.76","5.7","30.78","21.25","0.08",,,,"-0.85",,,,,,,"0.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"439.36","150.21",
"Melanesia, Total","","977.08","815.85","1.82","159.41","0.41","662.18","0.24",,"0.02",,,"0.22","4.81","3.56","0.01",,,,"0.39","36.79","4.31",,,"82.89","1.59","0.03",,,,,"0.37","0","4.9","13.54","30.32",,,,,,"0.02",,"-0.44",,,,,,,"0.16",,,"0.04",,"0.27","1.77",,"-1.13","-1.13","41.59",,,,"41.59","41.59",,,,,,,,"20.51",,,"1.03","1.01","1.64","3.1",,,"1.94",,"7.05",,"0.19",,,,"4.54",,"32.24","32.24",,"32.24",,"35.88","4.17",,,,,"0.5","5.6","9.8","17.46",,,,,"-1.65",,,,,,,"0.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.01","14.53",
"Micronesia, Total","","299.36","262.38","1.07","35.91","0.26","49.76",,,"0",,,,,"0.09",,,,,"0.27","29.32","0.96",,,"17.61","0.03",,,,,,"0",,"0.05","164.28","9.18",,,,,,,,,,,,,,,"0.03",,,,,"0.17","0.87",,,,"8.07",,,,"8.07","8.07",,,,,,,,"1.7",,"0.04",,"0.28",,"0.22",,,,,,,,,,,"1.15",,"13.34","13.34",,"13.34",,"3.61",,,,,,,"0.1","3.51",,,,,,,,,,,,,"0.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"194.02","0.42",
"Polynesia, Total","","368.58","300.1","6.97","61.51",,"62.71",,,"0",,,"0","98.92","0.02",,,,"0.13","0.02","38.8","0.7","0.03",,"96.76",,,,,,"0.02",,"0","0.01","1.97","18.1",,,,,,"0.08",,,,,,,,"0","0.04",,,"0.1",,"0.01","6.74",,,,"2.25",,,,"2.25","2.25",,,,,,,,"3.64",,,"0.41","0.33",,"0.81",,,,,,,,,,,"2.09",,"23.64","23.64",,"23.64",,"13.88","4.23",,,,,"0.26",,"8.59",,,,,,"0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139.75","99.15",
"LDCs, Total","","43948.58","26406.83","579.9","16961.86","389.39","885.83","156.95","474.25","1039.26","13.83","613.68","325.07","1252.01","2257.51","1.86","0.77","13.03","309.4","172.28","2303.37","541.97","135.22","589.89","113.33","965.19","40.73","73.23","1.17","0.44","122.02","985.02","579.15","3804.22","8636.14","4422.6","0.17","0.07",,"0.01","3.07","1.48","12.85","45.91","0.22",,"0.1","0.3",,"0.47","44.79",,,"56.71","0.7","211.84","201.21",,"291.92","291.92","2158.7","1325.54","124.91","1200.63","532.1","532.1","211.55","211.55",,"30.4",,,"59.11","1492.19",,"11.56","228.22","16.33","24.66","256.06",,,"138.37","3.21","518.71",,"49.54",,,"176.39","69.14",,"5540.55","5540.55",,"5540.55",,"3055.9","11.92","56.44","367.99",,,"15.14","850.35","174.05","1478.94","2.43",,,"10.3","88.33",,,,,,,"308.75",,"44.44",,,"17.78",,,"7.72",,,"2.29",,,,,"2.84",,,,"3.74",,"1.83",,,,,,,,,,,,"19464.79","11329.56",
"Other LICs, Total","","914.11","583.04","68.32","262.75","6.23","17.8","0.35","3.86","10.68","0.1","32.31","1.31","17.52","37.86","0.06",,,"9.67","1.21","5.18","4.24","0.11","2.03","0.4","22.88","0.04","0.08",,,"0.34","40.39","23.33","171.72","179.56","63.89",,,,,,,,"-0.77",,,,,,"0.05","68.42",,,,"0.1","0.51","0.01",,"-1.95","-1.95","8.35","8.35",,"8.35",,,,,,,,,,"47.15",,"0.98","-0.99","0.89","1.48","8.65",,,"4.76",,"9.02",,,,,"18.13","4.24",,"-0.21","-0.21",,"-0.21",,"145.52",,"-0.99",,,,,"11.27","2.08","133.01",,,,,"0.15",,,,,,,"4.42",,"1.79",,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,"423.72","318.97",
"LMICs, Total","","43903.35","20637.07","8000.24","15266.04","542.52","1380.64","94.13","137.57","790.82","19.47","305.8","152.47","1852.13","2514.81","8.51","7.05","2.67","71.73","132.02","2065.06","522.28","82.07","152.9","78.51","437.71","33.72","139.42","4.5","1.93","136.01","428.72","569.5","2294.59","6220.31","4584.85","0.81","0.46",,"0.13","6.33","95.73","8.59","189.91","1.24",,"1","0.3",,"64.88","283.46",,,"2.4","0.5","2752.08","4592.42",,"-92.71","-92.71","2095.51","481.28","7.15","474.13","865.99","865.99","724.28","724.28",,,"3.43",,"20.54","1256.9",,"13.65","109.27","17.48","17.21","99.45","0.05",,"89.59","5.44","208.71",,"11.78","589.25",,"55.8","39.22",,"5419.03","5419.03",,"5419.03",,"2002.45","11.79","14.65","-16.9",,,"283.68","429.18","175.59","921.23","6.4",,"5.4","1.49","121.44","48.49",,,,,,"509.15",,"15.23",,,"8.09",,,"0.68",,,"0.48",,,,,"4.03",,,,"0.35",,"4.51",,,,,,,,,,,,"15869.75","8569.56",
"UMICs, Total","","14093.86","8648.85","544.56","4900.44","66.54","183.95","128.77","74.96","169.57","8.52","18.65","77.92","1818.46","2410.95","5.95","3.11","0.4","14.64","76.23","-300.33","107.85","13.27","42.96","61.15","408.17","3.53","17.15","3.02","9.26","18.42","218.66","227.15","360.28","2466.22","4494.75","0.76","0.3",,"0.04","0.82","13.55","0.4","-6.57","0.23",,"1.97","0.14",,"3.28","200.12",,,"1.28",,"252.59","75.65",,"-17.39","-17.39","168.16","-2.09","3.55","-5.64","26.88","26.88","39.66","39.66",,"48.08","65.37",,"-9.73","314.83",,"15.42","-16.07","15.98","12.05","28.64","0.07",,"36.29","5.89","65.76",,"3.08","90.85",,"31.58","25.29",,"-753.42","-753.42",,"-753.42",,"693.5","12.35","-18.49","0.76",,,"50.16","3.5","268.82","256.38","2.37",,"39.39","-2.03","39.67","40.61",,,,,,"45.27",,"5.69",,,"1.1",,,,,,"0.29",,,,,"0.97",,,,"5.61",,"7.61",,,,,,,,,,,,"7001.38","5324.73",
"MADCTs, Total","","377.27","290.27","3.07","83.93","0.7","4.53","0.47","0.21","1.68","0.02",,"0.56","12.3","233.79","0.07","0",,,"0.2","3.74","0.15","0.1",,"22.79","0.21",,"0.16",,,"1.8","0.22","0.65","3.63","2.99","54.67",,,,,,"0.97",,"-0.52",,,"0",,,"0.01",,,,"0.09",,"0.21","2.31",,,,"2.62","-0.24","0.48","-0.72","-0.44","-0.44","3.3","3.3",,,,,,"7.28",,"0.87",,"1.71","0.01","1.27",,,"0.77",,"2.01",,,,,,"0.63",,,,,,,"19.36","4.37","1.45",,,,"0.26",,"13.16","0.37",,,,,"-0.24",,,,,,,"0.25",,,,,,,,,,,,,,,,,,,,,,"0.45",,,,,,,,,,,,"258.34","253.53",
"Part I Unallocated by income","","58492.62","38239.58","14079.55","6173.49","1817.51","1025.54","255.94","628.22","1266.31","20.63","1160.26","380.3","1561.28","4134.42","29.65","19.16","14.84","113.72","990.33","2051.6","219.28","69.64","3239.34","132.92","2054.85","4.28","16.4","7.69","8.58","185.37","2670.15","1378.71","4596.06","10004.12","2768.56","8.37","0.16","30.11","0.01","4.76","63.94","5.24","0.97","0.38","23.17","3.37","12.09",,"1.3","63.5","13271.97","224.74",,"2","285.12","78.36",,,,"1030.77","228.95","1.35","227.61","52.81","52.81","740.71","740.71",,"8.29",,,,"1849.31",,"31.59",,"170.47","183.27","65.03","13.85",,"69.33","465.54","491.05",,"0.01",,,"26.7","332.46",,"56.15","56.15",,"56.15",,"468.7",,"2.77","6.24",,,"0.95","120.42","207.7","57.25","4.32",,,"16.53","11.1","41.42",,,,,,"1771.66",,"1.95",,,"13.82",,,"0.33",,,"8.85",,,,,"1.75",,,,"16.68",,"2.48",,,,,,,,,,,,"24604.12","20091.41",
"WorldBank Low income countries","","34188.02","19321.11","2878","11988.91","235.27","240.79","40.66","403","764.46","11.91","466.33","187.21","709.39","1756.41","2.54","0.46","13.64","252.88","161.28","1151.91","239.33","92.79","506.49","12.01","779.04","26.96","65.28","1.11","0.44","97.69","799.97","395.04","2957.98","7184.12","3649.4","0.17","0.34",,"0.03","3.56","21.71","12.85","6.6","0.22",,"0.17","0.28",,"0.82","119.05",,,"0.57","0.8","2480.33","230.51",,"314.69","314.69","1173.98","1027.79","124.72","903.07","97.92","97.92",,,,,,,"48.27","1125.47",,"6.26","158.01","7.28","15.78","181.17",,,"90.69","3.6","392.51",,"43.04","31.22",,"159.28","36.64",,"3650.6","3650.6",,"3650.6",,"2074.77","4.01","38.32","296.45",,,"9.26","603.36","89.19","961.07","2.2",,,"2.24","68.66",,,,,,,"183.66",,"32.13",,,"13.46",,,"3.22",,,"0.22",,,,,"0.67",,,,"1.92",,,,,,,,,,,,,,"14685.54","8540.78",
"WorldBank Lower-middle income countries","","49993","25885.23","4855.72","19252.05","697.01","2053.96","187.75","215.57","1016.6","11.03","468.18","284.63","2427.28","2957.49","6.83","5.49","2.06","135.55","137.37","3047.23","788.92","114.18","235.62","172.94","602.02","40.5","147.24","2.99","0.37","145.69","558.62","662.98","3278.27","6177.86","4590.13","0.79","0.14",,"0.11","3.08","29.87","8.59","134.58","0.82",,"0.72","0.29",,"1.93","269.02",,,"58.57","0.5","461.52","3885.2",,"-51.37","-51.37","2908.16","787.49","7.46","780.04","1105.93","1105.93","946.39","946.39",,"34.35",,,"33.99","1472.85",,"18.1","176.56","26.13","26.94","180.53","0.05",,"139.42","7.2","339.11",,"13.85","384.42",,"82.94","77.6",,"7242.17","7242.17",,"7242.17",,"3090.11","22.36","31.78","70.29",,,"289.56","685.28","258.71","1542.45","6.59",,"5","9.55","147.8","20.75",,,,,,"632.81",,"29.34",,,"12.41",,,"5.18",,,"2.55",,,,,"6.21",,,,"2.18",,"6.34",,,,,,,,,,,,"19042.1","11360.65",
"WorldBank Upper-middle income countries","","18283.94","10711.71","1458.84","6113.39","72.31","151.94","151.5","72.05","229.09","18.97","35.94","84.87","1697.12","2499.11","6.97","4.98","0.4","17.01","82.96","-136.83","147.91","23.71","45.68","38.17","452.89","10.55","17.15","4.59","10.82","32.77","314.16","341.04","234.05","4122.15","5303.71","0.78","0.35",,"0.04","3.58","58.94","0.4","87.3","0.65",,"2.19","0.17",,"65.92","208.69",,,"1.25",,"275.01","753.57",,"-83.44","-83.44","344.4","-2.2","3.44","-5.64","218.67","218.67","28.23","28.23",,"43.25","68.8",,"-12.35","508.34",,"16.91","-14.14","16.83","12.45","30.6","0.07",,"37.93","3.74","68.78",,"7.51","264.45",,"39.67","23.52",,"-686.82","-686.82",,"-686.82",,"727.2","9.68","-18.49","-14.89",,,"50.16","5.67","267.36","286.05","2.41",,"39.79","-2.03","33.13","68.35",,,,,,"51.04",,"5.69",,,"1.1",,,,,,"0.29",,,,,"0.97",,,,"5.61",,"7.61",,,,,,,,,,,,"8727.65","5364.95",
"WorldBank High income countries","","397.71","307.88","3.2","86.63","0.7","20.51","0.47","0.21","1.69","0.03",,"0.56","12.39","233.86","0.08","0",,,"0.2","12.4","0.26","0.1",,"2.9","0.21",,"0.16",,,"1.8","0.22","0.65","3.66","15.52","55.53",,,,,,"1.01",,"-0.52",,,"0",,,"0.01","0.03",,,"0.08",,"0.27","2.32",,,,"5.49","-0.24","0.48","-0.72","2.44","2.44","3.3","3.3",,"-0.01",,,,"7.39",,"0.91",,"1.79","0.01","1.34",,,"0.77",,"2.01",,,,,,"0.56",,,,,,,"18.21","3.18","1.45",,,,"0.26",,"13.2","0.37",,,,,"-0.24",,,,,,,"0.25",,,,,,,,,,,,,,,,,,,,,,"0.45",,,,,,,,,,,,"279.73","253.74",
"Countries not classified by the World Bank","","374.5","340.14","0.33","34.03","0.09","5.55","0.3","0.02","0.17","0",,"0.05","106.24","8.06","0.03",,,,"0.13","2.31","0.08",,,"50.16",,"0.01","0.21",,,"0.64","0.04","0.07","160.49","5.57","21.99",,,,,,"0.2",,,,,"0",,,"0.01",,,,"0.01",,"0.1","0",,,,"1.31",,,,"-0.44","-0.44","0.86","0.86",,"0.89",,,,"4.29",,"0.3",,"0.37","0.23","0.43",,,"0.98",,"1.79",,,,,,"0.2",,,,,,,"6.44","1.18",,,,,,,"5.25",,,,,,,,,,,,,"0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"282.97","276.24",
"HIPCs, Total","","38432.34","21573.2","455.24","16403.91","380.32","217.66","53.3","489.65","993.99","11.52","555.94","264.89","1466.96","1685.48","2.16","0.24","12.93","303.21","172.6","1467.49","399.13","123.2","474.75","7.88","860.09","26.15","78.64","0.72","0.4","159.11","820.97","490.78","2940.71","7492.63","4151.74","0.17","0.07",,"0.01","2.76","2.21","12.85","43.07","0.22",,"0.1","0.3",,"0.36","66.1",,,"0.7","0.7","195.21","130.42",,"253.67","253.67","2749.79","1554.99","124.89","1430.1","97.92","97.92","986.53","986.53",,"38.85",,,"71.49","1280",,"9.78","203.59","13.65","22.74","217.08",,,"116.1","0.06","458.02",,"42.09",,,"150","46.89",,"5349.47","5349.47",,"5349.47",,"2619.23","7.43","58.33","146.85",,,"11.25","773.4","148.15","1379.59","2.2",,,"6.89","85.14",,,,,,,"301.42",,"44.88",,,"21.54",,,"7.8",,,"0.22",,,,,"0.72",,,,"3.74",,,,,,,,,,,,,,"16219.86","9630.61",
"Land-Locked countries, Total","","26129.07","15757.06","813.47","9558.55","219.13","311.32","59.97","228.95","522.28","19.39","442.25","186.18","500.49","1470.31","2.28","0.8","9.98","181.36","84.22","1241.97","292.55","103.77","367.79","13.39","616.19","30.93","0.79","2.17","3.66","67.97","535.55","481.05","2046.28","5933.22","3059.78","0.17","0.12",,"0.01","4.93","3.6","20.95","19.13","0.65",,"0.22","0.17",,"63.26","245.12",,,"56.92",,"302.04","96.19",,"-70.89","-70.89","1504.02","554.42","1.62","552.8","593.42","593.42","328.84","328.84",,,"3.43",,"23.91","868.79",,"12","132.87","10.42","16.06","141.4","0.06",,"76.09",,"280.43",,"23.76",,,"139.05","36.65",,"2708.15","2708.15",,"2708.15",,"1488.7","0.34","20.77",,,,"11.74","377.81","119.7","858.53","2.63",,,"0.99","59.77","36.41",,,,,,"171",,"30.34",,,"13.41",,,"0.56",,,"0.22",,,,,"0.02",,,,"3.32",,"0.25",,,,,,,,,,,,"11798.76","6335.1",
"Small island states, Total","","4259.01","2690.25","188.56","1380.2","9.07","873.6","0.78","14.99","98.01","0.24","-0.1","3.2","205.58","37.88","0.1","0.01","0.09","3.84","6.17","186.25","16.98","17.21","6.7","190.94","116.88","0.1","179.64",,"0.05","26.82","5.49","36.1","69.36","593.35","498.04","0.08",,,,"0.01","0.65","0.1","-8.91",,,,,,"0.06","177.21",,,"0.54","1.2","4.09","13.53",,"0.22","0.22","388.93","21.01","1.26","19.75","69.19","69.19","221.17","221.17",,"78.48",,,"-0.93","87.35",,"2.22","-12.34","4.9","4.15","20.92",,,"13.46",,"28.51",,"5.05",,,"4.97","15.51",,"211","211",,"211",,"194.67","14.29","-9.27",,,,"2.07","12.09","57.67","81.49",,,,"-1.35","37.67",,,,,,,"5.38",,"1.02",,,"0.4",,,,,,,,,,,,,,,"2.27",,,,,,,,,,,,,,"1196.6","578.05",
"Fragile states, Total","","61020.1","34746.86","3504.39","22768.85","656.84","1281.89","198.74","449.97","1268.99","15.91","783.93","397.67","1551.95","3072.9","5.73","1.33","10.16","332.8","238.14","2916.02","585","135.19","634.83","81.45","1146.53","44.73","43.17","2.69","0.56","185.58","1287.24","727.21","5246.96","12099.58","5757.4","0.95","0.41",,"0.13","4.57","37.94","14.46","59.78","0.24",,"0.24","0.51",,"1.72","167.88",,,"55.53","0.8","2659.98","499.26",,"333.65","333.65","3018.73","1542.58","125.71","1416.87","716.64","716.64","661.09","661.09",,"30.4",,,"68.03","2131.75",,"16.85","220.89","20.61","34.66","275.14","0.05",,"173","7.4","619.29",,"53.92","415.65",,"219.66","74.63",,"7851.84","7851.84",,"7851.84",,"3675.48","21.33","52.11","368.05",,,"25.22","1050.87","186.8","1849.81","2.01",,,"11.66","99.92","7.7",,,,,,"567.05",,"50.61",,,"20.33",,,"8.4",,,"2.29",,,,,"2.85",,,,"3.72",,"1.58",,,,,,,,,,,,"26394.53","14630.03",
"Afghanistan","","4942.97","4023.17","168.04","751.77","1.93","148.78","1.36","5.34","84.19","5.7","77.77","37.77","38.42","529.39","0.4","0.08","0.72","3.36","31.6","386.67","64.36","4.7","50.75","3.72","118.05","1.29","0.05","0.56","0.16","5.54","137.07","32.07","325.23","1928.08","358.9","0.17","0.07",,,"2.35",,"12.8",,"0.22",,"0.07",,,"0.25","4.95",,,,,"65.23","81.93",,"-19.47","-19.47","108.62",,,,"97.92","97.92",,,,,,,"10.7","69.26",,"0.37",,"0.27",,"10.98",,,"6.08",,"46.7",,,,,"3.07","1.79",,"164.44","164.44",,"164.44",,"70.03",,,,,,,"44.82","5.05","20.14",,,,,"0.02",,,,,,,"1.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3323.57","1256.53",
"Albania","","281.17","154.04","18.82","108.31","2.74",,"13.04",,"0.01","0.23","2.93","0.42","5.11","40.66","1.75","0.01",,,"14.13","20.84","0.09",,,,"1.35","0.12","0.03","0.07","0.39","-5.03","12.29","26.95","0.89","17.75","114.58",,,,,"0.05",,,"-0.49",,,,,,"0.62",,,,,,"12.8","5.85",,"-6.66","-6.66","-3.16",,,,,,,,,,"-3.58",,"0.42","2.53",,"0.38","0.08","0.08",,"0.44","0",,"0.49",,"0.96",,,,,,"0.1",,"-6.17","-6.17",,"-6.17",,"7.19",,,,,,,"0","1.97","0.19",,,,,"1.69","3.33",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,"2.73",,,,,,,,,,,,,,"99.39","87.05",
"Algeria","","160.62","102.35","7.86","50.4",,"0.24","0.16","6.82","-1.52",,,"0.2","61.45","5.24","0.17","0.25",,,"0.76","1.99","3.84",,"0.07",,"0.06",,"0.08",,,"1.15","0.83","4.04","16.09","0.43","39.8",,,,,"0",,,,,,,,,"0.01",,,,,,"3.29","4.56",,,,"0.11","0.11","0.11",,,,,,,,,,,"6.99",,"0.64",,"0.27","0.16","0.47",,,"0.46","2.14","1.28",,,,,"0.58","0.99",,,,,,,"3.51",,,,,,,,"3.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.44","93.27",
"Angola","","235.39","92.42","0.22","142.75","2.4","0.12","0.02","0.06","0.29","0.06","1.25","0.79","5.32","4.23","0.01","0.05",,"0.6","1.67","8","5.38",,"-2.62",,"12.19","14.45","-23.02",,,"1.75","1.45","0.15","1.51","58.71","62.12",,,,,,"0.02",,,,,,,,"0.14",,,,,,"0.06",,,,,"6.99","6.99",,"6.99",,,,,,,,,,"19.02",,"0.48","0.64","0.57","0.74","2.92",,,"2.87",,"8.12",,,,,,"2.66",,"39.65","39.65",,"39.65",,"14.97",,,,,,,"11.19","3.95","0.21",,,,,"-0.39",,,,,,,"2.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.73","7.59",
"Anguilla","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antigua and Barbuda","","2.55","0.74","0.05","1.76",,"0.06",,,"0","0.01",,,"0.01",,"0.01",,,,,"0.51","0.13",,,,,,,,,,,,"0",,"1.05",,,,,,"0.04",,,,,,,,,,,,,,,"0.01",,,,"-0.01",,,,,,,,,"-0.01",,,,"0.1",,,,"0.08",,"0.02",,,,,,,,,,,,,,,,,,"0.62",,,,,,,,"0.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.53","0.03",
"Argentina","","48.79","42.48","3.22","3.09","0.02","1.01","0.29","0.02","0.88","0.01",,"0.12","13.33","20.47","0.14","0.02",,"0.38","-0.18","4.57","0.02","0.09",,"0.13","0.11","0.01","0.13",,,"-2.31","0.21","0.34","1.58","1.11","-5.49",,,,,,"3.67",,"-0.61",,,"0.01",,,,,,,"0.05",,"0.1",,,,,"-3.01",,,,,,"-3.01","-3.01",,,,,,"3.89",,"0.31",,"1.04","0.78","0.26",,,"0.68",,"0.82",,,,,,,,,,,,,"7.7",,,,,,,,"7.66",,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.02",,,,,,,,,,,,"41.77","34.3",
"Armenia","","267.43","98.88","8.58","159.97","0.2",,"5.22","0.24",,"0.39","0.59","0.29","17.19","31.84","0.36","0.01",,,"0.38","1.69","0.03",,"0.21",,"1.56","0.33",,"0.02",,"0.03","0.97","5.44","1.6","30.48","79.02",,,,,"0.18","0.04",,,"0.02",,"0.01",,,"0.11","6.86",,,,,"0.75","0.61",,"-11.64","-11.64","79.62",,,,"79.62","79.62",,,,,,,,"3.24",,"1.04","-0.58","0.21",,"0.72",,,"0.49",,"1.16",,,,,,"0.2",,"-3.73","-3.73",,"-3.73",,"13.46",,,,,,,"0.68","4.15","5.09",,,,,"0.17","3.37",,,,,,"0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.18","59.67",
