Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Aruba","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azerbaijan","","216.74","144.35","29.98","42.41",,,"0.54",,"0.13","0.08",,"0.12","0.08","33.53","0.03",,,,"0.03","68.72","16.67",,,,"0.55","0.16",,"0.01",,"0","0.79","4.15","3.46","15.3","12.11",,,,,"0.02","0.24",,"-2.13","0.04",,"0.01",,,"0.04","0.48",,,,,"36.96","-5.68",,"-3.91","-3.91","-4.58",,,,"-0.01","-0.01",,,,,,,"-4.56","11.93",,"0.52","7.83","0.14",,"1.15",,,"0.73",,"1.18",,,,,,"0.38",,"8.36","8.36",,"8.36",,"18.51",,,,,,,"1.98","3.49","12.19",,,,,"-0.92","1.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121.25","38.82",
"Bahamas","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahrain","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bangladesh","","2422.64","1381.24","-7.84","1049.25","29.39","85.73","0.54","0.77","71.81","0.02","35.13","0.91","-3","67.86","0.05",,,"1.69","1.93","307.7","68.06","2.32","70.22","0.7","9.23","0.02",,,,"0.04","49.1","32.91","342.85","234.66","98.23",,,,,,,,"-11.9",,,,,,,,,,"0.17",,"3.71","0.18",,"65.24","65.24","192.57",,,,"191.95","191.95",,,,,,,"0.63","75.04",,"0.55","19.16","1.12","0.52","11.28",,,"7.47",,"23.51",,,,,"5.61","5.82",,"551.94","551.94",,"551.94",,"66.23",,,,,,"1.65","36","3.93","17.57",,,,"4.43","2.65",,,,,,,"20.83",,"3.24",,,,,,,,,"1.87",,,,,"2.12",,,,,,"1.33",,,,,,,,,,,,"1023.81","570.44",
"Barbados","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Belarus","","120.61","71.25","6.22","43.14",,,"3.34",,"0.14","0.92","0.85","0.39","2.65","14.02","0.44","0","0.2",,"0.14","0.75","0.64",,"0.01",,"3.04","20.02","0.01","0.26","0.02","0.09","11.07","0.61","0.78","10.88","27.62",,,,,"0.28","1.33",,"-1.12","0.08",,"1.85",,,,"2.5",,,,,"1.3",,,,,,,,,,,,,,,,,,"2.71",,"0.44",,"0.03","0.08","0.72","0.03",,"0.3",,"0.95",,,,,,"0.17",,,,,,,"12.81",,,,,,,,"2.95","9.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.36","55",
"Belize","","37.56","6.65","0.58","30.34","0.13","0.55",,,"0.09",,,,,"0.04",,,,,,"1.3","0.34",,,,"0.16",,,,,,,,"1.6","2.57","18.49",,,,,,,,"0.48",,,,,,,,,,,,"0.1",,,,,"6",,,,,,"2.05","2.05",,"3.95",,,,"1.04",,"0.07",,"0.07",,"0.08",,,,,"0.82",,,,,,,,,,,,,"4.81","1.12",,,,,,,"1.87","0.1",,,,,"1.72",,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.6","1.64",
"Benin","","599.32","252.51","9.85","336.96","3.74","0.05","0.04","21.15","5.43","0.02","-4.64","0.11","36.51","77.71",,,,"0.15","1.42","10.2","0.1","1.44","42.58",,,,,"0.02",,"0.61","0.86","19.59",,"39.17","72.18",,,,,,"0.01",,"6.41",,,,,,"0",,,,,,"0.59","2.84",,"8.6","8.6","54.33","50.1","0.03","50.08",,,,,,,,,"4.22","18.02",,"0.28","3.68","0.27","0.37","4.24",,,"1.82",,"5.62",,,,,"0.23","1.51",,"126.82","126.82",,"126.82",,"57",,"6.33",,,,,"9.52","4.84","31.15",,,,"-0.14","5.3",,,,,,,"3.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170.44","177.97",
"Bermuda","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","","130.64","48.82","0.96","80.86","0.27","11.18","2.08",,"1.5",,"4.2","0.56","0.03","0.63",,,,,"0.02","15.85","1.12","0.12",,,"5.39",,,,,,"0.09","5.74",,"0.32","4.74",,,,,,,,"0.05",,,,,,,,,,"0.89",,"0.01","0.01",,,,"60.83",,,,"60.83","60.83",,,,,,,,"6.16",,,"1.13",,,"1.23",,,"1",,"0.86",,,,,"0.23","1.71",,"4.56","4.56",,"4.56",,"4.57",,,,,,,"0.14","3.84","0.59",,,,,,,,,,,,"0.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.34","7.71",
"Bolivia","","674.56","286.6","0.31","387.64","0.01","0.15","0.25","18.65","17.27","0.05","29.19","1.03","7.93","43.33","0.01",,,"0.26","5.9","14.93","17.21","1.31","6.4",,"5.03","0.07",,,,"16.93","29.44","35.38","1.13","34.75","35.93",,,,,,,,,,,,,,,"0.2",,,,,"0.09","0.02",,,,"294.88",,,,,,"294.88","294.88",,,,,,"8.95",,"0.07","1.72","0.4",,"2.23",,,"1.24",,"1.53",,,,,"1.76",,,"30.56","30.56",,"30.56",,"17.33",,,,,,"0.45","0.73","4.54","3.44",,,,"4.29","3.88",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125.24","161.89",
"Bosnia and Herzegovina","","630.2","210.87","48.57","370.76","0.18","0","28.3","-0.13","0.71","3.64","-0.98","0.58","4.14","26.21","0.28","0.14",,,"6.22","6.82","10.16","0.38","5.48",,"15.8","-1.23","-0.04","0.56","3.21","-7.99","26.98","28.44","5.77","47.4","333.09","0.34","0.12",,,"0.09","0.27","0.1","1.16",,,,"0.11",,"0.05","0.29",,,,,"43.46","2.6",,,,"18.35",,,,,,,,,,"18.35",,,"4.01",,"0.4","0.54","0.12",,"0.63",,,"0.65",,"1.18",,"0.19",,,,"0.29",,"-8.09","-8.09",,"-8.09",,"23.4",,,,,,,,"2.08","5.51",,,,,"1.71","14.09",,,,,,"0.01",,,,,,,,,,,,,,,,"0.17",,,,,,,,,,,,,,,,,,"97.28","101.53",
"Botswana","","99.37","62.38","-0.18","37.18","0.42","1.28",,"-0.09","1.06",,,"0.48","0.47","0.23",,,,,,"0.47","0.12",,"0.17","0.17","0.14","0.02","0.07",,,"0.01","0.04",,"0.82","56.91","36.29",,,,,,"0.11",,"-0.39",,,,,,"0",,,,"0.01",,"0.08",,,,,"-2.34","-2.34","0.82","-3.16",,,,,,,,,,"4.97",,"0.19",,"0.47","0.94","0.74",,,"0.79",,"0.86",,,,,,"0.98",,,,,,,"-1.74",,"-1.17",,,,,,"1.63",,,,,"-0.37","-1.84",,,,,,,"0.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59.97","2.22",
"Brazil","","914.15","909.83","1.65","2.67","9.33","0.36","1.58","2.88","1.3","0","0.83","1.06","222.9","468.04","0.07","0",,"0.55","4.63","15.38","0.12","1.86","0.12","0.03","140.05","0.12","3.69","0.01",,"5.3","1.55","3.66","16.74","16.97","-27.82",,,,,,"1.39",,,,,"0",,,"0.01",,,,"0.01",,"0.21","0.03",,,,"-4.49",,,,,,"-4.49","-4.49",,,,,,"8.46",,"0.57",,"1.98","0.68","0.44",,,"2.05",,"2.73",,,,,,,,,,,,,"26.53",,,,,,"0.01",,"26.32","-0.01","0.2",,,,,,,,,,,"7.52",,"0.77",,,,,,,,,,,,,,,,,,,,"1.04",,,,,,,,,,,,"745.97","731.95",
"British Virgin Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brunei Darussalam","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkina Faso","","1123.36","562.3","4.91","556.15","11.38","0.11","4.87","9.76","37.55",,"69.64","0.26","58.68","49.85","0.01",,,"0.41","7.37","23.55","0.2","31.07",,,"0.75","0.01",,,,"2.03","19.66","32.5","0.55","213.49","193.68",,,,,,"0.16",,"-0.61",,,,,,,,,,,,"4.15","1.21",,"-3.12","-3.12","29.08","27.78",,"27.78",,,,,,,,,"1.3","36.55",,"0.28","4.3","0.38","0.61","5.23",,,"3.73",,"17.02",,,,,"3.43","1.57",,"238.29","238.29",,"238.29",,"61.68",,"2.12",,,,"0.73","37.65","5.09","14.91",,,,,"1.18",,,,,,,"9.52",,"1.26",,,"0.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"391.04","254.15",
"Burundi","","515.4","216.02","0.71","298.67","0.11","0.96","0.07","61.75","5.08",,"0.52","0.86","11.34","25.85","0.02",,,"1.2","0.52","9.04","0.58","0.99","27.64",,"7.18","0.15",,"0.01","0.04","0.22","1.28","10.37","10.06","40.29","95.15",,,,,,"0.01",,,,,,,,"0.01",,,,"0.01",,"0.72","-0.04",,"-0.85","-0.85","35.62","35.62",,"35.62",,,,,,,,,,"43.66",,"0.15","13.26","0.17","0.51","8.84",,,"2.87",,"10.04",,"1.95",,,"4.87","1.02",,"59.83","59.83",,"59.83",,"65.27",,"3.43",,,,,"12.52","3.56","17.03",,,,,"28.72",,,,,,,"0.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102.18","142.52",
"Cabo Verde","","231.39","179.88","1.61","49.9","0.47","0.12","0.26",,"0.07","0",,,"7.71","0.49","0.01",,,,"0.03","11.01","0.02","15.17",,,"0.06",,"137.38",,"0.02","0.54","0.13","0.14","0.13","6.58","17.36",,,,,,,,"1.07",,,,,,,,,,,"0.5","0.04",,,"-1.13","-1.13","0.86","0.86","0.19","0.67",,,,,,,,,,"3.77",,,"-0.6","0.23",,"0.91",,,"1",,"1.22",,,,,,"1.02",,"21.26","21.26",,"21.26",,"7.77",,"5.05",,,,,,"1.82","1.28",,,,"-0.06","-0.31",,,,,,,"0.11",,,,,,,,,,,,,,,,,,,,"0.35",,,,,,,,,,,,,,"26.02","161.88",
"Cambodia","","802.68","545.02","4.51","253.15","4.46","79.06","0.09","4.85","3.69","1.11","0.41","2.27","61.77","47.38","0.02","0.01",,"0.67","0.34","124.31","68.62","0.49",,"5.9","7.92","0.02","0","0.03",,"0.26","39.28","13.39","3.18","79.96","55.11",,,,,,,,,,,,,,,,,,"4.38",,"0.13","0",,,,"67.48",,,,"67.48","67.48",,,,,,,,"34.08",,"0.45","13.41","0.34","0.72","5.43",,,"3.76",,"5.77",,,,,"2.2","2",,"28.49","28.49",,"28.49",,"67.99",,,,,,"1.46","5.48","5.55","47.24","0.23",,,"5.81","2.23",,,,,,,"4.26",,,,,,,,,,,"0.2",,,,,,,,,,,,,,,,,,,,,,,"320.63","162.17",
"Cameroon","","856.12","446.48","7.17","402.47","2","0.83","0.28","9.56","2.53",,,"2.54","167.11","87.39","0.13",,,"0.76","3.09","25.05","11.36","0.54",,"0.03","1.06","0.02",,,,"-0.03","2.22","3.21","88.15","40.65","124.81",,,,,,"0.09",,"-1.45",,,,,,"0.01","6.32",,,,,"1.98","0.22",,"-5.24","-5.24","77.15","68.52",,"68.52",,,,,,,,,"8.63","26.6",,"0.27","7","0.76","1.01","1.88",,,"3.26",,"9.09",,,,,"2.17","1.16",,"125.53","125.53",,"125.53",,"53.62",,"1.99",,,,,"20.87","4.34","21.7",,,,,"4.71",,,,,,,"1.92",,,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,"413.97","361.76",
"Cayman Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central African Republic","","611","281.1","1.78","328.11","0.86","3.71","1.04","6.45","16.17","0.36","4.88","6.06","44.84","27.86","0.07",,"0.11","7.7","0.9","9.29","1.01","3.72","17.5","0.41","18.46",,"0.13",,"0.04","1.42","12.81","7.67","26.45","62.05","164.83",,,,,"0.13","0.01","0.05",,,,"0.03","0.03",,,,,,,,"1.49","0.04",,"7.33","7.33","24.83","24.83","0.04","24.79",,,,,,,,,,"47.73",,"0.07","0.54","0.11","0.9","4.11",,,"2.65",,"22.02",,"7.89",,,"6.86","2.58",,"71.23","71.23",,"71.23",,"12.17",,,,,,,"3.93","0.62","7.47",,,,,"0.15",,,,,,,"0.01",,"0.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"187.56","162.22",
"Chad","","391.93","158.28","1.45","232.2","1.25","0.05","0.27",,"7.2","0.1",,"3.11","28.22","13.62","0.01",,,"2.12","0.23","11.19","0.1",,,,,,,,,"0.85","10.25","30.99",,"49.99","142.25",,,,,,,,"-1.5",,,,"0.03",,,,,,,,"1.4","1.53",,"18.95","18.95","8.24","2.32",,"2.32",,,,,,,,,"5.92","31.52",,"0.05","5.81","0.16","0.63","3.88",,,"2.98",,"10.29",,"0.85",,,"6.09","0.79",,"1.02","1.02",,"1.02",,"30.22",,"-1.84",,,,,"7.59","3.89","23.28",,,,,"-2.69",,,,,,,"1.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110.44","58.77",
"Chile","","245.58","187.13","0.31","58.14","0.69","0.93","0.47","0.42","0.97","0.02",,"0.29","10.4","162.46","0.04",,,,"0.06","2.92","0.01","0.1",,"0.45","0.19",,"0.08",,,"1.2","0.2","0.52","2.62","2.78","44.15",,,,,,"0.16",,,,,,,,"0.01",,,,"0.05",,"0.09",,,,,"2.78",,,,,,"2.78","2.78",,,,,,"3.58",,"0.55",,"0.92",,"0.91",,,"0.17",,"1.02",,,,,,,,,,,,,"7.63",,,,,,"0.26",,"7.38",,,,,,,,,,,,,"0.25",,,,,,,,,,,,,,,,,,,,,,"0.45",,,,,,,,,,,,"182.21","178.35",
"China (People's Republic of)","","-947.07","-362.95","9.18","-593.31","9.26","11.96","12.23","-3.44","-6.76","0.03","-9.44","7.31","91.79","425.47","0.09","0.28",,"0.02","-14.65","-885.67","-6.76","0.46","0.39","0.85","19.92","-13.36","9.8","0.14","0.01","-1.83","3.29","18.1","-55.32","32.14","61.98",,,,,,"3.56",,"-0.78","0.02",,"0.04",,,"0.09","0.58",,,"0.14",,"5.52","0.02",,,,"23.66",,,,"23.66","23.66",,,,,,,,"21.05",,"0.53","-2.45","1.26","1.21","3.49",,,"4",,"8.71",,,,,,"4.3",,"-799.45","-799.45",,"-799.45",,"99.46",,,,,,,,"60.1","0.43","0.36",,"39.35","-0.28","-0.5",,,,,,,"7.05",,,,,,,,,,,,,,,,,,,,,,"2.2",,,,,,,,,,,,"-413.01","453.27",
"Chinese Taipei","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colombia","","1224.17","1137.52","1.05","85.6","5.61","0.59","0.86","2.95","34.69","0.06","0.37","1.56","477.72","156.07","0.02","0.02",,"1.13","3.9","8.18","20.04","1.22","4.93","0.15","18.32","0.03","0.03",,,"6.41","38.34","26.44","11.32","322.16","46.01",,,,,,"0.08",,,,,,,,"0.01",,,,"0.02",,"0.91","0.03",,,,"4.02",,,,,,"4.02","4.02",,,,,,"7.58",,"0.55","-0.62","0.31","0.18","1.02",,,"1.68",,"1.17",,"1.85",,,"1.45",,,,,,,,"27.99",,,,,,"0.48",,"13.86","8.08","0.35",,,"-0.03","5.25",,,,,,,"4.86",,,,,,,,,,,,,,,,,,,,,,"0.75",,,,,,,,,,,,"1014.03","706.95",
"Comoros","","74.95","30.55","2.6","41.81","0.01","0.1",,,,,,"0.01","26.17",,,,,,"0.09","3.45","0.1","0.08",,"0.14",,,,,,,"0","0.06","0.01","0.33","11.67",,,,,,,,,,,,,,,,,,,,"0.43","2.17",,,,"8.75","8.88",,"8.88",,,,,,,,,"-0.13","6.61",,,"0.41","0.13",,"1.39",,,"1.02",,"1.31",,"1.42",,,,"0.93",,"9.46","9.46",,"9.46",,"5.31",,,,,,,"0.17","3.39","1.61",,,,,"0.13",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","26.37",
"Congo","","106.18","48.82","0.64","56.73","0.47","0.16","0.01","0.01",,"0.01",,,"27.62","0.65","0.25",,,"9.83","0.69","6.39","0.02","0.09",,,"0.49","0.03","0",,,"0.3","0.39","0.18",,"1.68","28.42",,,,,,"0.01",,,,,,,,"0.01",,,,,,"0.25","0.36",,"-5.33","-5.33","5.82","5.82","0.02","5.8",,,,,,,,,,"10.99",,,"2.2","0.15","0.68","1.53",,,"2.13",,"2.19",,,,,"0.55","1.56",,"11.85","11.85",,"11.85",,"4.98",,"-0.16",,,,,"0.27","0.46","3.47",,,,,"0.94",,,,,,,"0.16",,"0.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37.03","39.9",
"Cook Islands","","28.11","24.51","0.01","3.59",,"2.74",,,,,,,"-0.08","0.01",,,,,,"0.3","0.02",,,"21.52",,,,,,,,,,,"1.33",,,,,,,,,,,,,,,,,,"0.01",,,,,,,"-0.44",,,,"-0.44","-0.44",,,,,,,,"0.13",,,,,,,,,,,,,,,,,"0.13",,,,,,,"2.57","1.18",,,,,,,"1.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.23","-0.07",
"Costa Rica","","54.55","35.34","0.19","19.02","0.13","0.36","0.12",,"0.68","0.02",,,"5.76","5.91",,,,,"0.01","2.89","1.6","0.02","0.05",,"0.72",,"0.01",,,"1.78","0.07","0.2","6.07","9.07","8.3",,,,,,"0.08",,,,,,,,,,,,"0.03",,"0.08",,,,,"0.68",,,,,,"0.68","0.68",,,,,,"3.16",,"0.81",,"0.45",,"0.49",,,"0.58",,"0.83",,,,,,,,,,,,,"6.89","1.62",,,,,,,"5.27",,,,,,,,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.4","19.82",
"Cote d'Ivoire","","925.04","244.87","4.91","675.27","2.53","0.12","0.06","0.53","5.71",,"0.75","0.49","67.92","18.73","0.01",,,,"0.54","26.59","2.56","0.16",,,"1.09",,"0.03",,,"0.01","1.36","2.56","3.34","112.32","121.05",,,,,,"0.03",,"2.98",,,,,,"0.01",,,,,,"1.2","0.7",,"165.93","165.93","68.51","57.56","0","57.55",,,,,,,,,"10.95","29.3",,"0.38","4.97","0.57","0.68","3.08",,,"4.75",,"8.45",,"3.46",,,"1.5","1.45",,"191.55","191.55",,"191.55",,"98.94",,"5.81",,,,,"37.68","2.84","51.9",,,,,"0.71",,,,,,,"2.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235.16","93.92",
"Croatia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuba","","261.54","65.89","183.07","12.59",,"0.02","0.14","3.48","4.57","0.14",,"0.01","2.93","2.07","0.02",,,,"3.61","5.31","1.07","0.32","0.29",,"3.32","0.01","0.04",,,"5.43",,"11.33","6.52","15.26","9.76",,,,,"0.01","0.01",,"5.74",,,,,,"0.01","176.98",,,"0.02",,"0.28","0.02",,,,,,,,,,,,,,,,,"-12.58",,"1.05","-15.9","0.03",,"0.46",,,"0.88",,"0.9",,,,,"0",,,,,,,,"15.41","0.91",,,,,,"1.34","3.44","1.99",,,,,"7.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.27","25",
"Cyprus","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Democratic People's Republic of Korea","","153.53","44.81","68.46","40.26","0.01","2.76",,,"3.64","0.02",,"0.82","14.87","2.28","0.01",,,"0.86","1.02",,,"0.11","0.03",,"1.9","0.04",,,,"0.11","5.68","8.13","0.46","2.06","7.33",,,,,,,,"-0.1",,,,,,"0.04","68.42",,,,"0.1",,,,,,,,,,,,,,,,,,,"10.85",,,"-0.99",,,"1.5",,,"1.42",,"3.18",,,,,"3.89","1.85",,,,,,,"22.08",,,,,,,"3.49",,"18.6",,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.33","26.32",
"Democratic Republic of the Congo","","2400.02","1166.3","0.63","1233.09","4.55","4.62","0.42","150.61","39.91",,"-0.02","3.84","4.81","92.51","0.83","0.03",,,"8.45","53.8","11.52","3.58","9.94",,"35.94","0.01",,,,"5.31","61.49","19.36","274.27","385.06","213.03",,,,,,,,"-0.76",,,,,,,,,,,,"1.36","0.03",,,,"225.7","225.7","124.28","101.42",,,,,,,,,,"107.22",,"0.42","6.3","0.28","1.88","17.17",,,"7.6",,"60.62",,"0.85",,,"10.2","1.9",,"477.02","477.02",,"477.02",,"210.12",,"3.14",,,,"0.56","97.9","4.52","99.99",,,,,"4",,,,,,,"3.43",,"1.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"858.82","616.09",
"Djibouti","","166.11","82.58","15.54","67.99","0.01","0.06",,,"1.56","0.03",,"0.01","40.8","1.1","0.01",,,"0.18","0.21","26.46",,,"1.33",,"0.48",,,,,,"2.19","0.01",,"8.15","31.64",,,,,,,,"12.23",,,,,,,,,,,,"2.97","0.35",,"-1.4","-1.4","-0.01","-1.93","0.06","-1.99",,,,,,,,,"1.92","7.62",,,"0.7","0.07","0.42","1.07",,,"0.81",,"1.05",,,,,"3.08","0.43",,"9.32","9.32",,"9.32",,"20.81","1.38",,"11.99",,,,"0.25","3.76","1.45",,,,,"1.99",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.28","45.86",
"Dominica","","16.29","10.65","-0.55","6.19",,"0.32",,,"0.09",,,,"8.84","0.02",,,,,,"1.08","0.15",,,"0.03",,,,,,"0.12",,,"0",,"4.88",,,,,,"0.05",,"-0.6",,,,,,,,,,,,,,,"-1.57","-1.57","2.32",,,,,,,,,"2.32",,,,"-0.08",,,"-0.2","0.07",,"0.05",,,,,,,,,,,,,"0.03","0.03",,"0.03",,"0.61",,,,,,,,"0.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.03","8.97",
