Recipient,"FakeColumn","Donor(s)","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Asia, Total","","35721.85","24756.72","3752.64","7212.49",,"1166.68","618.79","82.97","1129.7","29.67","343.47","143.11","1473.55","3815.13","54.08","9.33","9.28","90.5","683.11","2429.48","299.99","48.03","490.52","58.17","649.74","78.53","69.3","3.81",,"410.33","463.18","248.5","1968.39","7889.38","2243.93",,,,"2","0.96","45.91",,"-52.5","0.42",,"19.58",,,,,"1359.61",,"51.42",,"430.66","1894.58",,"-197.9","-197.9","34.02",,,,,,,,,,,"2.55","31.47","1231.44",,"21.37","102.53",,"18.2","156.32",,,"84.6","31.8","211.68",,,"388.44","140.37","76.13",,,"3132.83","3132.83",,"3132.83",,"768.17",,,,,,,"103.07","130.7","412.47",,,"88.01","14.45","19.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19388.74","10875.8",
"Middle East, Total","","14511.37","11004.19","2116.15","1391.03",,"319.99","516.34","27.31","108.33","4.04","67.85","16.55","990.47","2391.88","19.79","0.4","0.87","17.48","581.55","694.87","70.66","7.5","71.23","4.73","155.79","-2.69","12.4",,,"167.16","107.67","32.99","126.72","4492.31","854.27",,,,"0.95","0.04","38.24",,"-58.9",,,"0.06",,,,,"1182.29",,"0.08",,"109.17","844.22",,"-73.01","-73.01","-12.16",,,,,,,,,,,,"-12.16","510.41",,"3.44","5.47",,"0.45","9.69",,,"9.23","4.58","32.9",,,"388.44","48.02","8.19",,,"83.91","83.91",,"83.91",,"27.61",,,,,,,"10.02","6.53","12.39",,,"0.27",,"-1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9386.13","5123.65",
"South & Central Asia, Total","","13421.07","8118.83","1389.89","3912.35",,"145.74","73.85","22.85","540.4","15.66","171.01","61.79","184.84","765.44","32.94","7.58","8.41","29.09","70.8","626.45","66.26","10.59","276.47","12.43","321.09","12.62","9.55","2.19",,"92.96","165.6","160.79","1386.29","2845.14","846.02",,,,"0.97","0.92","5.69",,"12.98","0.42",,"19.5",,,,,,,"2.88",,"308.06","1038.47",,"-90.02","-90.02","46.71",,,,,,,,,,,"2.21","44.5","450.62",,"6.76","35.32",,"8.21","101.63",,,"46.47","15.65","133.14",,,,"51.18","52.26",,,"2327.7","2327.7",,"2327.7",,"331.33",,,,,,,"73.77","44.98","190.17",,,"15.38","1.85","5.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6419.36","3392.12",
"Far East Asia, Total","","6841.81","4996.31","69.23","1776.27",,"681.23","28.54","30.95","171.32","9.97","95.44","55.32","296.26","600.98","1.23","1.35",,"43.93","30.76","1083.47","158.16","29.94","133.76","40.98","138.63","68.52","46.83","0.36",,"144.23","161.11","51.15","344.22","547.67","436.93",,,,"0.08",,"1.98",,"-6.58","0",,"0.02",,,,,,,"48.41",,"13.43","11.89",,"-34.87","-34.87","-0.53",,,,,,,,,,,"0.34","-0.87","262.97",,"4.69","61.74",,"9.54","44.66",,,"28.9","11.57","45.06",,,,"41.17","15.64",,,"721.23","721.23",,"721.23",,"390.54",,,,,,,"19.28","74.77","209.91",,,"72.36","12.6","1.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3074.68","2123.7",
"Europe, Total","","4349.87","2235.72","236.66","1877.49",,"1.67","138.31","-4.11","67.27","21.27","24.35","15.52","246.12","287.52","97.63","5.62","0.66","5.57","54.81","134.1","16.91","14.46","65.48",,"114.04","41.07","35.48","3.59",,"126.91","170.62","104.4","60.87","385.58","1465.11",,,,"0.22","0.99","9.51",,"-12.33","0.9",,"2.24",,,,,,,"0.06",,"80.88","154.19",,"6.43","6.43","9.58",,,,,,,,,,,"5.42","4.16","114.66",,"12.84","9.92",,"2.9","15.62",,,"4.24","29.29","9.51",,,,"30.34",,,,"192.48","192.48",,"192.48",,"89.23",,,,,,,"0.83","23.41","53.12",,,"0.65",,"11.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1236.27","1411.09",
"Oceania, Total","","1301.42","1176.85","-2.08","126.65",,"649.53","0.96","0.06","8.16","0.04","0.14",,"133.72","-2.38","0.59",,,"0.02","0.37","70.29","3.72",,"-0.08","133.19","0.62","0.03",,,,"0.15","0.38","0.21","5.39","171.74","71.27",,,,"0.03",,"0.1",,"-3.62",,,,,,,,,,"0.02",,"1.39",,,,,,,,,,,,,,,,,,"28.95",,,"-0.67",,"1.95","5.77",,,"3.28","0.19","8.85",,,,"9.58",,,,"5.25","5.25",,"5.25",,"21.18",,,,,,,"2.95","7.33","10.83",,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"387.29","139.39",
"Melanesia, Total","","674.33","610.46","-3.29","67.16",,"523.88","0.86",,"3.37","0.02",,,"11.73","-0.71","0.16",,,"0.02","0.3","19.16","2.77",,"-0.08","41.35","0.62","0.03",,,,"0.15","0.28","0.01","1.91","4.63","42.53",,,,"0.03",,"0.09",,"-3.62",,,,,,,,,,,,"0.21",,,,,,,,,,,,,,,,,,"17.29",,,"-0.42",,"1.77","4.59",,,"3.28","0.19","2.17",,,,"5.71",,,,"-5.05","-5.05",,"-5.05",,"12.39",,,,,,,"2.95","1.39","8.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.39","14.67",
"Micronesia, Total","","240.54","231.76","0.27","8.51",,"29.74",,,"1.67","0.02",,,"0.01","0.01","0.24",,,,"0.07","32.69","0.66",,,"4.01",,,,,,,,"0.05","0.07","162.52","6.32",,,,,,"0.01",,,,,,,,,,,,,,"0.26",,,,,,,,,,,,,,,,,,"1.52",,,,,,,,,,,,,,,"1.52",,,,,,,,,"0.67",,,,,,,,"0.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"197.04","0.42",
"Polynesia, Total","","236.37","217.48","0.07","18.82",,"30.66",,,"2.04",,"0.14",,"116.83","-1.71","0.08",,,,,"16.08","0.29",,,"51.26",,,,,,,,"0.02",,"1.79","4.88",,,,,,,,,,,,,,,,,,"0.02",,"0.05",,,,,,,,,,,,,,,,,,"3.42",,,"-0.25",,"0.18","1.18",,,,,,,,,"2.31",,,,"10.3","10.3",,"10.3",,"0.21",,,,,,,,"0.14",,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"135.03","115.34",
"LDCs, Total","","34196.33","19692.87","1378.99","13124.47",,"511.59","50.2","492.34","1167.15","17.59","716.12","207.58","1403.44","1267.43","27.18","25.51","15.05","464.97","305.32","1860.55","120.53","105.1","1180.7","55.25","966.13","5.79","130.76","19.3",,"415.87","748.5","295.14","2318.01","4799.77","3815.99",,,,"0.85","0.56","29.64",,"93.76","0.11",,"18.52",,,,,,,"49.13",,"100.81","1085.61",,"47.63","47.63","1261.6","1156.84","149.2","1007.64",,,,,,,,,"104.76","1345.04",,"9.88","201.27",,"29.39","249.86",,,"100.47","38","441.64",,"9.49",,"109.19","155.85",,,"5343.77","5343.77",,"5343.77",,"1310.43",,"76.02",,,,,"269.8","55.15","817.73",,,,"37.65","54.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13121.67","9901.71",
"Other LICs, Total","","577.03","443.87","-0.83","133.99",,"9.25","1.76","1.65","15.13","0.23","11.87","2.45","15.77","22.5","0.67","0.02",,"13.74","3.95","11.71","0.41","1.38","7.77","0.96","17.33","0.12","0.04",,,"2.28","27.46","8.55","95.27","171.6","77.59",,,,"0.01",,,,"-0.87",,,"0.01",,,,,,,"0.01",,"0.01",,,"-0.12","-0.12",,,,,,,,,,,,,,"26.03",,"0.38","-0.61",,"0.98","3.71",,,"4.11","0.7","9.72",,,,"5.42","1.62",,,,,,,,"30.49",,"-0.18",,,,,"4.23","0.61","26.03",,,,,"-0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"335.93","208.93",
"LMICs, Total","","24429.51","15761.17","858.16","7810.18",,"812.65","465.56","202.96","528.23","20.66","461.69","111.83","1414.2","2065.92","43.52","4.06","5.16","91.78","126.35","1407.8","183.01","71.22","853.44","55.59","400.68","50.94","45.69","1.23",,"999.73","510.4","244.8","1293.49","3288.58","2794.87",,,,"1.46","1.03","48.79",,"65.45","0.86",,"1.71",,,,,,,"2.34",,"176.82","559.7",,"-72.53","-72.53","205.04","162.45","27.08","135.37",,,,,,,,"3.17","39.42","1013.44",,"16.17","89.35",,"18.11","121.57",,,"76.82","26.5","177.07",,"0.06","336.55","88.18","63.06",,,"3045.77","3045.77",,"3045.77",,"823.59",,"29.24",,,,,"112.83","107.77","456.59",,,"19.81","30.81","66.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10124.57","8834.67",
