Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Dominica",,"19.22","0.51","1.36","17.36",,"0.53","0.02","0.19","0.91",,,,"-2.84","0.09",,,,"0.17",,"0.16","0.01",,,"0.14","0.12",,"0.05",,,,,"0.35","0.1","0.51","9.44",,,,,,"0.02",,"-0.45",,,"0.01","0.02",,"0",,,,,,,"1.75",,"-1.19","-1.19","-2.59",,,,,,,,,"-2.59",,,,"0.72",,,"-0.04","0.08","0.35","0.17",,,,,,,,,,,"0.15",,"7.26","7.26",,"7.26",,"3.72",,,,,"3.01","0.25",,"0.23",,,"0.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1.06","-2.22",
"Dominican Republic",,"117.71","79.49","0.66","37.57","143.26","0.56","0.07","0.39","0.73",,,"0.26","15.17","0.32",,,,"0.04","0.06","0.84","3.33",,,,"0.06","0.01",,,,"-2.95","0.02","0.07","0.36","60.14","39.84",,,,,,"0.04",,,,,,,,,,,,"0.02",,"0.07","0.53",,,,"-12.79",,,,,,"-12.79","-12.79",,,,,,"2.21",,"0.01","-0.83","0.3",,"0.44",,,"0.47",,"1.12",,,,,,"0.7",,,,,,,"8.3",,,,,,,,"0.65","7.94",,"0.08",,"-0.35",,,,,"0.07","142.49",,,,,,"0.07",,,,,,,,,,"0.08",,,,,,,,,,,,,,,"0.55",,,,,"77.62","13.75",
"East African Community",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador",,"211.11","138.55","0.31","72.25","2.07","0.02","0.41","7.32","1.14","0.01",,"0.11","36.91","29.99",,"0.59",,,"2.83","2.91","34.73","0.14",,"0.18","1.76","0","0","0",,"-0.17","0.12","2.53","0.37","16.62","65.01",,,,,,"0.13",,,,,,"0.01",,"0.01",,,,"0.05",,"0.08","0.04",,,,"-19.1",,,,,,"-19.1","-19.1",,,,,,"13.31",,"0.56","-1.29","0.7","0","0.35",,,"0.62","11.18","-0.12",,,,,"0.5","0.81",,,,,,,"13.03",,,,,,,,"4.42","0.7",,"7.9",,,,,,,,,,"0.41",,,,"0.14",,,"0.07",,"0.5",,,,,"0.95",,,,,,,,,,,,,,,,,,,,"90.79","78.65",
"Egypt",,"33.11","40.79","-71.24","63.56","3.79","0.16","2.78","-1","4.06","0.08","-10.31","0.91","220.56","-14.08","0.29","0.2","0.08","0.09","9.46","-43.24","2.79","0.05","2.04","0.18","4.14","0.03","0.12",,"0.01","-2.14","2.19","8.69","29.78","-177.11","109.92",,,,,,"0.04",,"38.06",,,,,,"0.05","0.03",,,"0.05",,"-396.47","141.21",,,,"-4.65","-5.41","1.68","-7.1",,,,,,,,,"0.76","34.25",,"0.37","19.35","1.4","0.08","0.54",,,"1.09","5.23","2.41",,,,,"2.28","1.5",,"-92.74","-92.74",,"-92.74",,"16.79",,,"13.79",,,"0.7",,"4.27","0.27",,"0.12",,,"-2.37",,,,,,,"0.6",,,,,,,"0.1",,,,"0.59",,,"0.05",,,,,"1.61","0.76",,"0.09",,,,,,,,,,,,"29.41","241.04",
"El Salvador",,"151.62","137.09","0.16","14.37","2.24","2.2","0.66","1.87","1.24","0.01",,,"3.62","13.07","0.01",,,"0.17","6.78","-6.97","7.39","4.84","0.1",,"0.72","0.01",,,,"21.5","1.39","2.49","0.33","75.67","17.8",,,,,,"0.06",,,,,,,,,,,,"0.08",,"0.02",,,,,"-17.56",,,,,,"-17.56","-17.56",,,,,,"1.73",,"0.3","-2.84","0.59","0.12","0.38",,,"0.71",,"1.05",,,,,"0.72","0.7",,,,,,,"12.4",,,,,,,,"0.98","10.79",,,,,"0.63",,,,,,,"0.44",,,,"0.15",,,"1.19",,,,,,,,,,,"0.46",,,,,,,,,,,,,,,,"93.73","54.36",
"Equatorial Guinea",,"6.93","6.14","0.02","0.77","0.06","0.02","0.01",,"0.18",,,,"2.13","0.03",,"0",,,"0.02","0.15",,,,,,,"0.02",,,"1.51",,,,"2.06","0.26",,,,,,"0.01",,,,,,,,,,,,,,,"0.01",,,,"-1.31","-1.31","0.08","-1.39",,,,,,,,,,"3.5",,,"-0.07","0.65","0.22","0.32",,,"0.51",,"1.17",,,,,,"0.69",,"-2.13","-2.13",,"-2.13",,"0.45",,,,,,,,"0.45",,,,,,,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.57","3.73",
"Eritrea",,"79.2","17.4","17.37","44.43","0.01","0","0",,"0.82",,,"0.13","0.45","2.26",,"0",,"1.39","1.31","3.5","0.01",,,,"0.52",,"0.01",,,"2.62","0.07","3.37","0.81","0.13","5.41",,,,,,,,,,,,"0.2",,,,,,"0.11",,"0.54","16.52",,,,"0.72","0.56",,"0.56",,,,,,,,,"0.16","12.47",,"0.01","0.93","0.51","0.05","5.86",,,"1.05",,"2.97",,,,,,"1.09",,,,,,,"25.82",,,,,,,"3.76","0.66","21.4",,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.27","9.06",
"Eswatini",,"147.61","79.78","3.43","64.4","1.28","6.36","0.02","0","0.25",,,"0.15","0.14","-0.16",,"0",,"0.03","0.22","1.94","0.16",,,"0.05","0.46",,"0.15",,,,"0.26","0.07","0.39","69.3","37.14",,,,,,"0.03",,"1.2",,,,,,,,,,"0.03",,"0.27","1.89",,,,"-1.79","-1.79","0.41","-2.2",,,,,,,,,,"4.38",,,"-1.05","0.54","0.67","0.44",,,"0.7",,"1.18",,,,,"1.02","0.88",,,,,,,"24.67",,,,,,,,"2.64","22.93",,,,,"-0.91",,,,"0.02",,,"0.92",,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,"0.29",,,,,"72.07","1.2",
"Ethiopia",,"4124.75","2206.62","15.83","1902.3","131.35","3.65","11.37","3.73","89.32","3.8","31.12","21.17","53.06","137.34","0.05","0.07","0.48","40.62","21","38.9","46.95","0.72","82.37","0.74","60.05","8.62","0.04","0.21",,"8.25","79.53","16.8","419.95","1026.68","212.87",,,,,"0.02","0.63",,"4.93",,,,"0.02",,,,,,"0.05",,"5.83","0.85",,"-51.91","-51.91","240.37","240.14","0.01","240.13",,,,,,,,,"0.23","130.11",,"0.67","53.8","0.37","0.77","10.11",,,"4.8",,"43.29",,,,,"12.73","3.57",,"1082.43","1082.43",,"1082.43",,"288.44","4.35",,,,"28.51","3.18","63.78","5.49","181.98","1.45",,,"-0.66","0.37",,,,,,,"84.82",,"2.55","12.89",,"3.56","8.7",,,,,"1.27",,,,,"0.1",,"6.02","9.9",,,,"0.05","0.25",,,"0.13",,"1.12",,,,,"1786.26","923.04",
"Fiji",,"145.9","95.31","0.27","50.32","2.42","46.89","0.07",,"0.01",,,,"0.6","2.17",,"0",,,"1.13","18.48","3.72",,,"16.77",,,,,,,"0.85","0.71","1.42","2.49","33.52",,,,,"0.11","0.01",,,,,,,,,"0.01",,,"0.13",,,,,,,"0.83",,,,"0.73","0.73",,,,,,,"0.1","3.54",,"0.17",,"0.34","0.15","1.63",,,,,,,,,,,"1.25",,,,,,,"12.44","0.6",,,,,,,"10.66","0.47","0.71",,,,,,,,,,,"0.18",,,,,,"1.81",,,,,,,,"0.42",,,,,,,,,,,,,,,,,,,,"26.3","6.24",
"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon",,"106.35","91.87","-2.02","16.5","0.01",,"0.14","-0.18","0.29",,,,"84.32","-0.57",,"0",,"0.01","0.01","2.69","0.1",,,,"0.08",,,,,"0.1",,"0","0.03","4.85","11.77",,,,,,,,"-2.37",,,,,,,,,,"0.01",,"0.34",,,,,"0.06","2.23","2.29","-0.06",,,,,,,,,"-2.17","4.17",,"0.17",,"0.23","0.45","0.4",,,"0.48",,"1.09",,,,,,"1.35",,,,,,,"0.5",,,,,,,,"0.25","0.25",,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.61","83.86",
"Gambia",,"284.49","45","12.72","226.77","1.02","0.41","0.02","0.07","0.05","0.01",,"0.25","-0.35","1.36",,"0.02",,"0.11","0.02","0.41","0.02",,,"0.01","0.11",,"0.02",,,"3.24","0.56","0.05","19.9","18.69","49.91",,,"0.01",,,"0.02",,"0.22",,,,,,,,,,"0.09",,"2.1","1.37",,"8.9","8.9","18.2","12.07",,"12.07",,,,,,,,,"6.13","14.77",,,"7.59","0.32","0.07","3.25",,,"0.84",,"1.4",,,,,"0.49","0.83",,"84.59","84.59",,"84.59",,"50.4",,,,,,,"3.67","3.5","19.9",,"6.04",,,"17.29",,,,,,,"0.66",,,,,,,"0.13",,,,,,,,,,,"0.23",,,,,,,,,,,,,,,,"40.08","25.24",
"Georgia",,"447.44","191.52","6.17","249.75","4.89",,"8.67","0.02","0.01","3.21","5.17","1.46","7.66","22.38","0.02","0.51","0.28","0.16","0.07","14.08","0.29","0.05","0.67",,"4.3","1.78","0.16","0.65",,"3.78","14.28","7.04","1.07","93.77","250.95",,"0.05",,,"1.01","0.45",,"-1.88","0.21",,"0.44",,,"0",,,,"0.02",,"5.86",,,"-5.82","-5.82","30.27",,,,"30.21","30.21",,,,,"0.07",,,"4.16",,"0.59","1.07","0",,"0.41",,,"0.51",,"1.03",,,,,,"0.54",,"-48.41","-48.41",,"-48.41",,"18.6",,,,,,,"0.42","1.87","10.22",,"0.08",,,"6",,,,,,,,,,,,,,,,,"4.29",,,,,,,,,,,,,,"0.23",,,,"0.03","0.34",,,,,"139.05","71.76",
"Ghana",,"1263.55","593.85","4.58","665.12","53.66","2.41","1.15","4.96","43.34","0.09","16.41","1.04","27","55.68","0.01","0.27",,"0.32","1.75","51.2","45.99","0","19.74","0.38","2.78","0.01","0.01",,,"-6.19","1.58","19.34","72.68","231.91","31.48",,,,,"0.01","0.15",,"-0.62",,,,,,"0",,,,"0.07",,"4.49","0.62",,"17.69","17.69","128.93","128.85","0.01","128.84",,,,,,,,,"0.08","18.13",,"0.46","0.84","0.49","0.74","2.92",,,"1.56",,"9.5",,,,,"0.05","1.58",,"353.9","353.9",,"353.9",,"114.98",,,,,,"6.46","15.63","1.66","92.23",,"0.3",,"-1.74","0.44",,,,"0.09",,,"13.72",,"1.02","4.14",,"2.58",,"1.23",,,,,,,,,,,,"29.17",,,,,,"0.18",,,"1",,,,"0.55",,"483.56","196.49","0.55"
"Gibraltar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada",,"5.84","1.38","-0.54","5",,"0.09",,,"0.11",,,,"-0.39","1.18",,,,,,"0.21","0.09",,,"0.02",,,,,,,,,"0.11","-0.04","1.54",,,,,,,,"-0.56",,,,,,,,,,"0.02",,,,,"-2.04","-2.04","-3.26",,,,,,,,,"-3.26",,,,"-0.01",,,"-0.2","0.1",,"0.06",,,,,,,,,,,"0.03",,"8.31","8.31",,"8.31",,"0.46",,,,,,,,"1.01",,,,,,"-0.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.18","0.9",
"Guatemala",,"367.01","284.15","0.39","82.47","6.02","0.81","5.06","2.32","9.29","0.01",,"0.2","3","9.79",,"0",,"1.46","1.22","-2.27","3.42","0.49","0.51","0.08","5.75",,,,,"1.12","27.44","3.55","1.24","209.68","42.74",,,,,,"0.19",,"0.1",,,,"0",,,,,,"0.01",,"0.09",,,,,"12.26",,,,,,"12.26","12.26",,,,,,"12.03",,"0.4","0.69","0.56","0.75","0.33",,,"1.09",,"1.75",,"2.39",,,"3.13","0.94",,,,,,,"15.44",,,,,,,,"7.12","9.86",,"0.32",,,"-1.85",,,,,,,"0.67",,,,"0.06",,"0.03","1.55",,,,"0.33",,,,,,,"0.61",,,,,,"2.34",,,,,"0.43",,,,,"231.96","53.85",
"Guinea",,"472.27","172.4","31.37","268.5","2.68","0.01","0.02","4.9","2.72","0.05",,"0.22","37.54","12.18",,"0.01",,"0.27","1.58","30.08","0.08","0.54",,,"0.12","0","0.03",,,"5.69","0.05","1.71","0.55","74.04","82.18",,,,,,"0.3",,"4.35",,,,,,,"3.72",,,"0.05",,"1.52","5.62",,"23.86","23.86","37.21","29.79",,"29.79",,,,,,,,,"7.42","24.54",,,"0.28","0.45","0.35","5.76",,,"3.28",,"10.5",,"1.09",,,"1.12","1.72",,"58.22","58.22",,"58.22",,"42.49",,,,,,,"13.17","2.16","29.23",,,,,"-2.06",,,,"0.03",,,"1.32",,"0.02",,,,,,,,,,,,,,,,,,"0.8",,,,,,,,"0.04","0.47",,,,,"158.69","63.65",
"Guinea-Bissau",,"113.36","28.91","2.98","81.47","6.47","0.01",,,"0.17",,,,"0.91","0.12",,,,"0.24","1.37","2.82","0.04",,"0.04",,"0.14","0","10.64",,,"1.13","0.09","0.81","0.03","10.34","23.64",,,,,,"0.01",,,,,,,,,,,,,,"0.98","2.02",,"6.39","6.39","6.05","7.09",,"7.09",,,,,,,,,"-1.04","11.62",,,"1.93","0.34","0.01","3.62",,,,,"3.51",,"1.28",,,,"0.93",,"16.2","16.2",,"16.2",,"17.58","3.03",,,,,,"0.71","0.45","13.18",,,,,"0.2",,,,,,,"0.1",,,,,,,,,,,,,,,,,,,"0.21","6.16",,,,,,,,,,,,,,"15.76","14.59",
"Guyana",,"51.13","14.57","0.02","36.54",,"0.16",,,"0.74",,,"0.09","0.24","0.04",,"0",,,"-0.19","1.13","0.09",,,"0.16","4.32",,,,,,,,"1.77","6.01","10.62",,,,,,,,,,,,,,,,,,"0.02",,,,,,,"10.7",,,,,,"6.74","6.74",,"3.94",,,"0.02","3.4",,,"-0.31","0.48","0.51","0.45",,,,,"1.69",,,,,,"0.58",,"8.75","8.75",,"8.75",,"3.08",,,,,,,"0.21","1.02","2.75",,,,,"-0.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.74","1.95",
"Haiti",,"981.25","640.7","2.81","337.74","6.14","0.27","0.04","6.94","90.37",,,"0.06","37.31","16.94",,"0",,"1.26","2.21","15.38","3.1","0.85","0.02",,"10.94",,"0.06","0.33",,"6.79","2.5","22.26","6.27","416.79","73.76",,,,,,"0.07",,"1.23",,,,,,,,,,,,"0.52","1",,"-5.9","-5.9","129.27",,,,,,"127.73","127.73",,"1.54",,,,"23.25",,"0.09","2.26","0.38","1.1","3.28",,,"1.98",,"10.16",,,,,"2.71","1.29",,"65.25","65.25",,"65.25",,"52.12",,,,,,"0.73","4.7","1.49","47.23",,"0.22",,,"-2.25",,,,"0.07",,,"5.77",,"0.01",,"0.03",,,"0.24",,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,"585.27","81.59",
"Honduras",,"442.23","222.59","-1.84","221.49","5.86","0","0.9","1.62","17.59","0.01",,"-7.37","1.66","15.53",,,,"1.27","0.27","9.48","23.23","0.14","0.06","0.04","1.31","0",,,,"16.79","3.15","15.98","0.61","120.31","67.99",,,,,,"0.25",,"-2.93",,,,,,,,,,"0.01",,"0.08","0.01",,,,"140.28",,,,,,"140.28","140.28",,,,,,"8.45",,"0.56","-0.29","0.49","0.24","0.32",,,"0.76",,"1.24",,,,,"4.67","0.46",,"-4.33","-4.33",,"-4.33",,"9.09","0.94",,,,,,"0.29","3.46","6.69",,"0.14",,"-0.74","-1.68",,,,,,,"3.07",,,,"0.14",,"0.03","2.62",,,,,,,,,,,,,,,,,,,,,,,,,,,"165.45","34.63",
"Hong Kong (China)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India",,"3198.14","2569.84","41.97","586.32","408.69","6.2","4.01","1.3","5.47","0.01","3.41","1.6","180.87","525.99","0","1.24",,"1.92","11.45","1554.63","0.72","2.14","0.41","0.21","18.18","1.27","0.37","0.02","0","5.01","5.3","12.16","116.07","109.89","462.37",,,,,,"37.49",,"0.42",,,"0.06","0.01",,"0.02","0.46",,,"0.07",,"2.1","1.33",,,,"3.67",,,,"3.49","3.49",,,,,,,"0.19","109.49",,,"25.01","1.07","0.95","5.56",,,"4.5","2.38","64.81",,,,,,"5.2",,"-205.44","-205.44",,"-205.44",,"216.24",,,,,,"67.25","140.13","6.86","2.62","0.2",,,,"-0.83",,,,"0.25",,"0.58","288.11",,"0.2","22.2","2.1","1","10.38","13.11",,,,"0.64",,,"5.99","0.9","10.45",,,,"0.13",,"0.26","21.02","6.55","7.71",,"3.19","10.51","0.64","2.77",,,,"2504.36","862.39","2.77"
"Indonesia",,"280.19","117.16","2.62","160.4","60.41","207.53","0.92","-4.16","11.88","0.02","12.39","5.24","189.16","268.26",,"0.82",,"0.01","-0.56","-1048.13","47.97","0.07","-12.76","12.58","33.77","0.28","0.04",,,"-14.88","2.42","15.04","32.75","356.51","26.35",,,,,,"0.07",,"-5.17",,,"0.01",,,"0",,,,"0.43",,"3.86","0.22",,,,"-127.02",,,,"-128.32","-128.32",,,,,,,"1.3","20.56",,"0.28","7.01","0.85","0.32","1.28",,,"1.86",,"5.98",,,,,"-0.04","3.02",,"-126.97","-126.97",,"-126.97",,"367.49",,,,,,"43.27","35.29","7.86","281.8",,,,"-0.73",,,,,"1.37",,,"10.76",,,"0.25","0.73","0.3","11.62","19.61",,,"2.99","0.47",,,"3.58",,"0.59",,"7.76",,"0.1",,,,,,,,"0.03","0.26",,,,,"-190.13","480.01",
"Iran",,"140.28","108.9","4.54","26.84","0.92","0.03","11.11","0","0.16","0.02","0.08",,"10.28","70.67","0.04","0.83",,,"0.26","6.43","0.48",,"0.7",,"2.54","0.66","0.04",,,"0.79","0.77","0.44","2.09","0.48","15.96",,,,,,,,,,,,,,"0.11",,,,"0.17",,"4.23","0.03",,,,"-0.37",,,,,,,,,,,,"-0.37","4.86",,"0.3",,"0.12","0.37","0.31",,,"0.78",,"1.25",,,,,"0.09","1.63",,,,,,,"6.39",,,,,,,,"1.18","5.21",,,,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,"0.88",,,,,,,,,,"90.37","98.35",
"Iraq",,"2907.51","2278.87","418.24","210.41","1.94","7.99","10.34","10.98","67.58","2.48","33.48","5.14","446.22","534.28","0.02","0.69",,"2.33","128.15","353.13","17.32","1.51","30.43","2.26","51.5","2.83","0","0.44","0.03","4.68","34.34","11.99","106.67","412.06","188.24",,"0.2",,,"0.2","0.04",,"17.55",,,"0.05","0.01",,"0.08","1.59",,,,,"8.27","390.09",,,,,,,,,,,,,,,,,"20.81",,"0.43",,"0.43",,"1.27",,,"1.17",,"4.1",,,,,"10.63","2.8",,"-11.55","-11.55",,"-11.55",,"12.9",,,,,"10",,,"0.47","2.43",,,,,,,,,"0.04",,,"1.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2048.08","1355.03",
"Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamaica",,"61.55","32.26","-1.41","30.7","0.54","0.63","0.02","0.14","2.96",,,,"0.26","-0.9",,"0",,,,"-4.16","0.21",,"-1.04","0.19","0.01",,,,,"0.27","0.11",,"10.09","23.49","15.92",,,,,,"0.02",,"-1.98",,,,,,,,,,"0.03",,"0.02","0.5",,,,"5.43",,,,,,"3.91","3.91",,"1.52",,,,"3.34",,"0.38",,"0.11","0.88","0.39",,,,,"0.97",,,,,,"0.61",,,,,,,"6.01",,,,,,"2.62",,"0.87","5.2",,"0.12",,"-0.29","-2.51",,,,"0.07",,,,,"0.35",,,,,,,,,,,,,,,,,,,,,,"0.12",,,,,,,,,,"31.73","8.95",
"Jordan",,"2979.66","1878.13","671.59","429.94","4.88","14.84","4.57","4.48","87.67","4.32","0.02","2.11","159.37","302.15","0.06","2.47","0.3","2.01","16.21","189.29","20.24","0.64","28.65","0.2","30.93","1.56",,"0.18","0.18","-0.4","11.25","21.35","78.52","894.96","212.45",,,,,,"46.86",,"144.11",,,"0",,,"0.36","1.67",,,"0.07",,"4.19","460.83",,,,"-2.43",,,,,,,,,,,,"-2.43","224.34",,"0.45","-1.55","0.79",,"0.38",,,"0.55",,"3.43",,,"218.56",,"1.12","0.62",,"8.39","8.39",,"8.39",,"-12.82",,,"-18.55",,,,,"2.03",,"0.68","0.15",,,"2.87",,,,,,"1.1","2.14",,"0.06",,"0.07",,,"0.56",,,,"0.33",,,,,,,,,"0.37",,,,,,,,,"0.25",,,,,"1728.16","618.35",
"Kazakhstan",,"59.49","7.6","20.65","31.24","5.67",,"2.6",,"0.16","0.03",,,"4.29","16.68","0","0.63",,,"0.04","-38.98","1.88","0.04","0.46",,"0.02","1.71","0.01","0.01","0.11","-3.65","0.13",,"1.53","19.92","12.07",,,,,,"1.15",,"-0.66","0.02",,"0.03",,,"0.04","0.48",,,"0.01",,"20.38","0.01",,,,"-1.62",,,,"0.98","0.98",,,,,,,"-2.6","5.42",,"0.36",,"0.07","0.65","0.15","0.61",,"0.49","1.39","1.27",,,,,,"0.42",,,,,,,"15.38",,,,,,,,"5.73","7.46",,,,,,"2.18",,,,,,,,,,,,,,,,"5.67",,,,,,,,,,,,,,,,,,,,,,,,"3.63","24.62",
"Kenya",,"2480.22","1502.94","11.41","965.87","106.68","7.66","6.71","24.3","33.11","0.06","35.18","16.14","34.78","75.88","0.01","0.2","0.07","7.6","13.8","80.73","10.37","0.24","20.76","1.65","11.83","1.87","0.05","1.48","0.03","-3.64","57.67","12.22","196.76","855.41","159.01",,,"0",,"0.03","0.8",,"2.07",,,,"0.01",,"0.01","1",,,"0.17",,"1.97","3.96",,"-118.89","-118.89","186.33","185.78",,"185.78",,,,,,,,,"0.54","60.83",,"0.47","21.37","0.37","1.5","4.04",,,"3.06","3.64","16.24",,,,,"7.93","2.22",,"463.04","463.04",,"463.04",,"215.56",,,,,"10.33","3.27","31.83","2.31","167.77",,,,"-0.39","0.44",,,,"0.26",,,"47.86",,"3.2","16.21",,"2.66","1.29","10.6","1.2",,"0.67",,,,"0.47",,"0.1",,"2","12.78",,,,,,,,"3.62","3.74","0.03",,,,,"1290.48","489.88",
"Kiribati",,"77.15","40.81","0.24","36.1",,"20.67",,,"0.03",,,,,"0.06",,,,,,"6.87","0.53",,,"12.6",,,,,,,"0.03",,"0.02",,"2.49",,,,,,"0.01",,,,,,,,,"0.01",,,"0.02",,,"0.2",,,,"18.75",,,,"18.75","18.75",,,,,,,,"1.24",,,"0.64","0.22",,"0",,,,,,,,,,,"0.38",,"13.45","13.45",,"13.45",,"0.18",,,,,,,"0",,,"0.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.99","0.11",
"Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo",,"392.37","174.2","12.02","206.15","0.16","0.01","8.1","0.04","0","1.06","1.81","1.63","2.2","43.9",,"0.1",,"0.14","1.15","3.08",,"8.63","0.02",,"5.96","0.85","0.09","0.12","1.79","0","15.41","23.9","4.19","50.03","171.76",,,"0.04",,"0.01",,,"0.33",,,,,,,,,,,,"10.67","0.97",,,,,,,,,,,,,,,,,"5.07",,,,,,"0.06",,,"0.29","3.29","1.16",,,,,,"0.27",,"9.85","9.85",,"9.85",,"19.48",,,,"0.05",,,,"0.2","1.29",,,,,,"17.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.16",,,,,,,,,,"104.54","91.22",
