Recipient,"FakeColumn","Donor(s)","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"America, Total","","8994.71","7015.58","15.05","1964.08",,"1.26","27.77","122.23","481.55","4.18","103.05","51.12","213.18","818.4","7.52","0.08","2.39","25.63","122.76","269.45","68.69","41.46","230.19","4.98","148.13","0.55","4.22","0.14","0.41","1975.73","200.35","106.9","112.03","1871.23","1102.28",,,,"0.14",,"9.13",,"-2.43",,,"0.01",,,,,,,"0.36",,"7.63","0.21",,"87.71","87.71","63.73",,,,,,,,,"64.1",,,"-0.37","232.04",,"14.69","24.05",,"6.92","28.89",,,"28.82","14.69","27.87",,"-0.09",,"68.14","18.06",,,"133.21","133.21",,"133.21",,"345.11",,,,,,,"7.35","123.8","173.48",,,"5.16","10.33","24.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3888.6","4061",
"Caribbean & Central America, Total","","4091.02","2907.35","4.43","1179.24",,"0.2","21.56","39.94","279.18","2.22","66.08","28.53","90.12","210.07","1.22","0.06","2.39","18.04","57.75","102.64","43.27","30.5","73.18","1.22","60.01","0.19","0.5","0.14","0.06","735.66","110.76","46.36","89.1","796.4","591.71",,,,"0.14",,"1.85",,"0",,,,,,,,,,"0.19",,"2.12","0.13",,"87.71","87.71","54.88",,,,,,,,,"54.88",,,,"155.3",,"4.93","20.81",,"4.16","17.59",,,"17.28","4.96","15.7",,"-0.09",,"60.09","9.87",,,"106.84","106.84",,"106.84",,"182.8",,,,,,,"4.51","48.03","105.95",,,,"9.91","14.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1625.26","1575.68",
"Caribbean, Total","","1515.4","893.19","2.17","620.04",,"0.04","1.02","17","196.44","1","0.08","2.3","48.77","9.29","0.54","0.06",,"3.79","31.64","26.91","16.53","1.34","-0.49","0.47","13.37","0.12","0.24","0.14","0.06","125.61","11.63","12.14","59.73","313.42","352.23",,,,"0.12",,"0.43",,"-0.49",,,,,,,,,,"0.13",,"1.98",,,"58.64","58.64","51.06",,,,,,,,,"51.06",,,,"46.82",,"1.57","7.11",,"2.48","9.48",,,"5.42","0.23","9.46",,"-0.09",,"5.37","5.79",,,"26.64","26.64",,"26.64",,"84.65",,,,,,,,"5.31","65.42",,,,"-0.38","14.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"686.2","313.87",
"Central America, Total","","2191.41","1774.01","2.26","415.14",,"0.13","16.54","22.7","59.59","1.22","42.31","21.55","26.39","160.43","0.44",,"2.23","14.25","25.49","75.53","26.63","28.22","70.2","0.66","34.09","0.07","0.22",,,"590.26","83.07","23.25","18.11","430.43","167.9",,,,"0.02",,"1.42",,"0.49",,,,,,,,,,"0.06",,"0.14","0.13",,"29.07","29.07","3.82",,,,,,,,,"3.82",,,,"54.93",,"3.36","13.7",,"1.68","8.11",,,"9.46","2.88","6.24",,,,"6.38","3.12",,,"78.41","78.41",,"78.41",,"81.01",,,,,,,"4.51","28.46","37.65",,,,"10.29","0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"795.97","1121.47",
"South America, Total","","3696.63","2980.6","5.59","710.44",,"1.06","6.09","81.93","109.27","1.96","36.97","18.09","122.4","421.44","3.99","0.02",,"7.59","65","157.69","25","10.96","152.39","3.41","68.59","0.36","2.39",,"0.35","551.37","77.22","55.04","12.53","987.49","452.7",,,,,,"7.28",,"-2.43",,,"0.01",,,,,,,"0.17",,"0.48","0.08",,,,"8.85",,,,,,,,,"9.22",,,"-0.37","76.23",,"9.76","3.24",,"2.76","11.3",,,"11.54","9.73","11.66",,,,"8.05","8.19",,,"26.36","26.36",,"26.36",,"146.29",,,,,,,"2.84","63.9","63.38",,,"5.16","0.42","10.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1875.82","1573.05",
"Northern America, Total","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, Total","","42159.5","29272.27","6077.4","6809.83",,"1317.98","760.46","228.32","1176.52","68.46","405.24","166.21","1480.49","4019.58","66.14","5.86","7.31","113.3","1175.85","2962.06","281.37","57.26","694.57","62.87","671.64","32.18","66.26","2.97","2.24","735.09","530.34","353.82","2968.15","8859.73","2668.83",,,,"2.2",,"51.82",,"9.03","1.54",,"10.95",,,"3.15",,"4798.75",,"163.45",,"575.54","460.97",,"-336.39","-336.39","28.61",,,,,,,,,,,"2.14","26.47","1283.44",,"21.09","102.36",,"11.42","153.4","0.07",,"89.46","34.79","207.34",,,"473.19","92.75","97.57",,,"2028.46","2028.46",,"2028.46",,"1136.87",,,"131.48",,,,"192.89","166","546.86",,,"68.45","23.87","7.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22642.38","13578.97",
"Middle East, Total","","19903.88","13141.38","4892.43","1870.07",,"305.66","693.11","139.23","238.36","8.14","64.13","23.67","766.25","2151.12","23.13","0.35","2.01","14.11","1034.01","1695.7","30.54","6.84","205.12","2.79","158.65","1.88","11.37","0.07","0.77","342.35","124.6","127.09","778.18","4192.15","1023.05",,,,"1.31",,"39.36",,"-1.19","0.06",,"0.01",,,"0.04",,"4398.41",,"0.15",,"116.4","337.88",,"-61.55","-61.55","15.78",,,,,,,,,,,,"15.78","617",,"3.73","6.13",,"0.32","16.11",,,"10.58","5.32","20.25",,,"473.19","67.49","13.88",,,"107.35","107.35",,"107.35",,"168.44",,,"131.48",,,,"12.94","8.16","22.75",,,"0.19",,"-7.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10855.77","6388.43",
"South & Central Asia, Total","","14643.1","10781.6","578.86","3282.64",,"304.32","32.17","43.93","488.69","48.6","214.56","75.37","173.66","939.98","27.4","4.63","5.3","46.46","165.36","1250.82","61.03","12.02","325.44","17.76","359.87","10.03","14.75","1.46","1.03","147.13","231.91","164.08","1684.56","3929.28","1244.12",,,,"0.65",,"8.93",,"26.34","1.48",,"10.85",,,"2.28",,,,"35.06",,"433.32","59.95",,"-226.26","-226.26","14.97",,,,,,,,,,,"1.7","13.27","441.54",,"6.1","46.41",,"5.15","96.77","0.07",,"46.8","17.86","147.43",,,,"13.29","61.66",,,"1320.79","1320.79",,"1320.79",,"487.49",,,,,,,"150.78","50.98","260.11",,,"9.3","11.03","5.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8632.35","4200.45",
"Far East Asia, Total","","6372.25","4579.62","193.68","1598.95",,"691.49","35.15","43.56","254.32","11.72","120.68","52.18","537.46","708.95","10.95","0.88",,"52.73","-25.02","-28.66","177.9","38.37","155.97","41.97","125.85","20.27","40.02","1.44","0.44","178.83","143.79","59.89","456.28","672.21","354.75",,,,"0.24",,"3.53",,"-16.12",,,"0.09",,,"0.83",,,,"128.23",,"13.74","63.14",,"-48.58","-48.58","-2.14",,,,,,,,,,,"0.44","-2.58","218.32",,"5.31","49.82",,"5.95","40.52",,,"32.08","11.61","39.07",,,,"11.97","21.99",,,"600.33","600.33",,"600.33",,"476.27",,,,,,,"29.17","102.19","264",,,"58.96","12.84","9.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2575.54","2584.65",
"Europe, Total","","5380.28","3073.05","129.46","2177.77",,"1.25","163.17","-0.68","54.46","23.2","33.5","28.8","435.12","446.13","129.76","9.11","1.08","7.66","70.2","342.2","12.89","16.15","140.14",,"112.07","35.72","34.15","5.3","16.52","206.28","162.2","135.19","55.07","396.41","1791.01",,,,"0.14",,"18.25",,"-5.24","1.67",,"1.73",,,"1.09",,,,"0.18",,"97.24","14.4",,"16.04","16.04","11.03",,,,,,,,,,,"4.97","6.06","155.17",,"14.3","16.3",,"1.26","14.31","10.73",,"4.58","28.31","9.37",,,,"56.01",,,,"105.68","105.68",,"105.68",,"98.84",,,,,,,"2.89","24.88","59.33",,,"1.75",,"9.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1799.59","2017.5",
"Oceania, Total","","1537.77","1313.05","2.3","222.42",,"723.5","1.44","0.02","3.48","0.07",,"0.1","148.49","2.62","2.24",,,"0.06","1.85","72.93","2.22",,"-0.09","156.3","1.66","0.01",,,,"1.3","0.3","0.27","6.32","187.96","94.12",,,,,,"0.02",,"-1.4",,,,,,,,,,"0.08",,"3.6",,,,,,,,,,,,,,,,,,"102.43",,,"-0.62",,"0.92","6.36",,,"3.2","0.48","6.86",,,,"85.23",,,,"-0.25","-0.25",,"-0.25",,"26.11",,,,,,,"3.68","7.05","16.02",,,,,"-0.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"423.65","164.73",
"Melanesia, Total","","668.83","605.62","-1.04","64.25",,"552.26","0.93",,"2.43","0.04",,"0.02","12","0.62",,,,"0.06","1.52","-52.87","1.57",,"-0.09","53.66","1.61","0.01",,,,"0.34","0.22",,"2.16","29.13","42.76",,,,,,,,"-1.4",,,,,,,,,,"0.04",,"0.32",,,,,,,,,,,,,,,,,,"11.6",,,"-0.54",,"0.92","5.88",,,"3.2","0.48","1.33",,,,"0.33",,,,"-2.69","-2.69",,"-2.69",,"12.58",,,,,,,"3.57","0.15","10.02",,,,,"-1.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5.01","17.83",
"Micronesia, Total","","244.85","226.89","1.92","16.04",,"37",,,"0.08","0.03",,,,"0.16",,,,,"0.12","29.56","0.15",,,"4.73","0.05",,,,,,,"0.02","0.13","154.86","15.02",,,,,,"0.02",,,,,,,,,,,,"0.02",,"1.88",,,,,,,,,,,,,,,,,,"0.2",,,,,,,,,,,,,,,"0.2",,,,,,,,,"0.82",,,,,,,"0.11","0.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"184.91","0.44",
"Polynesia, Total","","256.68","236.57","1.42","18.69",,"30.42",,,"0.41",,,,"129.67","0.03",,,,,"0.12","14.38","0.5",,,"58.68",,,,,,,,,"0.7","1.66","13.74",,,,,,,,,,,,,,,,,,"0.02",,"1.4",,,,,,,,,,,,,,,,,,"1.09",,,"-0.08",,,"0.48",,,,,,,,,"0.69",,,,"2.44","2.44",,"2.44",,"1.41",,,,,,,,"0.89",,,,,,"0.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146.97","130.52",
"LDCs, Total","","38359.88","23453.76","682.16","14223.96",,"631.93","106.69","540.8","1217.82","52.38","745.64","232.24","1303.07","1758.26","25.93","4.49","15.91","526.69","464.98","1404","143.47","117.61","1355.14","73.21","1072.83","13.17","134.48","25.77","0.82","694.12","902.69","290.62","2572.54","7026.46","4494.65",,,,"1.46",,"34.37",,"171.53","0.63",,"10.07",,,"0.33",,,,"130.38",,"194.31","139.08",,"599.13","599.13","1309.18","1191.22","153.9","1037.32",,,,,,"11.06",,,"106.9","1442.29",,"10.19","200.96",,"18.08","298.83",,,"137.39","44.2","471.09",,"30.12",,"31.75","199.68",,,"4173.43","4173.43",,"4173.43",,"2205.28",,"65.09","372.38",,,,"360.98","73.47","1230.31",,,,"58.68","44.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15747.13","11577.51",
"Other LICs, Total","","818.98","711.54","-1.15","108.59",,"25.52","1.39","3.61","23.53","0.75","18.63","1.83","8.63","30.36","1.82","0.08",,"16.41","4.43","9.97","2.13","2.39","30.76","3.53","23.85","0.13","0.05",,"0.01","5.14","31.53","11.61","89.51","363.94","81.55",,,,,,,,"-1.24",,,,,,,,,,"0.04",,"0.05",,,"-1.68","-1.68","-0.18","-0.18",,"-0.18",,,,,,,,,,"24.46",,"0.36","0.35",,"0.77","2.65",,,"6.37","0.67","6.82",,,,"1.98","4.49",,,,,,,,"4.44",,"-0.15",,,,,"6.44","0.37","-1.52",,,,,"-0.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"530.37","247.46",
"LMICs, Total","","25911.51","16452.25","1329.84","8129.42",,"899.35","110.07","182.63","559.8","28.92","491.39","104.86","1551.92","1584.87","50.44","3.66","6.62","92.26","140.13","1316.9","205.58","85.58","551.38","66.33","396.07","26.9","160.16","2.12","0.87","1219.96","440.33","207.47","1556.7","4408.98","3236.16",,,,"1.17",,"60.89",,"118.65","1.8",,"1.42",,,"3.03",,,,"3.03",,"231.43","908.42",,"-272.07","-272.07","319.79","285.14","23.26","261.88",,,,,,,,"3.27","31.38","1134.93",,"18.75","129.57",,"12.38","136.05",,,"85.14","36.38","184.74",,"3.36","412.29","32.74","83.53",,,"2429.08","2429.08",,"2429.08",,"1281.53",,"36.97","212.67",,,,"225.06","123.72","565.36",,,"13.65","33.52","70.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11119.3","8385.15",
