Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Rwanda",,"1150.47","494.83","6.57","649.07","10.24","0.66","0.33","26.3","6.91","0.02",,"0.05","4.16","42.99",,"0",,"2.06","1.6","27.4","18.27","0.39","55.89","0.11","2.58","0.05","0.04","0.02","0.03","0.63","28.64","6.05","92.89","176.75","109.59",,,,,,"0.28",,"2.2",,,,,,"0",,,,"0.02",,"0.39","0.64",,"98.21","98.21","91.83","91.68","0.09","91.59",,,,,,,,,"0.16","37.98",,"0.06","11.51","0.42","0.69","6.26",,,"2.12","5.63","8.2",,,,,"1.38","1.7",,"224.77","224.77",,"224.77",,"86.69","2.12",,,,,,"6.83","4.94","70.61","0.87",,,"0.34","0.99",,,,"0.05",,,"7.53",,"0.66",,,,,,"0.37",,,,,,,,,,,,,,,,,,,,,,"1.63",,,,"352.71","256.1","1.63"
"Saint Helena",,"106.49","101.17",,"5.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.17",,"5.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.17","101.17",
"Saint Kitts and Nevis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Lucia",,"15.23","6.04","-1.14","10.33",,"0.09",,,,,,,"0.04","0.02",,,,,,"5.59","0.11",,,"0.1",,,,,,,,,"0.06","0.04","12.28",,,,,,,,"-1.14",,,,,,,,,,"0",,,,,"-2.45","-2.45","-3.19",,,,,,,,,"-3.19",,,,"0.15",,,"-0.04","0.1",,"0.09",,,,,,,,,,,,,"2.54","2.54",,"2.54",,"1",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.74","0.11",
"Saint Vincent and the Grenadines",,"9.12","3.26","0.08","5.78",,"0.06","0.05",,,,,,"-0.76","0.02",,"0",,,,"3.74","0.14",,,"0.01",,,,,,,,,"0",,"12",,,,,,,,,,,,,,,,,,,,"0.01","0.07",,"-1.33","-1.33","-6.35",,,,,,,,,"-6.35",,,,"0.25",,,,"0.18",,"0.07",,,,,,,,,,,,,"1.21","1.21",,"1.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","-0.69",
"Samoa",,"88.64","58.86","0.06","29.72",,"25.9",,,,,,,"0.03",,,,,,,"16.63","0.11",,,"14.79",,,,,,"-0.01","0.01",,,"1.41","6.24",,,,,,,,,,,,,,,,,,"0.05",,,"0.01",,"-1.61","-1.61","3.73",,,,"3.73","3.73",,,,,,,,"2.02",,,"-0.05","0.15",,"0.7",,,,,,,,,,,"1.22",,"11.04","11.04",,"11.04",,"8.3","2.68",,,,,,,"3.46",,,,,,"2.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.07","0.02",
"Sao Tome and Principe",,"47.04","18.11","0.05","28.88","0.01","0.01",,,"0.03",,,,"0.47","0","0",,,,,"2.37",,,,,,,"15.08",,,"0.01",,,"0.08","0.05","6.08",,,,,"0",,,,,,,,,,,,,"0.01",,"0.03",,,"0.97","0.97","3.19","3.19",,"3.19",,,,,,,,,,"4.94",,,"1.83","0.18",,"0.54",,,"0.47",,"1.05",,,,,"0.09","0.79",,"5.61","5.61",,"5.61",,"8.08",,,,,,,"0.58","3.3","3.32",,,,,"0.87",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.01","15.65",
"Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senegal",,"731.22","414.56","7.28","309.38","12.36","0.13","1.97","20.3","48.22","0.05",,"0.55","87.39","18.43",,"0",,"0.24","9.95","27.76","36.57","20.02","2.77",,"0.32","0.28","0.33",,,"7.63","0.75","3.69","2.19","125.03","77.38",,,,,,"1.42",,"10.22",,,,,,"0.03",,,,"0.1",,"0.78","-0.1",,"-35.66","-35.66","75.12","75.39","0.03","75.36",,,,,,,,,"-0.27","23.29",,"0.26","8.52","0.71","0.11","2.82",,,"2.05",,"6.73",,,,,"0.81","1.27",,"123.67","123.67",,"123.67",,"45.58",,,,,,,"13.75","4.71","23.68","0.47",,,"-0.41","3.37",,,,,,,"10.32",,"1.04",,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,"318.97","172.85",
"Serbia",,"633.47","175.44","221.09","236.95","0.19","0.04","11.73","0.11","0.03","2.22","0.81","0.2","4.58","90.7","0.13","2.07",,"0.06","-1.1","7.85","0.65","0.23","0.11",,"1.46","-3.31","0.07","1.07","2.19","-0.56","10.74","24.08","2.81","16.48","286.52",,"0.19",,,"0.04","0.02",,"3.41",,,"0",,,"1.42","11.7",,,,,"3.9","200.39",,,,"-1.82",,,,,,,,,,"-1.82",,,"9.54",,"0.61",,"0.11",,"0.62",,,"0.36","5.75","0.71",,,,,,"1.39",,"-65.75","-65.75",,"-65.75",,"8.46",,,,"0.05",,,,"2.08","-0.06",,,,,,"6.4",,,"0.04",,,"0.01",,,,,,,,,,,,,,,,,,,,"0.13",,,,,,,,,,,,,,"121.35","124.85",
"Seychelles",,"5.8","-8.97","4.03","10.74",,"0.27",,"-1.31",,,,,"-9.2","0.01",,"0",,,,"0.98","0.01",,,"0.11",,,,,,,,,"0.17",,"6.53",,,,,,,,"-0.61",,,,,,,,,,"0.05",,"0.1","4.49",,,,"0.96","0.96","1.56","-0.6",,,,,,,,,,"1.07",,"0.19",,"0.12",,"0.09",,,,,,,,,,,"0.67",,,,,,,"2.18","1.14",,,,,,,"1.17",,,"0.03",,,"-0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8.05","-10.34",
"Sierra Leone",,"693.26","400.91","14.93","277.42","4.93","0.17","0.07","1.44","1.63","0.01","-0.04","0.36","0.43","18.04","0","0",,"11.91","1.46","13.39","10.51",,"0.11","0.09","5.18",,"0.05",,,"0.53","0.15","0.06","207.4","127.96","87.33",,,,,,"0.09",,"13.7",,,,,,,,,,"0",,"0.2","0.9",,"66.83","66.83","34.73","17.63",,"17.63",,,,,,,,,"17.1","29.21",,"0.34","9.13","0.32","0.64","5.22",,,"1.83",,"9.85",,"0.33",,,"0.05","1.5",,"25.15","25.15",,"25.15",,"34.17",,,,,,,"2.82","2.8","27.43",,,,,"1.12",,,,,,,"2.18",,"2.33",,,"0.18",,,,,,,,,,,,,,,,,,,,,,,,"0.25",,,,,"370.3","241.92",
"Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solomon Islands",,"175.5","146.24","0.47","28.79","0.12","108.56",,,"0.16",,,,"0.01","0.36",,,,,"0.28","19.13","2.44",,,"14.26",,,,,,,,,"0.15","0.88","1.25",,,,,,"0.06",,,,,,,,,,,,"0.04",,,"0.38",,"-3.44","-3.44","14.92",,,,"14.92","14.92",,,,,,,,"2.94",,,"0.48","0.16",,"0.81",,,,,"0.5",,,,,,"0.99",,"5.4","5.4",,"5.4",,"7.73","0.42",,,,,,"0.27","3.97","3.07",,,,,,,,,,,,"0.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.98","0.81",
"Somalia",,"1183.64","760.95","178.27","244.41","1.84","5.23","0.16","0.12","23.76",,"34.32","14.03","0.22","82.77",,"0.01",,"7.17","13.68","21.55","0.5","1.82","8",,"40.46",,"0.14",,"0.03","1.16","64.01","22.59","204.74","214.45","158.63",,,,,,,,"6.5",,,,"0.59",,"0.04","1",,,,,"59.63","96.24",,,,"5.6","2.3","0.03","2.27",,,,,,,,,"3.3","51.83",,,,"0.11","0.3","7.54",,,"4.36",,"18.42",,"2.59",,,"18.01","0.51",,,,,,,"28.35",,,"1",,,,"1.46","1.67","24.08",,,,,"0.15",,,,,,,"1.68",,"0.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"561.19","432.4",
"South Africa",,"1180.28","971.89","1.39","206.99","28.39","1.14","0.37","19.2","6.28","0.03","1.19","1.54","36.33","356.07","0.03","0.01",,"6.04","1.29","10.18","0.07","0.2","2.93","0.06","7.17",,"1.24",,,"0.04","4.95","9.09","16.58","489.87","102.06",,,,,,"0.45",,,,,"0",,,,,,,"0",,"0.5","0.44",,,,"-0.51","0.54","0.54",,,,,,,,,,"-1.05","21.1",,"0.44",,"1.16","1.74","0.77",,,"1.37","12.22","1.41",,,,,"0.36","1.64",,,,,,,"84.35",,,,,,"6.93",,"10.75","66.67",,,,,,,,,"0.08",,,"17.45",,"1.99",,,,,,,,,,,,,,,,,,,,,"7.71",,,,,,,"0.55",,"0.61",,"916.6","448.04","1.16"
"South Sudan",,"1587.03","1265.32","0.59","321.12","5.95","10.79","0.85","10.69","67.46","0.4","19.78","13.31","0.24","123.86",,,,"10.22","11.04","55.15","3.33","4.54","48.68",,"66.77",,,"0.26","0.03","0.64","31.56","25.04","217.13","543.54","224.02",,,,,,,,,,,,,,,,,,"0.06",,"0.4","0.13",,,,"9.97","9.97",,"9.97",,,,,,,,,,"63.34",,,"0.98","0.02","0.88","1.88",,,"3.87","26.85","10.6",,"0.09",,,"16.6","1.57",,"14.11","14.11",,"14.11",,"9.69",,,,,,,"0.51","0.37","8.81",,,,,,,,,,,,"5.92",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1018.42","493.24",
"Sri Lanka",,"373.48","75.03","22.92","275.54","2.69","10.7","2.19","0.75","4.73","0.18","-0.8","0.74","-5.74","6.2","0","2.06",,"0.02","2.33","-3.6","30.22","0.13","0.12","1.54","8.09",,"0.01",,,"-1.14","2.24","3.43","7.41","3.23","36.58",,,,,,"0.07",,"4.88",,,"0.01","0.03",,"0.01",,,,"0.2",,"0.15","0.87",,,,"28.34",,,,"28.25","28.25",,,,,,,"0.09","32.03",,"0.46","19.86","0.89","0.05","0.69",,,"0.84","2.84","1.28",,"1.98",,,"0.28","2.88",,"163.12","163.12",,"163.12",,"15.46",,,,,,,"-0.02","3.85","4.65",,,,"-0.64","7.61",,,,,,,"0.51",,,,,,,,,,,,,,,,,,"1.5",,,,,,,,,,,"0.68",,,,,"14.57","16.69",
"States Ex-Yugoslavia unspecified",,"6.12","5.68","0","0.44","0.01",,"4.04",,,"0.25",,"0.42",,,,,,"0.02","0.23",,,,,,,"0.01","0.12",,"0.6",,,,,,"0.39",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.05",,,,"0.05",,,,,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.23","5.68",
"Sudan",,"809.09","497.1","19.66","292.32","0.69","4.26","0.24","0.78","13.64","0.08","7.84","0.62","3.68","32","0","0.04",,"6.05","9.3","36.82","7.1","0.56","10.8",,"13.83","0",,,,"0.24","23.85","10.11","87.66","227.58","94.75",,,,,,,,"8.2",,,,"0.03",,"0.03","0.01",,,"0.05",,"9.42","2.54",,,,"11.28","6.28","0.08","6.2",,,,,,,,,"5","29.92",,"0.27","6.95","0.29","0.42","2.72",,,"3.32",,"14.02",,,,,,"1.94",,,,,,,"156.37",,,"33.52",,,,"34.24","6.26","82.25",,,,,"0.1",,,,,,,"0.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.58",,,,,"410.68","183.76",
"Suriname",,"16.53","6.83",,"9.7",,"0.08","0.17","1.65","0.46",,,,"0.23","0.07",,,,,,"0.27","0.08",,"3.9",,,,,,,,,,,"-0.09","5.59",,,,,,,,,,,,,,,,,,,,,,,,,"2.65",,,,,,"1.89","1.89",,"0.02",,,"0.73","0.26",,,,"0.09",,"0.17",,,,,,,,,,,,,,,,,,"1.19",,,,,,,,"1.07","0.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.94","6.03",
"Syrian Arab Republic",,"8899.75","2467","6046.29","386.46","4.24","3.65","10.52","15.4","52.32","1.72","40.65","11.37","15.42","824.18","0.05","0.26","4.64","10.53","17.64","43.52","12.41","6.87","23.7","1.74","121.33","9.43","7.82","0.35","0.1","41.3","46.57","31.48","474.76","637.28","325.68",,"0.33",,,"0.83","52.86","0.56","63.52",,,"0.06","0.44",,"0.75","4",,,,,"5851.23","40.11",,,,"-8.66",,,,,,,,,,,,"-8.66","67.34",,"0.17","-1.37","0.2",,"0.45",,,"1","16.19","2.59",,,"36.51",,"11.3","0.28",,,,,,,"2.1",,,,,,,,,"1.73",,,,,"0.37",,,"0.1",,,,"3.57",,,,,"0.5",,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,"2065.12","1558.63",
"Tajikistan",,"359.73","116.49","54.54","188.71","0.01","0.11","0.47",,"1.08","0.06","-0.01","1.77","0.15","23.79",,"0.01",,,,"31.04","0.31","0.19","0.1",,"0.6","0.06",,"0.01",,,"0.13","20.58","5.93","30.1","24.56",,,,,"0.05","0.06","0.89","3.1","0.01",,"0",,,"0","13.66",,,"0.05",,"1.58","9.29",,"-19.96","-19.96","118.4",,,,"104.91","104.91",,,,,,,"13.49","14.85",,"0.28","4.29","0.07","0.06","2.67","0.06",,"0.75","1.74","2.62",,"0.86",,,"0.37","1.07",,"27.89","27.89",,"27.89",,"22.98",,,,,,,"2.49","2.01","10.07",,,,,"1.28","7.12",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92.1","32.66",
"Tanzania",,"2317.89","1454.94","1.21","861.74","82.41","2.15","1.65","13.98","50.42",,"54.28","22.08","26.33","51.68",,"0.03",,"28.08","6.01","192.65","63.6","0.17","0.6","0.43","44.66","22.9","0.01",,,"0.83","89.7","31.4","251.29","500.01","95.11",,,,,,"0.06",,"-2.04",,,,"0",,,"1.37",,,"0.11",,"1.09","0.25",,"-61.99","-61.99","115.3","115.3","0.05","115.25",,,,,,,,,,"51.97",,"0.49","11.31","0.82","1.16","7.26",,,"4.13","4.03","19.02",,,,,"2.16","1.6",,"398.3","398.3",,"398.3",,"263.06",,,,,,"0.15","34.18","5.75","224.84",,,,"-0.87","-1",,,,"0.6",,,"61.66",,"9.46",,,"2.45",,,"5.73",,,,,,,,"0.23",,,,,,,,,,,,,"0.3","1.99",,,,"1078.39","569.63","1.99"
"Thailand",,"227.78","169.67","1.05","57.06","1.07","2.87","0.82","0.04","-0.16","0.02","-12.8","0.17","10.09","-20.79",,"0.01",,"0.39","0.51","111.66","8.83","0.38","0.04","0.26","0.6",,"0.05",,,"0.08","3.15","1.11","9.05","53.31","17.42",,,,,,"0.06",,,,,"0","0",,"0.02",,,,,,"0.94","0.03",,,,"0.66",,,,"0.52","0.52",,,,,,,"0.13","19.46",,"0.45",,"0.14","0.72","0.82",,,"0.99","11.68","1.08",,,,,"0.49","3.11",,,,,,,"19.51",,,,,,,,"6.74","12.34","0.43",,,,,,,,,,,"1.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163.68","-8.81",
"Timor-Leste",,"223.7","160.94","0.06","62.7","1.53","56.78",,,"0.3",,,"0.1","0.31","7.63",,,,"0.06","0.04","36.71","12.06",,,"10.77","1.49",,"14.58",,,,"0.23",,"0.02","19.86","20.28",,,,,,,,,,,,,,,,,,"0.06",,,,,,,"12.6",,,,"12.6","12.6",,,,,,,,"5.84",,,,"0.56",,"1.14",,,"1.48",,"1.18",,,,,"0.04","1.43",,"14.4","14.4",,"14.4",,"9.58",,,,,,,"0.09","3.73","5.62",,"0.15",,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,"1.52",,,,,,,,,,,,,,,,"64.86","22.97",
"Togo",,"168.25","59.21","3.71","105.33","0.58","0.16","0.09","0.7","1.38",,,"0.29","21.42","19.71",,"0",,"0.01","1.59","3.34","0.19","0.95",,,"0.14",,,,,"0.63","1.48","2.14",,"4.97","40.28",,,,,,"0.07",,"-0.61",,,,,,"0.01",,,,"0.12",,"0.38","0.55",,"-24.08","-24.08","23.08","10.23","0.04","10.19",,,,,,,,,"12.85","12.53",,"0.11","0.1","0.32","0.44","4.7",,,"1.4",,"4.58",,,,,,"0.89",,"22.94","22.94",,"22.94",,"30.57",,,,,,,"3.84","4.89","20.98",,"0.1",,,"0.76",,,,,,,"0.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.42","46.89",
"Tokelau",,"14.34","14.2",,"0.14",,"0.55",,,,,,,,,,,,,,,,,,"13.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.14",,,,,,"0.07",,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tonga",,"82.61","51.71","0.11","30.79","0.25","19.68",,,,,,,"0.04","0.11",,,,,"0.49","12.91","0.15",,,"16.99",,,,,,,,,,"1.35","3.27",,,,,,,,,,,,,,,,,,"0.1",,"0.01",,,,,"12.16",,,,"12.16","12.16",,,,,,,,"1.51",,,"0.82",,,,,,,,,,,,,,"0.69",,"12.7","12.7",,"12.7",,"1.15",,,,,,,,"1.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.25",,,,,"14.9","0.63",
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tunisia",,"646.82","285.15","-10.43","372.09","0.37","0.08","1.27","0.72","-0.98","0.06","1.58","0.98","68.05","125.57","0.22","0.95",,"0","20.58","-5.73","4.51","0.44","0.84","0.01","1.91","0.14","0.17",,,"-1.15","1.35","19.57","13.28","30.71","330.84",,,,,"0.01","0.07",,"8.21",,,,,,"0.03",,,,"0",,"-37.69","-0.44",,,,"1.42","0.81","0.81",,,,,,,,,,"0.6","5.22",,"0.22","0.22","0.51","0.06","0.46",,,"0.39","1.9","0.89",,,,,,"0.59",,,,,,,"34.62",,,"27.4",,,,,"4.07","0.77",,,,"-0.23","2.62",,,,,,,"0.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"251.48","235.06",
"Turkey",,"3609.09","848.72","-2.58","2762.95","5.18","0.1","37.63","65.55","-2.21","0.43","16.01","9.06","101.39","241.19","8.23","11.81",,"6.05","69.06","-75.57","-2.39","4.85","106.66","0.01","9.08","18.13","0.08",,"1.66","28.84","14.3","1.14","128.9","48.73","2655.15",,"1.93",,,"3.06","0.09",,"-8.85","1.13",,"1.68","0.36",,"4.33",,,,,,,"-2.34",,,,"88.5",,,,,,,,,,"88.47",,"0.03","13.69",,,"0.05","0.89",,"0.45",,,"0.72","8.21","0.87",,,,,"1.48","1.03",,,,,,,"5.61",,,,"0.05",,,,"7.74",,,,,,"-2.17",,,,"0.15",,,"2.42",,,,,"1.6",,,,,,,,,,,"0.67",,,,,,"0.34",,,,,,,,,,,,"511.49","869.83",
"Turkmenistan",,"32.23","4.65","12.81","14.77",,,"0.08",,,"0.02",,,"0.18","1.26",,"0",,,"0","-1.51","0.14",,,,,"0.06",,,,,,"0.02","0.11","4.29","8.06",,,,,,,,,,,,,,"0.23","0.04",,,,,"4.87","8.33",,,,"-0.37",,,,"0.02","0.02",,,,,,,"-0.39","2.92",,,,"0.01",,"0.42",,,"0.46","0.13","1.09",,,,,,"0.81",,,,,,,"4.16","0.67",,,,,,,"1.37","1.28",,,,,"-0.75","1.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.33","1.71",
"Turks and Caicos Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuvalu",,"24.44","12.91","0.46","11.08",,"5.53",,,,,,,,"0.01",,,,,"0.29","1.85","0.24",,,"4.98",,,,,,"0.01",,,,,"0.71",,,,,,,,,,,,,,,"0.01",,,,,,"0.45",,,,"0.55",,,,"0.55","0.55",,,,,,,,"0.18",,,,"0.1",,,,,,,"0.01",,,,,,"0.06",,"7.98","7.98",,"7.98",,"1.67",,,,,,,,"1.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.14","0.3",
"Uganda",,"1762.6","1057.48","13.4","691.72","48.67","1.4","10.65","18.39","5.97","0.08","41.5","3.07","11.83","39.54","0","0.72","4.92","26.39","4.05","66.84","27.7","0.08","17.23","0.05","43.7","0.05",,"0.01","0.03","0.22","42.61","2.03","149.72","538.71","70.33",,,,,"0.04","0.06",,"4.65",,,,"0.03",,"0",,,,"0.09",,"1.14","1.65",,"-0.28","-0.28","155.3","125.73","0.13","125.61",,,,,,,,,"29.56","52.59",,"0.44","9.54","0.36","0.75","7.15",,,"4.19",,"21.72",,"0.02",,,"6.67","1.73",,"162.69","162.69",,"162.69",,"251.09","1.5",,,,,"0.28","51.95","4.95","188.96","0.44",,,"-1.51","4.51",,,,"0.46",,,"45.83",,"0.68",,,"1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"816.65","366.16",
"Ukraine",,"1523.32","968.41","27.44","527.47","0.26","0.28","9.93","4.99","50.95","2.75","3.74","5.61","17.84","175.34","0.15","1.93","0","0.57","9.52","342.24","0.53","0.95","8.14",,"13.88","24.1","0","1.62","0.2","15.41","32.37","31.35","42.66","171.37","443.69",,"0.04",,,"2.55","9.88","0.2",,"0.47",,"3.18",,,"0.78","5.62",,,,,"4.72","0",,,,,,,,,,,,,,,,,"13.96",,"0.29",,"0.25","1","0.59",,,"0.52",,"1.15",,,,,"8.73","1.42",,,,,,,"69.82",,,,,,,,"8.24","58.08",,,,,,"3.5",,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,"0.25",,,,,,,,,,,,"809.91","357.81",
"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uruguay",,"18.25","5.55","0.64","12.07",,"0.07","0.03","0","0.16",,,,"1.13","-1.02","0.01","0",,"0","0.71","2.29","0.11",,,"0.62",,,"0.09",,,"-0.2","0.02","0.09","0.94","0.49","1.99",,,,,,"0.63",,,,,,,,,,,,,,"0.01",,,,,"2.77",,,,,,"2.77","2.77",,,,,,"2.58",,"0.22",,"0.65","0","0.19",,,"0.6",,"0.92",,,,,,,,,,,,,"4.73","2.81",,,,,,,"1.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.7","1.71",
