Recipient,"FakeColumn","Donor(s)","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"America, Total","","6616.24","5147.23","6.05","1462.96",,"5.78","21.27","82.09","211.54","13.36","78.4","30.58","343.25","662.81","0.68","0.03",,"14.13","82.12","309.28","14.9","20.63","288.99","3.3","86.87","0.11","2.02","0.03",,"631.51","188.51","115.41","129.29","1810.34","663.51",,,,,,"8.6",,"-2.9",,,"0.01",,,,,,,,,"0.18","0.16",,"30.97","30.97","36.58",,,,,,,,,"36.6",,,"-0.02","161.86",,,"4.35",,,"22.2",,,"20.85","5.91","26.68",,,,"60.11","21.76",,,"366.72","366.72",,"366.72",,"203.32",,,,,,,,"110.59","79.23",,,"3.14","11.51","-1.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3548.63","2589.81",
"Caribbean & Central America, Total","","3267.55","2358.76","1.26","907.53",,"3.93","17.16","23.46","129.83","1.66","48.73","17.36","212.11","383.55","0.41","0.01",,"9.38","33.68","143.53","8.99","15.8","127.91","1.06","57.74","0.01","0.46","0",,"371.99","114.77","47.85","40.28","547.1","382.26",,,,,,"1.78",,"-0.69",,,"0.01",,,,,,,,,"0.03","0.13",,"50.04","50.04","25.15",,,,,,,,,"25.15",,,,"86.52",,,"7.53",,,"13.96",,,"11.36","3.72","15.34",,,,"16.38","18.23",,,"247.07","247.07",,"247.07",,"116.49",,,,,,,,"51.84","51.36",,,"0.56","10.1","2.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1490.08","1418.73",
"Caribbean, Total","","726.55","470.69","-0.28","256.14",,"0.05","0.12","11.43","69.92","0.41","0.03","1.15","39.35","11.26","0.35","0",,"2.45","6.26","39.28","0.55","1.03","18.56","0.22","12.4",,"0.38",,,"67.08","5.7","11.16","41.11","130.44","160.5",,,,,,"0.38",,"-0.69",,,,,,,,,,,,"0.03",,,"-3.58","-3.58","22.89",,,,,,,,,"22.89",,,,"34.34",,,"-1.07",,,"6.88",,,"3.41","0.5","6.78",,,,"7.82","10.02",,,"5.86","5.86",,"5.86",,"36.13",,,,,,,,"3.72","26.19",,,,"0.69","5.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"337.62","206.67",
"Central America, Total","","2314.69","1719.22","1.54","593.93",,"3.88","17.04","12.02","40.03","1.25","41.87","12.73","117.58","373.7","0.06","0.01",,"6.93","27.42","104.02","8.44","14.1","97.02","0.75","33.47","0.01","0.08","0",,"299.95","93.79","25.74","-0.83","388.16","176.63",,,,,,"1.4",,"0",,,"0.01",,,,,,,,,,"0.13",,"53.62","53.62","2.26",,,,,,,,,"2.26",,,,"49.11",,,"8.6",,,"7.08",,,"6.94","3.22","6.52",,,,"8.54","8.21",,,"241.21","241.21",,"241.21",,"71.1",,,,,,,,"41.05","22.98",,,"0.56","9.41","-2.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1050.08","1114.73",
"South America, Total","","2916.38","2478","4.79","433.59",,"1.85","3.99","58.37","78.06","0.97","29.67","10.16","131.1","241","0.26","0.02",,"4.75","48.44","164.02","5.91","4.83","156.97","2.09","25.47","0.1","1.18","0.03",,"211.13","57.58","66.03","75.65","1098.37","188.11",,,,,,"6.82",,"-2.21",,,,,,,,,,,,"0.15","0.03",,"-19.07","-19.07","11.43",,,,,,,,,"11.45",,,"-0.02","50.18",,,"-3.18",,,"8.24",,,"8.27","2.19","11.34",,,,"19.8","3.52",,,"119.65","119.65",,"119.65",,"83.29",,,,,,,,"55.21","27.87",,,"2.58","1.41","-3.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1836.64","1036.2",
"Northern America, Total","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, Total","","22553.05","15742.29","552.85","6257.91",,"465.71","55.41","42.58","417.28","35.6","284.64","79.39","554.52","982.1","42.3","7.08","1.54","29.7","10.07","3461.87","258.82","35.29","276.93","49.76","372.05","5.79","45.11","5.17",,"184.02","374.27","242.49","1596.73","5826.07","1657.79",,,,,"0.31","35.48",,"68.43",,,"0.39",,,,,,,,,"195.46","252.78",,"138.93","138.93","75.99",,,,,,,,,,,"20.69","55.3","1179.72",,,"40.42",,,"144.73",,,"76.78","105.88","134.39",,,"448.78","156.55","72.19",,,"2858.41","2858.41",,"2858.41",,"347.07",,,,,,,,"118.94","138.95",,,"54.03","18.57","16.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12848.64","4646.7",
"Middle East, Total","","7620.99","6027.29","289.89","1303.81",,"39.27","15.44","21.54","108.73","15.3","15.67","16.26","150.68","159.46","21.13","2.73","1.54","8.39","74.69","691.23","81.08","5.17","211.21","3.37","94.77","0.54","15.72","0.47",,"96.9","72.93","22.89","330.69","3749.49","674.78",,,,,"0.11","19.1",,"0.69",,,"0.12",,,,,,,,,"53.77","216.1",,"-31.39","-31.39","18.56",,,,,,,,,,,,"18.56","568.01",,,"1.92",,,"17.24",,,"9.55","25.18","10.75",,,"448.78","47.21","7.38",,,"62.16","62.16",,"62.16",,"11.69",,,,,,,,"5.12","2.63",,,"0.32",,"3.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5264.97","1234.92",
"South & Central Asia, Total","","9022.14","5066.92","230.32","3724.9",,"101.12","27.75","-7.82","200.17","10.09","130.4","26.68","123.04","339.77","18.28","2.32",,"12.09","-39.86","832.91","63.54","6.4","-77.55","16.26","197.27","2.66","2.53","4.21",,"34.27","145.28","159.27","1053.63","1682.21","653.4",,,,,"0.2","14.38",,"53.92",,,"0.26",,,,,,,,,"130.68","30.88",,"267.26","267.26","47.85",,,,,,,,,,,"17.24","30.61","406.22",,,"20.2",,,"87.06",,,"37.82","80.7","88.19",,,,"47.16","45.09",,,"2268.97","2268.97",,"2268.97",,"81.2",,,,,,,,"27.32","40.56",,,"6.78","2.91","3.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4191.87","1814.17",
"Far East Asia, Total","","5648.07","4486.14","32.64","1129.29",,"324.82","12.22","27.68","103.59","10.21","136.66","29.97","278.86","449.96","0.5","2.03",,"9.22","-24.92","1911.3","114","23.72","136.65","28.62","60.47","2.59","25.89","0.49",,"49.79","134.53","51.66","194.47","391.16","261.24",,,,,"0","2",,"13.82",,,"0.01",,,,,,,,,"11.01","5.8",,"-96.94","-96.94","9.58",,,,,,,,,,,"3.45","6.13","175.95",,,"18.3",,,"40.43",,,"27.06",,"35.45",,,,"35.07","19.64",,,"527.28","527.28",,"527.28",,"252.18",,,,,,,,"84.5","95.76",,,"46.93","15.66","9.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3304.42","1500.52",
"Europe, Total","","3633.43","1964.13","44.28","1625.02",,"0.59","84","8.3","22.52","10.56","31.34","46.46","179.96","166.89","79.51","22.73","0.05","3.13","67.79","25.83","7.04","10.22","118.41",,"128.09","9.06","8.34","3.46",,"97.48","124.67","103.58","36.28","567.84","1005.51",,,,,"0.17","2.45",,"0.62",,,"0.35",,,,,,,,,"30.19","10.5",,"-5.7","-5.7","34.37",,,,,,,,,,,"32.78","1.59","99.61",,,"9.71",,,"7.24",,,"2.1","47.63","5.13",,,,"27.37","0.43",,,"468.2","468.2",,"468.2",,"23.03",,,,,,,,"13.8","4.82",,,"1.95",,"2.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1067.11","1108.59",
"Oceania, Total","","927.37","834.7","-0.36","93.03",,"446.36","0.64","0.07","5.81",,"0.04","0.08","114.2","1.92","0.15",,,"0.07",,"42.14","0.41",,"2.12","79.4","0.39",,,,,"0.08","0.15","0.2","-4.14","144.61","66.42",,,,,,"0.06",,"-0.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.01",,,"-0.67",,,"4.03",,,"2.24",,"3.61",,,,"9.8",,,,"-0.64","-0.64",,"-0.64",,"8.24",,,,,,,,"3.38","5.17",,,,,"-0.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"304.54","115.38",
"Melanesia, Total","","487.84","437.63","-0.39","50.6",,"379.29","0.63","0.01","1.14",,"0.04","0.02","7.26","1.95","0.08",,,"0.07",,"14.57","0.1",,"0.75","27.41","0.39",,,,,"0.08","0.1","0.2",,"3.54","35.64",,,,,,"0.03",,"-0.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.94",,,"-0.42",,,"3.41",,,"2.24",,"3.61",,,,"6.1",,,,"-3.48","-3.48",,"-3.48",,"3.5",,,,,,,,"1.31","2.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.46","10.99",
"Micronesia, Total","","183.37","177.79","0.03","5.55",,"22.04","0.01","0.04",,,,,"0.06","0.06",,,,,,"17.41","0.1",,,"2.47",,,,,,,,,,"135.6","3.76",,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.98",,,,,,,,,,,,,,,"0.98",,,,,,,,,"0.81",,,,,,,,"0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153.13","0.17",
"Polynesia, Total","","161.81","144.63",,"17.18",,"30.34",,,"0.53",,,,"71.99","-0.91","0.07",,,,,"8.51","0.21",,,"31.51",,,,,,,,,,"2.38","10.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.94",,,"-0.25",,,"0.62",,,,,,,,,"2.57",,,,"2.84","2.84",,"2.84",,"0.81",,,,,,,,"1.12",,,,,,"-0.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.5","71.15",
"LDCs, Total","","25340.47","15936.67","118.75","9285.05",,"282.52","52.79","457.25","547.81","9.44","492","124.43","2259.87","960.13","15.24","2.32","4.74","270.64","286.79","901.21","85.87","57.62","1045.38","50.11","617.2","9.6","793.66","1.32",,"142.15","586.64","252.72","2201.62","3425.6","2609.08",,,,,"0.04","26.48",,"16.97",,,"0.11",,,,,,,,,"10.7","64.45",,"158.91","158.91","893.7","807.64","135.9","671.74",,,,,,,,,"86.06","1065.81",,,"109.08",,,"217.57",,,"85.79","164.07","200.9",,,,"108.88","179.52",,,"4079.3","4079.3",,"4079.3",,"478.25",,"33.08",,,,,,"53.94","304.01",,,,"43.12","44.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10583.03","9768.89",
"Other LICs, Total","","348.15","269.1","10.85","68.2",,"3.79","0.43","3.65","14.3","0.25","3.57","3.26","2.62","23.18","0.23","0.05",,"5.61","10.47","3.56","0.17","3.33","12.96","1.95","13.72","0.04",,"0",,"0.21","18.32","5.38","51.9","86.15","59.8",,,,,,"0.03",,"10.79",,,,,,,,,,,,"0.03",,,"-15.09","-15.09","-1.14","-1.14",,"-1.14",,,,,,,,,,"23.77",,,"2.02",,,"3.93",,,"2.69","1.94","3.53",,,,"4.61","5.05",,,,,,,,"0.86",,"-0.91",,,,,,"0.62",,,,,,"1.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192.18","140.08",
"LMICs, Total","","17866.96","11270.52","384.02","6212.42",,"483.72","141.66","105.84","334.98","13.55","289","45.8","1070.72","1257.73","24.64","2.9",,"31.92","63.86","1487.36","100.42","51.08","190.18","34.61","201.35","3.03","32.37","4.33",,"550.68","317.18","207.93","1257.89","2965.79","1743.94",,,,,"0.22","31.22",,"5.32",,,"0.17",,,,,,,,,"70.03","277.06",,"-53.17","-53.17","219.47","158.48","13.92","144.56",,,,,,,,"15.33","45.66","926.94",,,"42.53",,,"100.56",,,"64.85","77.81","120.71",,,"391.35","73.66","55.47",,,"3073.74","3073.74",,"3073.74",,"301.5",,"7.16",,,,,,"74.28","149.55",,,"9.16","26.14","35.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8438.33","5454.36",
"UMICs, Total","","14253.59","11194.6","193.27","2865.72",,"150.36","98.09","81.59","236.86","28.4","98.63","87","615.63","712.95","59.23","24.38","2.86","27.18","116.91","2268.82","121.31","25.28","454.32","30.54","186.47","11.7","24.82","3.69",,"424.73","207.77","163.55","534.73","4396.8","1749.78",,,,,"0.25","14.27",,"22.97",,,"0.52",,,,,,,,,"124.69","30.57",,"-24.01","-24.01","57.47","0.92",,"0.92",,,,,,"32.37",,"12.48","11.7","346.69",,,"10.91",,,"43.91",,,"30.05","84.83","46.06",,,"57.43","61.44","12.06",,,"395.63","395.63",,"395.63",,"340.16",,"7.56",,,,,,"156","114.1",,,"50.02","0.9","11.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8882.7","3637.03",
"MADCTs, Total","","638.21","366.04","167.7","104.47",,"2.61","5.06","2.38","7.34","0.17","0.26","0.65","246.71","32.38","0.25","0.34",,"0.26","0.87","-22.68","1.23","1.1","3.93","4.63","15.13","0.03","0.07","0.04",,"6.73","7.94","2.41","6.53","39.67","73.68",,,,,"0","0.89",,"43.07",,,,,,,,,,,,"11.57","112.17",,,,"-0.46",,,,,,,,,"1.23",,"0.89","-2.58","16.23",,,,,,"1.89",,,"0.57","6.25","1.19",,,,"6.33",,,,"-0.73","-0.73",,"-0.73",,"15.75",,"0.51",,,,,,"7.01","8.14",,,"0.11",,"-0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"310.82","315.7",
