Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Mexico","","967.02","846.2","1.39","119.42","2.75","1.33","2.19","0.65","2.29","0.02",,"0.84","430.92","91.25","0.12","0.04",,"0.09","0.98","-50.3","0.53",,"0.11","0.12","8.19","0.03","0.09",,"0.01","-21.75",,"0.58","5.76","372.11","86.4",,,,,,"1.19",,,,,,,,"0.03",,,,"0.01",,"0.07","0.09",,,,,,,,,,,,,,,,,"2.45",,"0.28",,,"0.1","0.03",,,"1.14",,"0.9",,,,,,,,,,,,,"30.57",,,,,,,,"20.61","9.96",,,,,,,,,,,,"2.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"853.01","511.35",
"Micronesia","","130.64","128.6","0.03","2.01","0.82","2.05",,,,,,,,"0.04",,,,,,"28.39","0.03",,,"0.05",,,,,"0.02",,,"0.03",,"97.99","1.66",,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.35",,,,,,"0.08",,,,,,,,,,,"0.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126.42","0.06",
"Moldova","","461.69","106.87","23.41","331.41","0.81",,"3.05","0.01",,"4.28","1.8","1.25","6.97","8.58","1.7","0.1",,"0.1","0.37","8.28","0.26","0.27","4",,"6.16","1.71","0.01","0.27","0.19","0.04","18.26","9.13","2.43","27.65","169.11",,,,"0.02","0.32","0.92",,"-0.34","0.03",,"0.2",,,"17.86",,,,,,"4.4",,,"88.54","88.54","1.42",,,,,,,,,,"1.42",,,"9.85",,"0.78","3.46",,"0.43","1.84",,,"0.44","1.12","1.06",,,,,,"0.72",,"52.44","52.44",,"52.44",,"10.05",,,,,,,"0.12","0.81","6.57",,,,,,"2.56",,,,,,"0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.28","55.39",
"Mongolia","","337.45","259.08","2.58","75.79","0.54","7.42","1.24","0.01","0.93","4.69","2.78","3.06","5.16","34.72","0.01","0.17",,,"0.12","83.25","30.5","2.85","6.26","0.56","1.6","0.71",,,,,"0.09","15.2","0.18","57.57","4.95",,,,,,"0.01",,"-5.05",,,"0.01",,,"0.05",,,,"0.19",,"8.09","-0.72",,"-3.86","-3.86",,,,,,,,,,,,,,"9.34",,"0.35","1.82",,"0.08","2.07",,,"2.66","0.02","1.06",,,,,,"1.28",,"54.98","54.98",,"54.98",,"10.37","2.53",,,,,,"0.62","3.21","4.41",,,,"-0.4",,,,,,,,"0.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"181.93","62.05",
"Montenegro","","126.63","29.35","6.87","90.41",,"0.01","1.16","0.09","0.14","0.07","0.8","0.03","0.54","4.08","0.16","0.71",,,"0.29","4.72",,"2.83","1.62",,"2.85","-0.95",,"0.64","2.41","0.01","0.35","0.01","0.33","6.45","74.72",,,,,,"0.02",,,,,"0.06",,,,,,,,,"2.87","3.92",,,,"0.86",,,,,,,,,,"0.86",,,"4.69",,"0.16",,,,"0.85",,,,"2.76","0.92",,,,,,,,"4.24","4.24",,"4.24",,"5.9",,,,,,,,"1.3","1.7",,,,,,"2.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.55","15.17",
"Montserrat","","46.64","44.48",,"2.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44.48",,"2.22",,,,,,,,,,,,,,,,,,,,,,,,,"-0.06",,,,,,,,,"-0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44.48","44.48",
"Morocco","","1440.24","848.6","24.56","567.08","0.41","0.16","0.18","28.79","2.91","0.02","2.16","0.52","523.85","56.09","0.16",,,,"15.67","30.55","7.51",,"1.61",,"0.09","0.12","0.28",,,"36.83",,"4.62","4.38","132.1","402.4",,,,,,"0.03",,"14.21",,,"0.01",,,"0.21",,,,"0.01",,"0.75","9.34",,,,"8.44","0.42","1.92","-1.5",,,,,,,,,"8.02","11.34",,"0.22","5.46",,"0.54","1.07",,,"1.5",,"1.41",,,,,,"1.14",,"-1.35","-1.35",,"-1.35",,"146.25",,,"115.4",,,,,"6.2","8.57",,,,,"16.08",,,,,,,"0.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"765.55","670.66",
"Mozambique","","2065.47","1691.76","2.05","371.66","15.71","6.73","9.82","33.47","129.81",,"113.25","34.63","11","91.94","0.02",,"2.29","58.78","23.4","48.77","6.48","0.11","73",,"84.14","0.01","219.19",,,"41.28","108.81","30.91","186.4","377.52","153.25",,,,,,,,"1.63",,,,,,,,,,"0.02",,"0.1","0.3",,"-1.53","-1.53","63.88","56.07",,"56.07",,,,,,,,,"7.81","43.04",,"0.07","3.71",,"0.75","6.83",,,"4.7","3.17","16.51",,,,,"5.61","1.69",,"95.79","95.79",,"95.79",,"17.23",,"2.51",,,,,"1.68","3.89","11.41",,,,"-0.31","-1.95",,,,,,,"15.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"868.84","1005.11",
"Myanmar","","379.95","278.94","-0.72","101.73","5.56","44.43","0.05","0.84","4.13","1.28","11.07","0.5","3.34","10.73",,,,"0.49","3.22","46.51","4.81","0.19","2.95","1.27","19.9","0.05",,,,,"18.82","11.37","62.2","30.79","48.25",,,,,,"0.2",,"0.36",,,,,,,,,,"-16.63",,"15.34","0.01",,,,,,,,,,,,,,,,,"37.32",,"0.39",,,"1.18","8.67",,,"5.56",,"15.37",,,,,"2.77","3.38",,,,,,,"16.16",,,,,,,"5.37",,"7.69",,,,,"3.1",,,,,,,"5.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160.92","115.73",
"Namibia","","278.21","235.57","1.38","41.26","0.63","1.2","0.07","0.8","1.33","0.16",,"4.6","-2.49","68.7","0.02","0.03","0.52",,"0.54","25.26","0.06","6.97","1.81",,"2.33",,"0.11",,,"4.31","4.86","0.67","-0.72","114.43","21.51",,,,,,,,"-1.09",,,,,,,"2.45",,,"0.01",,"0.01",,,,,"0.51","0.51","0.94","-0.43",,,,,,,,,,"9.59",,"0.24",,,"1.64","0.68",,,"1.52","3.24","0.91",,,,,"0.33","1.03",,,,,,,"9.65",,"-0.84",,,,,,"2.43","8.11",,,,"-0.05",,,,,,,,"0.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"207.05","89.77",
"Nauru","","37.53","37.34","0.01","0.18",,"33.83",,,,,,,,,,,,,"0.06","1.82","0.02",,,"1.61",,,,,,,,,,,"0.1",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.08",,,,,,"0.03",,,,,,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.88","0.06",
"Nepal","","749.32","491.93","0.42","256.98","5.61","28.45","2.44","0.43","11.85","0.04","33.17","26.09","-3.35","40.42","0.1",,,"0.89","0.39","67.33","20.97","1.02","0.3","1.62","49.4","0.06",,,,"0.22","1.84","40.38","104.07","63.8","33.11",,,,,,"0.37",,"-0.27",,,"0.01",,,,,,,"0.26",,"0.03","0.01",,"-4.5","-4.5",,,,,,,,,,,,,,"49.66",,,"6.05",,"0.94","10.1",,,"3.05","7.53","7.98",,"3.65",,,"7.13","3.23",,"151.31","151.31",,"151.31",,"27.4",,,,,,,"6.98","0.86","12.15",,,,"1.72","5.69",,,,,,,"5.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"284.51","208.13",
"Netherlands Antilles","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Caledonia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicaragua","","536.58","333.45","73.71","129.42","2.1","0.05","9.39","3.97","17.83","0.01","35","15.72","1.37","21.81",,,"0.68","1.64","1.47","19.98","3.95","12.15","20.61","0.06","18.21",,,,,"64.61","3.06","22.26","0.03","59.59","41.41",,,,"0.03",,,,,,,,,,,"73.63",,,,,"0.05",,,"15.33","15.33",,,,,,,,,,,,,,"11.18",,"0.11","6.27",,"0.03","1.75",,,"1.5",,"1.01",,,,,"0.51",,,"50.23","50.23",,"50.23",,"11.28",,,,,,,"4.29","2.49","5.78",,,,"0","-1.28",,,,,,,"2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122.08","190.84",
"Niger","","644.67","297.59","5.43","341.65","4.21","3.75","0.22","23.59","11.2","0.05","8.79","1.67","47.28","29.86","0.05",,,"2.42","0.52","15.86","0.59","6.87","0.13",,"1.82",,,,"0.02","27.84","7.69","19.22","0.59","87.56","135.71",,,,,,"0.01",,"2",,,,,,,,,,,,"2.63","0.79",,"-4.64","-4.64","41.1","47.19",,"47.19",,,,,,,,,"-6.09","46.46",,"0.27","8.93",,"0.57","9",,,"3.08",,"20.35",,,,,"2.91","1.35",,"102.88","102.88",,"102.88",,"20.14",,"-2.88",,,,,"13.03","3.56","9.14",,,,,"-2.71",,,,,,,"4.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192.87","157.59",
"Nigeria","","1809.86","852.17","1.06","956.63","85.12","3.31","0.91","0.04","28.2","0.3","0.42","1.28","10.56","21.78","1.45",,,"1.91","1.23","39.2","2.21",,"21.49",,"11.83","0.08","0.11",,,"0.2","0.19","1.91","298.86","404.7","52.04",,,,,,"0.28",,,,,,,,"0.14",,,,,,"0.5","0.14",,,,"43.66","28.48","0.07","28.41",,,,,,,,,"15.18","84.36",,"0.25","8.35",,"2.13","11.68",,,"6.22",,"52.11",,,,,,"3.62",,"646.42","646.42",,"646.42",,"130.15",,,,,,,"27.3","6.46","96.39",,,,,,,,,,,,"85.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"804.53","360.81",
"Niue","","20.85","19.8",,"1.05",,"3.23",,,,,,,,"0.02",,,,,,"0.04","0.11",,,"16.4",,,,,,,,,,,"0.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.07",,,,,,"0.03",,,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.06","0.02",
"North Macedonia","","192.29","75.74","7.22","109.33",,"0.01","2.25","0.08",,"0.22","0.01","0.16","3.18","23.25","0.57","0.02",,"0.01",,"3.95",,,"1.56",,"7.02","0.05","0.02","0.21","1.75","0.05","3.57","7.65","0.99","19.16","100.99",,,,,"0.02","0.05",,,,,"0.01",,,"0.37",,,,,,"6.76","0.01",,,,,,,,,,,,,,,,,"2.6",,"0.28","-0.63",,,"0.48",,,"0.22","0.56","1.32",,,,,,"0.37",,"-9.02","-9.02",,"-9.02",,"14.77",,,,,,,,"0.14","5.78",,,,,,"8.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.53","37.95",
"Northern Mariana Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oman","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","","3714.36","2625.79","281.18","807.38","82.54","74.49","2.3","14.18","87.49","0.74","17.83","10.55","15.03","125.66","0.21","0.07","0.06","2.01","26.78","530.16","11.74","1.89","30.69","1.18","32.83","0.06",,,,"5.74","21.59","18.79","331.59","1262.13","256.59",,,,"0.01","0.06",,,"3.53",,,"0.01",,,"0.17","1",,,"0.11",,"204.95","71.34",,"-272","-272","-2.8",,,,,,,,,,,,"-2.8","88.82",,"0.97","12.76",,"0.81","10.47",,,"9.64",,"22.22",,,,,"30.29","1.66",,"700.09","700.09",,"700.09",,"36.69",,,,,,,"19.11","2.29","9.98",,,,"-0.59","5.9",,,,,,,"82.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2378.84","606.92",
"Palau","","24.52","24.07","0.02","0.43",,"1.57",,,,,,,,"0.23",,,,,,"3.78","0.13",,,,,,,,"0.01",,,,,"18.35","0.07",,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.03",,,,,,"0",,,,,,,,,,,"0.03",,,,,,,"0.33",,,,,,,,"0.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.36","0.24",
"Panama","","110.94","90.01","0.25","20.68","1.94","0.01","0.02","0.01","1.74","0.03","-0.57","0.03","0.52","1.47","0.05","0.02",,,"0.01","63.18","-0.08",,"0.13",,"6.93",,,,,"2.54","-0.01",,"0.2","13.78","13.63",,,,,,"0.18",,,,,,,,,,,,"0.02",,"0.05",,,,,,,,,,,,,,,,,,"5.21",,"0.16",,,"0.34","0.33",,,"0.72","2.51","0.92",,,,,"0.23",,,,,,,,"1.84",,,,,,,,"1.84",,,,,,,,,,,,,"1.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80.9","4.45",
"Papua New Guinea","","616.48","557.81","0.04","58.63","0.68","510.9","0.63","0.01","1.09",,,"0.09","0.11","1.59",,,,,"0.29","11.72","0.68",,,"25.73","1.75",,,,,,,,"-0.32","3.54","18.29",,,,,,"0.02",,,,,,,,,,,,,,,"0.02",,,,,,,,,,,,,,,,,"10.42",,,"0.02",,"1.06","2.76",,,"1.71","1.12","1.48",,,,,,"2.27",,"13.92","13.92",,"13.92",,"15.99",,,,,,,"0.66","1.68","13.65",,,,,,,,,,,,"0.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.02","2.4",
"Paraguay","","79.98","41.35","0.2","38.43",,"1.67","0.03","0.02","1.51","0.15",,"0.07","0.42","4.1",,,,"0.09","0.34","-23.53","5.71","0.14",,"0.03","1.27",,,,,"16.34","1.1","0.32","0.05","31.52","26.1",,,,,,"0.15",,,,,,,,,,,,"0.03",,"0.01","0.01",,,,,,,,,,,,,,,,,"7.54",,"0.01","4.44",,"0.02","1.23",,,"0.93",,"0.91",,,,,,,,"-1.49","-1.49",,"-1.49",,"6.28",,,,,,,,"0.9","5.21",,,,,"0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.41","22.85",
"Peru","","590.72","552.83","0.6","37.29","3.23","0.73","0.92","16.83","22.22","0.23","0.62","3.55","10.98","217","0.08",,,"0.45","10.83","76.25","6.79","1.16","0.99","0.1","3.56","0.07","0.02",,,"61.16","1.44","21.62","0.6","94.63","23.97",,,,,,"0.45",,,,,,,,"0.02",,,,"0.04",,"0.05","0.04",,,,,,,,,,,,,,,,,"1.89",,"0.15","-2.14",,"0.69","0.44",,,"1.84",,"0.91",,,,,,,,,,,,,"11.43",,,,,,,,"4.46","8.04",,,,,"-1.07",,,,,,,"3.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"432.51","326.93",
"Philippines","","-135.87","-226.92","-0.67","91.72","6.52","114.38","0.52","4.9","11.88","0.24","1.98","3.68","-10.38","10.17","0.08","0.01",,"0.58","1.7","-561.09","35.69","1.35","0.27","4.8","11.13",,,,,"19.8","4.66","1.23","2.07","113.43","51.36",,,,,,"0.3",,"-1.32",,,,,,,,,,"0.06",,"0.11","0.17",,,,,,,,,,,,,,,,,"22.39",,"0.85","5.11",,"0.62","1.74",,,"6.1","2.16","3.57",,,,,"1.01","1.23",,"-8.09","-8.09",,"-8.09",,"26.07",,,,,,,,"10.11","18.16",,,"-0.52","-0.43","-1.25",,,,,,,"6.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-432.22","41.63",
"Qatar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rwanda","","1263.21","589.71","8.76","664.74","9.19","2.08","0.66","76.52","11.85","0.03","2.55","0.15","5.3","47.35","0.02",,,"2.29","1.01","24.38","5.82","5.52","47.46",,"3.39","0.19","0.66",,"0.06","1.73","33.25","4.21","135.57","177.66","91.68",,,,,,"0.12",,"7.62",,,,,,,,,,"0.01",,"0.29","0.72",,"-0.63","-0.63","84.84","84.84",,"84.84",,,,,,,,,,"45.24",,,"12.82",,"0.94","5.92",,,"2.78","9.49","9.69",,,,,"2.48","1.12",,"289.32","289.32",,"289.32",,"154.28",,"5.53",,,,,"15.58","2.06","125.65",,,,"0","5.46",,,,,,,"9.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"403.12","360.32",
"Saint Helena","","83.94","79.25",,"4.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.25",,"4.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.1",,,,,,,,,,,,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.25","79.25",
"Saint Kitts and Nevis","","15.76","1.52","-0.62","14.85",,"1.02",,,"0.14",,,"0","-0.02","0.01",,,,,,"0.73",,,,,,,,,,"0.03",,,,"-0.39","16.59",,,,,,,,"-0.62",,,,,,,,,,,,,,,,,"-1.67",,,,,,,,,"-1.67",,,,,,,,,,,,,,,,,,,,,,,"-0.07","-0.07",,"-0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.47","0.02",
"Saint Lucia","","35.29","2.66","4.72","27.91",,"2","0.02",,"0.09",,,,"-1.98","0.03",,,,,,"2.02","0.01",,,"0.07",,,,,"0.01","0.02",,,"0.37",,"19.46",,,,,,"0.02",,"4.7",,,,,,,,,,,,,,,"6.05","6.05","-2.09",,,,,,,,,"-2.09",,,,"-0.1",,,"-0.12",,,"0.02",,,,,,,,,,,,,"4.76","4.76",,"4.76",,"-0.17",,,,,,,,,,,,,,"-0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.53","-1.53",
"Saint Vincent and the Grenadines","","17.76","1.01","-0.73","17.47",,"1.04",,,"0.13",,,"0.02","-1.1","0.03",,,,,,"0.69","0.01",,,"0.05","0.13",,"0.14",,"0.01",,,,"0.04","-0.18","12.31",,,,,,"0.01",,"-0.74",,,,,,,,,,,,,,,"5.24","5.24","-0.43",,,,,,,,,"-0.43",,,,"-0.11",,,"-0.15",,,"0.04",,,,,,,,,,,,,"0.46","0.46",,"0.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.39","-0.86",
"Samoa","","88.8","61.17","0.02","27.61",,"29.02",,,"0.52",,,,"0.22","0.51",,,,,,"17.49","0.16",,,"11.71",,,,,,,"0.03",,"0.41","1.1","20.55",,,,,,,,,,,,,,,,,,,,"0.01","0.01",,,,,,,,,,,,,,,,,"1.38",,,"-0.09",,"0.07","0.67",,,,,,,,,,,"0.73",,"0.93","0.93",,"0.93",,"4.75","4.53",,,,,,,"0.53",,,,,,"-0.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.25","1.17",
"Sao Tome and Principe","","73.48","37.92",,"35.56",,"0.13","0.01",,"0.5",,,,"2.22","0.08","0.04",,,,"0.06","3.54","0.01",,,,,,"29.13",,,"1.59",,,,"0.61","4.93",,,,,,,,,,,,,,,,,,,,,,,,,"3.27","3.27",,"3.27",,,,,,,,,,"4.79",,,"1.53",,,"0.59",,,"0.66",,"0.81",,,,,"0.53","0.67",,"18.87","18.87",,"18.87",,"3.7",,"0.57",,,,,"0.05","1.17","2.1",,,,,"-0.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.01","33.13",
"Saudi Arabia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senegal","","1054.6","590.3","8.42","455.88","9.02","1.05","1.16","23.98","61.83","0.02","0.14","1.04","177.32","25.44","0.01",,,"0.05","7.28","83.22","8.71","13.95","26.88",,"0.31","0.07","0.38",,,"36.84","2.04","2.44","1.99","114.15","109.77",,,,,,"0.2",,"6.17",,,,,,"0.06",,,,"0.07",,"1.91","0.02",,"-3.28","-3.28","117.46","94.04",,"94.04",,,,,,,,,"23.42","20.23",,"0.42","2.06",,"0.3","3.8",,,"2.63",,"6.97",,,,,"2.66","1.39",,"172.12","172.12",,"172.12",,"39.58",,"3.66",,,,,"4.36","4.82","23.08",,,,"1.06","2.6",,,,,,,"9.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"471.23","318.59",
"Serbia","","1379.17","260.38","18.65","1100.14",,"0.01","10.37","1.2","0.64","3.19","2.24","8.42","11.27","71.46","13.31","7.42",,,"18.63","9.7","0.2","1.27","1.32",,"19.83","-3.26","0.14","1.03","1.33","-2.38","22.99","15.46","2.43","42.16","1045.03",,,,"0.04",,"0.29",,,,,,,,"1.4","13.01",,,,,"3.91",,,,,,,,,,,,,,,,,,"14.92",,"0.12",,,,"0.83",,,"0.73","12.73","0.51",,,,,,,,"24.08","24.08",,"24.08",,"16.12",,,,,,,,"1.55","5.2",,,,,,"9.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156.29","172.38",
"Seychelles","","22.72","6.64","5.13","10.95",,"0.88",,,,,"-0.29",,"2.39","0.58","0.02",,,,,"1.24","0.02",,,"0.05",,,,,,"1.66",,,"0.07","0.02","6.39",,,,,,"0.01",,"-0.74",,,,,,,,,,,,"0.01","5.86",,,,"-0.66","-0.66","0.09","-0.75",,,,,,,,,,"0.77",,"0.16",,,,"0.07",,,"-0.01",,,,,,,,"0.55",,,,,,,"4.45",,"2.4",,,,,,"2.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.3","4.43",
"Sierra Leone","","423.89","173.15","4.99","245.75","3.44","1.44","0.03","0.01","6.69","0.05","3.76","3.67","0.43","16.7","0.19",,"0.09","12.67","1.17","26.66","0.21","0.15","0.21",,"3.52",,"0.02",,,"0.72","0.8","0.53","73.56","19.87","71.55",,,,,,"0.06",,"4.68",,,,,,,,,,,,"0.14","0.11",,"8.85","8.85","41.53","27.63",,"27.63",,,,,,,,,"13.9","30.86",,"0.18","7.2",,"0.78","5.24",,,"2.25",,"9.21",,"3.71",,,"1.1","1.19",,"60.54","60.54",,"60.54",,"32.42",,"3.26",,,,,"2.12","2.24","24.08",,,,,"0.72",,,,,,,"3.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145.08","114.14",
"Singapore","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slovenia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
