Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Central African Republic","","60.01","39.62","0","20.39",,,"0.14","0.41","0.12",,,,"16.46","7.05",,,,,"0.49","12.86","0.05",,"0.35",,,,,,,"0.12","0.24","0.06","0.44","0.83","5.88",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.58",,,,,,"3.27",,,"1.04","2.51","1.97",,,,"2.09","2.7",,,"0.68","0.68",,"0.68",,"0.25",,,,,,,,"0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38.25","25.7",
"Chad","","229.25","67.04","0.11","162.1",,,,"0.64","0.5",,,"0.02","34.82","12.99","0.01",,,"0.1","2.21","0.13",,"0.28","0.79",,,"0",,,,"-0.24","-0.01","7.79",,"7.01","44.14",,,,,,"0.01",,"-0.21",,,,,,,,,,,,,"0.31",,"12.67","12.67","14.38","12.73",,"12.73",,,,,,,,,"1.65","14",,,"0.6",,,"3.71",,,"2.69",,"2.37",,,,"2.93","1.7",,,"71.19","71.19",,"71.19",,"5.72",,,,,,,,"0.2",,,,,,"5.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57.66","51.61",
"Chile","","-7.07","-13.73","0.41","6.25",,,"0.16","2.36","1.63","0.02","0.02","0.06","11.75","18.73",,,,"0.16","-0.55","-39.57","0.03","1.73","3.33","0.31","0.47",,"0.07","0.01",,"1.74","0.91","1.05","0.29","-18.44","7.11",,,,,,"0.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2.56",,,,,,"-4.56",,,"0.17",,"0.59",,,,"1.24",,,,"-0.69","-0.69",,"-0.69",,"2.39",,,,,,,,"2.26",,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-26.16","40.79",
"China (People's Republic of)","","1511.52","1242.15","0.76","268.61",,"26.41","2.59","0.16","28.74","0.43","6.31","4.05","77.19","149.87","0.16",,,"0.56","-28.24","828.71","26.5","0.54","17.9","0.91","12.19","3.69","0.27","0.02",,"12.98","6.4","10.69","36.13","16.99","31.14",,,,,,"1.37",,"-0.63",,,,,,,,,,,,"0.02",,,,,,,,,,,,,,,,,,"49.89",,,"3.83",,,"9.65",,,"4.57","2.72","11.36",,,,"5.7","12.06",,,"94.74","94.74",,"94.74",,"92.84",,,,,,,,"48.53",,,,"44.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1109.39","291.01",
"Chinese Taipei","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colombia","","458.26","426.55","0.78","30.93",,"0.02","0.55","1.44","6.12","0.06","0.19","0.5","12.98","21.39","0.01",,,"0.71","-2.3","4.32","0.37","0.26","15.24","0.17","7.7","0.01","0.01",,,"32.41","6.85","8.13","3.15","306.26","17.4",,,,,,"0.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.74",,,"-0.24",,,"0.35",,,"0.92","4.31","0.8",,,,"1.95","0.65",,,"-0.71","-0.71",,"-0.71",,"5.5",,,,,,,,"4.56",,,,"0.64","0.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"351.92","93.46",
"Comoros","","27.58","11.02","0.01","16.55",,,,"0","0.01",,,,"10.97",,,,,,,,,,"0.01",,"0.02",,,,,,,,,"0.01","1.78",,,,,,,,,,,,,,,,,,,,,"0.01",,"-0.35","-0.35","-0.26",,,,,,,,,,,,"-0.26","4.38",,,"0.72",,,"0.69",,,"0.63",,"0.61",,,,"1.73",,,,"11.09","11.09",,"11.09",,"-0.09",,,,,,,,,,,,,,"-0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.99","10.98",
"Congo","","57.13","41.43","0.03","15.67",,,"0.06","1.3","0.4",,,"0.08","23.73","2.6","0.18",,,,"3.16","0.16","0.06","0.42","0.18",,"0.36","0.01",,,,,"2.16","0.36","0.32","5.89","6.93",,,,,,"0.03",,,,,"0",,,,,,,,,,,,"-3.6","-3.6",,,,,,,,,,,,,,"12.41",,,,,,"1.39",,,"0.71","6.73","1.74",,,,"1.51","0.33",,,"-0.33","-0.33",,"-0.33",,"0.26",,,,,,,,"0.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.26","34.2",
"Cook Islands","","3.9","3.5",,"0.4",,"0.71",,,,,,,,"0.01",,,,,,"0.1",,,,"2.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.4",,,,,,"0.06",,,"0.09",,,,,,"0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.11","0.01",
"Costa Rica","","13.24","4.96","0.37","7.91",,,"0.15","0.62","3.68","0.05","0.03","0.05","4.82","3.13",,,,,"-0.74","-2.82","0.4",,"6.2",,"0.51",,,,,"10.14","1.09","1.49","-0.11","-23.73","1.42",,,,,,"0.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.16",,,,,,"0.23",,,"0.35","1.18","0.57",,,,"0.83",,,,"-0.16","-0.16",,"-0.16",,"3.49",,,,,,,,"3.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-15.77","25.43",
"Cote d'Ivoire","","1067.5","831.14","0.41","235.95",,,"2.6","44.35","78.73","0.03","0.69","0.06","531.29","31.11","0.03",,,,"0.32","5.21","0.01","0.49","24.33",,"0.51","0","0.08",,,"43.12","0.23","3.17","11.72","53.06","4.99",,,,,,"0.15",,"0.26",,,,,,,,,,,,,"0",,"-10.56","-10.56","57.76","57.76",,"57.76",,,,,,,,,,"18.83",,,"1.84",,,"2.5",,,"2.04","6.16","3.12",,,,"1.59","1.58",,,"161.19","161.19",,"161.19",,"3.74",,,,,,,,"0.16",,,,,,"3.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"711.44","690.45",
"Croatia","","130.6","101.13","0.03","29.44",,"0.11","3.31","0.12","1.11","0.01","0.09","0.13","2.53","2.23","0.02",,,,"-2.75","0.51","18.9","0.47","1.62",,"13.19","0.12","0.1","0.05",,"0.62","5.46","1.55","2.1","49.53","18.31",,,,,,"0.01",,,"0",,,,,,,,,,,"0.02",,,,,"1.14",,,,,,,,,,,"1.14",,"9.99",,,,,,"0.12",,,,"9.46",,,,,"0.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.26","16.23",
"Cuba","","62.11","49.63","0.44","12.04",,,"0.23","4.18","5.43",,,"0.16","2.76","4.33","0.1",,,,"3.84","3.68",,"0.05","1.69",,"1.19","0","0.15",,,"13.32","1.89","1.48","0.6","4.55","5.68",,,,,,"0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.14",,,,,,"0.59",,,"1","0.47","0.26",,,,"1.6","1.22",,,,,,,,"1.22",,,,,,,,"1.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.19","33.3",
"Cyprus","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Democratic People's Republic of Korea","","264.4","187.85","0.63","75.92",,"2.03","0.11","0.01","0.19","0.01",,"0.94","0.47","33.16",,,,,"3.98",,,"0.63","0.6","0.28","3.58","0",,,,,"4.26","3.43","3","131.17","61.2",,,,,,,,"0.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.09",,,"5.78",,,"0.69",,,"1.05",,"2.05",,,,"2.47","0.05",,,,,,,,"2.63",,,,,,,,"0.4",,,,,,"2.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"171.97","47.17",
"Democratic Republic of the Congo","","1176.17","351.19","0.11","824.87",,"0.27","5.44","41.26","9.77","0.1",,"1.12","0.82","21.11","0.07",,,"2.28","3.87","0.85","0.03","1.52","135.03","0.06","12.47","0.05","4.7",,,"3.35","7.69","4.41","14.93","79.99","72.01",,,,,,"0.07",,,,,,,,,,,,,,"0.01","0.03",,"358.66","358.66","31.93","31.9",,"31.9",,,,,,,,,"0.03","67.11",,,,,,"6.2",,,"1.72","26.38","18.83",,,,"3.66","10.32",,,"293.86","293.86",,"293.86",,"1.3",,,,,,,,"1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131.34","243.34",
"Djibouti","","74.1","36.9","-1.51","38.71",,,,"0.04","0.1",,,,"26.3","0.03",,,,,"1.34","5.44","0.04",,"0.53",,"0.08",,,,,,,"0.11","0.02","2.87","1.85",,,,,,,,"-1.34",,,,,,,,,,,,,"-0.17",,"5.88","5.88","3.56","3.53",,"3.53",,,,,,,,,"0.03","8.53",,,"-0.07",,,"0.59",,,"0.51","2.99","0.69",,,,"1.23","2.59",,,"17.14","17.14",,"17.14",,"1.75",,,,,,,,,,,,,,"1.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.1","28.26",
"Dominica","","29.6","14.25","-0.26","15.61",,,,,"0.55",,,,"0.02","0.05",,,,,,"11.33","0.28",,"0.01",,,,,,,,,"0.01","1.97","0.03","8.79",,,,,,"0",,"-0.26",,,,,,,,,,,,,,,,,"4.79",,,,,,,,,"4.79",,,,"0.5",,,"0.09",,,"0.07",,,,,,,,,"0.34",,,,"1.65","1.65",,"1.65",,"-0.12",,,,,,,,,,,,,,"-0.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.95","2.05",
"Dominican Republic","","161.02","138.26","0.12","22.64",,,"0.01","0.09","0.95",,"0.44","0.74","5.94","7.96",,,,,"-3.16","42.65","0.08",,"1.41",,"0.43",,,,,"38.24","0.15","0.68","25.94","15.71","21.1",,,,,,"0.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.34",,,"0.95",,,"0.29",,,"1.08",,"0.57",,,,"1.07","0.38",,,"-0.66","-0.66",,"-0.66",,"-2.14",,,,,,,,,,,,,,"-2.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95.99","77.76",
"East African Community","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador","","233.52","205.22","0.48","27.82",,,"0.48","7.91","9.16","0.21","4.83","0.29","6.77","16.4",,,,"0.16","0.32","28.29","-0.06","2.18","10.47",,"2.25","0.01",,,,"42.98","0.6","6.32","0.62","65.03","9.37",,,,,,"0.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.35",,,"2.74",,,"0.15",,,"1.46","1.34","0.78",,,,"2.39","1.49",,,"-1.13","-1.13",,"-1.13",,"9.23",,,,,,,,"8.95",,,,"0.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126.59","94.23",
"Egypt","","1308.73","1125.99","98.97","83.77",,"3.26","19.6","-2.02","9.99","0.04","16.07","5.16","100.14","61.94","0.3",,,"0.08","0.75","12.93","1.99",,"17.07","0.01","0.6","0.06",,"0.02",,"13.48","2.22","4.27","12.18","845.85","44.19",,,,,,,,"-9.57",,,,,,,,,,,,"0.01","108.53",,,,"1.83","2.23",,"2.23",,,,,,,,,"-0.4","15.88",,,"1.88",,,"1.54",,,"1.1","2.8","2.65",,,,"2.69","3.22",,,"20.5","20.5",,"20.5",,"1.37",,,,,,,,"1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1043.78","247.09",
"El Salvador","","249.46","218.56","0.45","30.45",,,"1.18","1.38","3.31","0.01","1.33","0.42","3.01","15.16",,,,"1","4.37","32.91","0.63","5.6","8.39","0.03","1.67",,,,,"55.7","5.29","4.1","11.06","62.01","23.38",,,,,,"0.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.8",,,"4.55",,,"0.39",,,"1.05",,"0.67",,,,"1.04","0.1",,,"-0.84","-0.84",,"-0.84",,"0.11",,,,,,,,"0.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131.83","113.9",
"Equatorial Guinea","","20.15","13.65","-0.07","6.57",,,,,"0.1",,,,"4.52","0.06","0.01",,,,,"0.19",,,"0.02",,,,,,,"8.64",,"0.03",,"0.08","4.08",,,,,,,,"-0.07",,,,,,,,,,,,,,,"-1.19","-1.19","1.81","1.81",,"1.81",,,,,,,,,,"2.4",,,"-0.12",,,"0.26",,,"0.5",,"0.64",,,,"1.12",,,,"-0.53","-0.53",,"-0.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.95","13.25",
"Eritrea","","226.67","120.85","8.32","97.5",,"0.63","1.01","5.97","1.1","0.01","10.18","0.19","4.29","3.7",,,,"1.53","8.89","4.29","0.1","0.28","12.59","0.03","13.46","0",,,,"0.08","4.24","2.14","1.2","44.94","14.88",,,,,,"0.18",,"3.32",,,,,,,,,,,,,"4.82",,,,"7.04","7.04",,"7.04",,,,,,,,,,"28.34",,,"2.85",,,"2.69",,,"1.96","15.95","1.08",,,,"1.7","2.11",,,"46.22","46.22",,"46.22",,"1.02",,,,,,,,"1.05",,,,,,"-0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.41","54.16",
"Eswatini","","22.16","6.62","3.78","11.76",,"0.11",,,"0.22",,"-0.23",,"0.03","-2.13",,,,"0.31","3.79","4.52","0.03",,"1.1","0.1","0.17",,,,,,"0.18",,"-1.4","-0.18","4.19",,,,,,"0.02",,"3.76",,,,,,,,,,,,,,,,,"2.94","2.94",,"2.94",,,,,,,,,,"4.81",,,"0.59",,,"0.15",,,"0.63","0.12","1.52",,,,"1.68","0.12",,,"-0.25","-0.25",,"-0.25",,"0.07",,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.85","1.65",
"Ethiopia","","1324.74","490.27","32.54","801.93",,"1.54","4.3","1.57","6.88","0.17","2.68","4.58","10.18","40.61","0.23",,,"25.3","49.24","50.53","0.84","0.67","34.79","0.79","28.48","0.02","2.15","0.02",,"1.18","21.31","2.12","43.66","156.43","116.55",,,,,,"27.56",,"4.62",,,,,,,,,,,,"0.03","0.33",,"32.97","32.97","100.06","100.06","21.81","78.25",,,,,,,,,,"82.67",,,"5.05",,,"13.33",,,"3.8","19.15","14.01",,,,"3.8","23.53",,,"464.55","464.55",,"464.55",,"5.13",,,,,,,,"0.36",,,,,"2.65","2.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"357.53","242.66",
"Fiji","","34.17","31.53","0.02","2.62",,"8.64",,,"0.04",,,,"0.75","0.04",,,,"0.16",,"18.74","0.26",,"-0.04","2.8","0.04",,,,,,,,,"0.1","-0.77",,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.26",,,,,,"0.09",,,"0.21",,"1.8",,,,"1.16",,,,,,,,,"0.13",,,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.67","0.91",
"French Polynesia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon","","71.66","49.54","0.02","22.1",,,,"0.01","0.92",,,,"40.97","0.48",,,,,"0.54","3.84","0.07",,"0.27",,,"0","0.07",,,"-0.12",,,"0.23","2.26","18.5",,,,,,"0.02",,,,,,,,,,,,,,,,,,,"-0.29","-0.01",,"-0.01",,,,,,,,,"-0.28","3.89",,,,,,,,,"0.25","1.83","0.61",,,,"1.17","0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.24","42.45",
"Gambia","","64.47","17.62","2.53","44.32",,,"-0.36","0.19","0.57",,"0.16","0.05","0.36","1.79",,,,"0.46","0.02","8.2","0.08",,"0.32",,"0.69","0",,,,"0.06","0.49",,"1.73","2.81","6.11",,,,,,"0.02",,"2.5",,,,,,,,,,,,,"0.01",,"3.77","3.77","8.61","6.6","0.62","5.98",,,,,,,,,"2.01","7.77",,,"0.87",,,"2.57",,,"0.54","0.3","0.68",,,,"1.94","0.87",,,"14.39","14.39",,"14.39",,"3.67",,,,,,,,"0.46",,,,,,"3.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.48","5.27",
"Georgia","","317.21","210.68","9.5","97.04",,,"2.36","0.22","0.7","0.99","0.32","1.52","1.94","21.04","2.44",,,,"2.81","18.6","0.04",,"8.89",,"4.44","0.07","0.12","0.01",,"0.46","2.02","4.51","3.87","133.31","10.86",,,,,"0.05","2.89",,"5.9","0.01",,"0.01",,,,,,,,,"0.64",,,"11.16","11.16","1.87",,,,,,,,,,,"1.87",,"9.04",,,"0.58",,,"1.39",,,"0.29","4.34","0.65",,,,"0.9","0.89",,,"61.33","61.33",,"61.33",,"2.77",,,,,,,,"2.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"182.27","49.08",
"Ghana","","689.37","405.02","4.27","280.08",,"0.05","0.38","0.15","12.39","0.04","51.48","0.49","10.19","33.98","0.04",,,"1.14","1.73","23.55","-0.01","0.21","59.58","0.08","0.7","0.01",,,,"8.71","1.35","7.42","122.49","68.87","42.44",,,,,,"0.24",,"2.77",,,,,,,,,,,,,"1.26",,"63.37","63.37","53.29","53.29","14.21","39.08",,,,,,,,,,"19.77",,,"5.49",,,"3.12",,,"3.38","1.47","3.32",,,,"1.95","1.04",,,"93.22","93.22",,"93.22",,"7.99",,,,,,,,"3.67",,,,,"2.45","1.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"273.2","291.97",
"Gibraltar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada","","10.22","2.3","-1.16","9.08",,,,,"0.15",,,,"-0.03","0.04",,,,,,"1.17","0.12",,"0.05",,,,,,,,,,"0.78","0.02","0.32",,,,,,"0.01",,"-1.17",,,,,,,,,,,,,,,,,"2.66",,,,,,,,,"2.66",,,,"0.13",,,"-0.06",,,"0.02",,,,,,,,,"0.17",,,,"6.01","6.01",,"6.01",,"-0.04",,,,,,,,"0.31",,,,,,"-0.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.13","0.84",
"Guatemala","","253.24","199.89","0.21","53.14",,,"4.84","2.71","10.2","0.02","1.91","0.93","1.4","19",,,,"0.65","0.51","29.4","0.26","0.09","20.64","0.04","11.45",,,,,"17.51","11.31","1.72","0.57","64.73","32.09",,,,,,"0.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.35",,,"-1.25",,,"0.79",,,"13.46",,"0.81",,,,"1.33","3.21",,,,,,,,"2.7",,,,,,,,"0.74",,,,,,"1.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125.81","82.09",
"Guinea","","254.19","125.59","1.42","127.18",,,"0.53","4.81","4.31","0.03",,"0.17","22.55","15.4",,,,"0.13","0.75","18.57",,"0.87","3.99",,"0.55","0.01",,,,"0.95","0.49","1.17","2.66","47.65","42.16",,,,,,"0.07",,"1.31",,,,,,,,,,,,,"0.04",,"6.62","6.62","9.42","9.98","8.47","1.51",,,,,,,,,"-0.56","36.88",,,"5.31",,,"0.78",,,"0.49","22.98","2.07",,,,"2.12","3.13",,,"29.34","29.34",,"29.34",,"2.76",,,,,,,,"0.43",,,,,,"2.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.89","53.34",
"Guinea-Bissau","","59.88","25.83",,"34.05",,,"0.03","2.18","0.32",,"0.33",,"3.95","1.4",,,,,"0.01","0.12","0.03",,"3.6",,"0.03","0","6.64",,,"0.86","1.81","0.77",,"3.75","22.27",,,,,,,,,,,,,,,,,,,,,,,"-1.19","-1.19","0.12","0.12","0.5","-0.38",,,,,,,,,,"7.66",,,,,,"2.31",,,"0.7",,"1.13",,,,"1.84","1.68",,,"5.11","5.11",,"5.11",,"0.08",,,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.55","20.81",
"Guyana","","47.26","34.06",,"13.2",,,,,"4.17",,"1.14","0.01","0.54","0.24",,,,"0.03",,"0.69","0.09","0.02","0.74","0.01",,,,,,,,,"14.87","11.51","2.04",,,,,,,,,,,,,,,,,,,,,,,"-1.83","-1.83","4.42",,,,,,,,,"4.42",,,,"2.7",,,"0.12",,,"1.12",,,"0.19",,"0.82",,,,"0.45",,,,"5.87","5.87",,"5.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.02","17.59",
"Haiti","","151.95","125.65","0.06","26.24",,,,"1.38","10.17",,"0.07","0.13","17.17","4.28",,,,"0.43","0.97","9.26","0.22","0.3","4.17","0.01","1.67",,,,,"2.25","0.44","2.67","0.18","69.88","15.39",,,,,,"0.06",,,,,,,,,,,,,,,,,"-3.93","-3.93",,,,,,,,,,,,,,"15.5",,,"1.86",,,"2.69",,,"3.29",,"2.76",,,,"1.33","3.57",,,"0.01","0.01",,"0.01",,"-0.73",,,,,,,,,,,,,,"-0.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.91","31.77",
"Honduras","","382.09","297.97","0.4","83.72",,,"0.01","0.4","7.06","0.01","12.74","0.76","3.91","13.41",,,,"2.01","4.67","94.85","0.1",,"8.85","0.04","0.88",,,,,"36.36","11","1.77","1.89","97.25","23.89",,,,,,"0.12",,"0.28",,,,,,,,,,,,,,,"-7.65","-7.65",,,,,,,,,,,,,,"19.63",,,"12.54",,,"1.06",,,"2.03",,"1.14",,,,"0.74","2.12",,,"45.65","45.65",,"45.65",,"2.2",,,,,,,,"1.43",,,,,"1.66","-0.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"223.04","96.02",
"Hong Kong (China)","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India","","1738.21","787.19","-7.45","958.47",,"7.55","0.57","-5.06","16.03","1.43","8.49","2.54","-135.89","-26.1","0.02",,,"1.54","-20.14","493.64","0.43","1.95","59.37","0.69","8.46","0.01","0.24","0.01",,"-0.29","8.16","23.61","343.72","-3.79","97.3",,,,,,"4.08",,"-11.63",,,,,,,,,,,,,"0.1",,,,,,,,,,,,,,,,,"94.1",,,"6.89",,,"21.2",,,"13.21","2.47","30.39",,,,"10.51","9.43",,,"754.06","754.06",,"754.06",,"13.01",,,,,,,,"5.84",,,,"8.2",,"-1.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"667.47","240.57",
