"Recipient(s):","All Developing Countries, Total","","Amount:","Current Prices (USD millions)","","Type of Aid:","All Types, Total","","Sector(s):","Total Bilateral Aid To All Sectors","","Flow Type(s):","Disbursements","","Channels:","All Channels, Total","","Donor(s):","Official Donors, Total","",

"","Time Period","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Flow(s)",
"ODA","","55101.52912","68616.844556","78918.509635","111493.228453","154430.195233","113402.449353","132519.706512","135565.294979","146191.344702","156240.234378","149483.791841","167481.811833","166115.477006","168243.675822","182288.79797","192148.704875","196647.796662","192151.475221"
"OOF","","11708.207007","13240.510204","11894.812444","14232.473242","18325.953375","21380.86313","27581.994038","52261.775877","63124.424348","46451.964328","45664.430472","52637.197448","56012.658651","71538.558082","64844.249063","60137.001721","67789.534541","68844.083564"
